total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,total,index
3291,0,0,0,0,0,0,0,0,3291,0
7324,0,0,0,0,0,0,0,0,7324,0
3511,0,0,0,0,0,0,0,0,3511,0
10074,0,0,0,0,0,0,0,0,10074,0
5386,0,0,0,0,0,0,0,0,5386,0
10041,0,0,0,0,0,0,0,0,10041,0
11824,0,0,0,0,0,0,0,0,11824,0
11082,0,0,0,0,0,0,0,0,11082,0
7365,0,0,0,0,0,0,0,0,7365,0
7433,767,0,0,0,0,0,0,0,8200,0
11273,0,0,0,0,0,0,0,0,11273,0
8978,0,0,0,0,0,0,0,0,8978,0
8758,0,0,0,0,0,0,0,0,8758,0
7553,0,0,0,0,0,0,0,0,7553,0
9093,0,0,0,0,0,0,0,0,9093,0
8120,0,0,0,0,0,0,0,0,8120,0
7078,0,0,0,0,0,0,0,0,7078,0
3422,0,0,0,0,0,0,0,0,3422,0
7884,0,0,0,0,0,0,0,0,7884,0
7683,0,0,0,0,0,0,0,0,7683,0
9328,0,0,0,0,0,0,0,0,9328,0
7911,0,0,0,0,0,0,0,0,7911,0
9955,0,0,0,0,0,0,0,0,9955,0
11532,0,0,0,0,0,0,0,0,11532,0
8053,0,0,0,0,0,0,0,0,8053,0
7471,0,0,0,0,0,0,0,0,7471,0
7419,0,0,0,0,0,0,0,0,7419,0
7539,674,0,0,0,0,0,0,0,8213,0
8376,0,0,0,0,0,0,0,0,8376,0
6695,0,0,0,0,0,0,0,0,6695,0
8687,0,0,0,0,0,0,0,0,8687,0
8551,0,0,0,0,0,0,0,0,8551,0
7319,0,0,0,0,0,0,0,0,7319,0
9400,0,0,0,0,0,0,0,0,9400,0
7967,0,0,0,0,0,0,0,0,7967,0
6575,0,0,0,0,0,0,0,0,6575,0
9656,0,0,0,0,0,0,0,0,9656,0
9198,0,0,0,0,0,0,0,0,9198,0
10247,0,0,0,0,0,0,0,0,10247,0
4342,0,0,0,0,0,0,0,0,4342,0
9813,0,0,0,0,0,0,0,0,9813,0
7112,0,0,0,0,0,0,0,0,7112,0
9891,0,0,0,0,0,0,0,0,9891,0
10098,0,0,0,0,0,0,0,0,10098,0
8650,0,0,0,0,0,0,0,0,8650,0
8152,0,0,0,0,0,0,0,0,8152,0
7120,0,0,0,0,0,0,0,0,7120,0
11406,0,0,0,0,0,0,0,0,11406,0
11537,0,0,0,0,0,0,0,0,11537,0
6705,0,0,0,0,0,0,0,0,6705,0
10510,0,0,0,0,0,0,0,0,10510,0
12202,0,0,0,0,0,0,0,0,12202,0
11476,0,0,0,0,0,0,0,0,11476,0
7033,0,0,0,0,0,0,0,0,7033,0
10240,0,0,0,0,0,0,0,0,10240,0
6212,0,0,0,0,0,0,0,0,6212,0
10515,0,0,0,0,0,0,0,0,10515,0
9561,0,0,0,0,0,0,0,0,9561,0
8534,0,0,0,0,0,0,0,0,8534,0
10144,0,0,0,0,0,0,0,0,10144,0
9354,0,0,0,0,0,0,0,0,9354,0
8450,14,0,0,0,0,0,0,0,8464,0
11596,0,0,0,0,0,0,0,0,11596,0
7689,0,0,0,0,0,0,0,0,7689,0
9150,0,0,0,0,0,0,0,0,9150,0
7395,0,0,0,0,0,0,0,0,7395,0
10837,0,0,0,0,0,0,0,0,10837,0
12376,0,0,0,0,0,0,0,0,12376,0
10624,0,0,0,0,0,0,0,0,10624,0
7663,0,0,0,0,0,0,0,0,7663,0
6515,0,0,0,0,0,0,0,0,6515,0
9323,0,0,0,0,0,0,0,0,9323,0
12870,0,0,0,0,0,0,0,0,12870,0
11502,0,0,0,0,0,0,0,0,11502,0
6775,0,0,0,0,0,0,0,0,6775,0
6992,0,0,0,0,0,0,0,0,6992,0
9131,0,0,0,0,0,0,0,0,9131,0
6679,0,0,0,0,0,0,0,0,6679,0
8897,0,0,0,0,0,0,0,0,8897,0
8387,0,0,0,0,0,0,0,0,8387,0
5071,0,0,0,0,0,0,0,0,5071,0
6983,0,0,0,0,0,0,0,0,6983,0
8374,0,0,0,0,0,0,0,0,8374,0
9155,0,0,0,0,0,0,0,0,9155,0
8991,0,0,0,0,0,0,0,0,8991,0
8198,0,0,0,0,0,0,0,0,8198,0
6173,0,0,0,0,0,0,0,0,6173,0
9008,0,0,0,0,0,0,0,0,9008,0
7405,0,0,0,0,0,0,0,0,7405,0
6295,0,0,0,0,0,0,0,0,6295,0
8007,0,0,0,0,0,0,0,0,8007,0
9393,0,0,0,0,0,0,0,0,9393,0
8541,0,0,0,0,0,0,0,0,8541,0
7321,0,0,0,0,0,0,0,0,7321,0
8087,0,0,0,0,0,0,0,0,8087,0
9351,0,0,0,0,0,0,0,0,9351,0
4361,0,0,0,0,0,0,0,0,4361,0
7045,0,0,0,0,0,0,0,0,7045,0
8586,0,0,0,0,0,0,0,0,8586,0
4346,0,0,0,0,0,0,0,0,4346,0
7923,0,0,0,0,0,0,0,0,7923,0
3416,0,0,0,0,0,0,0,0,3416,0
10372,0,0,0,0,0,0,0,0,10372,0
7938,0,0,0,0,0,0,0,0,7938,0
9261,0,0,0,0,0,0,0,0,9261,0
9899,0,0,0,0,0,0,0,0,9899,0
8036,0,0,0,0,0,0,0,0,8036,0
9211,0,0,0,0,0,0,0,0,9211,0
7297,0,0,0,0,0,0,0,0,7297,0
10379,0,0,0,0,0,0,0,0,10379,0
7645,0,0,0,0,0,0,0,0,7645,0
7377,0,0,0,0,0,0,0,0,7377,0
11243,0,0,0,0,0,0,0,0,11243,0
7984,0,0,0,0,0,0,0,0,7984,0
12309,0,0,0,0,0,0,0,0,12309,0
7046,0,0,0,0,0,0,0,0,7046,0
12165,0,0,0,0,0,0,0,0,12165,0
8243,0,0,0,0,0,0,0,0,8243,0
7127,0,0,0,0,0,0,0,0,7127,0
5654,0,0,0,0,0,0,0,0,5654,0
5977,0,0,0,0,0,0,0,0,5977,0
7841,0,0,0,0,0,0,0,0,7841,0
10167,0,0,0,0,0,0,0,0,10167,0
10032,0,0,0,0,0,0,0,0,10032,0
8612,0,0,0,0,0,0,0,0,8612,0
6921,0,0,0,0,0,0,0,0,6921,0
7970,0,0,0,0,0,0,0,0,7970,0
9323,0,0,0,0,0,0,0,0,9323,0
9956,0,0,0,0,0,0,0,0,9956,0
8150,0,0,0,0,0,0,0,0,8150,0
7519,0,0,0,0,0,0,0,0,7519,0
8928,0,0,0,0,0,0,0,0,8928,0
8633,0,0,0,0,0,0,0,0,8633,0
9751,0,0,0,0,0,0,0,0,9751,0
10884,0,0,0,0,0,0,0,0,10884,0
10462,0,0,0,0,0,0,0,0,10462,0
7972,0,0,0,0,0,0,0,0,7972,0
5742,0,0,0,0,0,0,0,0,5742,0
8429,0,0,0,0,0,0,0,0,8429,0
9286,0,0,0,0,0,0,0,0,9286,0
8321,0,0,0,0,0,0,0,0,8321,0
7886,0,0,0,0,0,0,0,0,7886,0
8977,0,0,0,0,0,0,0,0,8977,0
4050,0,0,0,0,0,0,0,0,4050,0
7531,0,0,0,0,0,0,0,0,7531,0
5249,0,0,0,0,0,0,0,0,5249,0
12514,0,0,0,0,0,0,0,0,12514,0
8155,0,0,0,0,0,0,0,0,8155,0
6983,0,0,0,0,0,0,0,0,6983,0
1008,0,0,0,0,0,0,0,0,1008,0
8682,0,0,0,0,0,0,0,0,8682,0
7887,0,0,0,0,0,0,0,0,7887,0
5529,0,0,0,0,0,0,0,0,5529,0
9194,0,0,0,0,0,0,0,0,9194,0
9850,0,0,0,0,0,0,0,0,9850,0
8869,0,0,0,0,0,0,0,0,8869,0
10380,0,0,0,0,0,0,0,0,10380,0
7983,0,0,0,0,0,0,0,0,7983,0
11056,0,0,0,0,0,0,0,0,11056,0
10175,0,0,0,0,0,0,0,0,10175,0
7226,0,0,0,0,0,0,0,0,7226,0
6801,0,0,0,0,0,0,0,0,6801,0
9347,0,0,0,0,0,0,0,0,9347,0
7284,0,0,0,0,0,0,0,0,7284,0
9182,0,0,0,0,0,0,0,0,9182,0
7379,0,0,0,0,0,0,0,0,7379,0
10832,0,0,0,0,0,0,0,0,10832,0
3155,0,0,0,0,0,0,0,0,3155,0
7067,0,0,0,0,0,0,0,0,7067,0
8150,0,0,0,0,0,0,0,0,8150,0
10804,0,0,0,0,0,0,0,0,10804,0
8239,0,0,0,0,0,0,0,0,8239,0
9830,0,0,0,0,0,0,0,0,9830,0
4542,0,0,0,0,0,0,0,0,4542,0
5893,0,0,0,0,0,0,0,0,5893,0
6344,0,0,0,0,0,0,0,0,6344,0
7293,0,0,0,0,0,0,0,0,7293,0
6359,0,0,0,0,0,0,0,0,6359,0
9367,0,0,0,0,0,0,0,0,9367,0
7439,0,0,0,0,0,0,0,0,7439,0
11138,0,0,0,0,0,0,0,0,11138,0
7537,0,0,0,0,0,0,0,0,7537,0
3081,0,0,0,0,0,0,0,0,3081,0
7713,0,0,0,0,0,0,0,0,7713,0
6828,0,0,0,0,0,0,0,0,6828,0
7487,0,0,0,0,0,0,0,0,7487,0
7554,0,0,0,0,0,0,0,0,7554,0
6582,0,0,0,0,0,0,0,0,6582,0
7463,0,0,0,0,0,0,0,0,7463,0
4414,0,0,0,0,0,0,0,0,4414,0
6475,0,0,0,0,0,0,0,0,6475,0
10530,0,0,0,0,0,0,0,0,10530,0
6764,0,0,0,0,0,0,0,0,6764,0
9593,0,0,0,0,0,0,0,0,9593,0
8266,0,0,0,0,0,0,0,0,8266,0
9649,0,0,0,0,0,0,0,0,9649,0
4214,0,0,0,0,0,0,0,0,4214,0
6587,0,0,0,0,0,0,0,0,6587,0
7970,0,0,0,0,0,0,0,0,7970,0
6821,0,0,0,0,0,0,0,0,6821,0
4062,0,0,0,0,0,0,0,0,4062,0
10464,0,0,0,0,0,0,0,0,10464,0
10253,0,0,0,0,0,0,0,0,10253,0
8258,0,0,0,0,0,0,0,0,8258,0
4707,0,0,0,0,0,0,0,0,4707,0
8866,0,0,0,0,0,0,0,0,8866,0
10867,0,0,0,0,0,0,0,0,10867,0
4498,0,0,0,0,0,0,0,0,4498,0
8945,0,0,0,0,0,0,0,0,8945,0
9672,0,0,0,0,0,0,0,0,9672,0
9089,0,0,0,0,0,0,0,0,9089,0
10070,0,0,0,0,0,0,0,0,10070,0
5157,0,0,0,0,0,0,0,0,5157,0
2914,0,0,0,0,0,0,0,0,2914,0
9301,0,0,0,0,0,0,0,0,9301,0
4423,0,0,0,0,0,0,0,0,4423,0
8526,0,0,0,0,0,0,0,0,8526,0
4992,0,0,0,0,0,0,0,0,4992,0
10028,0,0,0,0,0,0,0,0,10028,0
4136,0,0,0,0,0,0,0,0,4136,0
5512,0,0,0,0,0,0,0,0,5512,0
9857,0,0,0,0,0,0,0,0,9857,0
6134,0,0,0,0,0,0,0,0,6134,0
3811,0,0,0,0,0,0,0,0,3811,0
6124,0,0,0,0,0,0,0,0,6124,0
10403,0,0,0,0,0,0,0,0,10403,0
6476,0,0,0,0,0,0,0,0,6476,0
4500,0,0,0,0,0,0,0,0,4500,0
7940,0,0,0,0,0,0,0,0,7940,0
7425,0,0,0,0,0,0,0,0,7425,0
9268,0,0,0,0,0,0,0,0,9268,0
11637,0,0,0,0,0,0,0,0,11637,0
7837,0,0,0,0,0,0,0,0,7837,0
9779,0,0,0,0,0,0,0,0,9779,0
9983,0,0,0,0,0,0,0,0,9983,0
10185,0,0,0,0,0,0,0,0,10185,0
3655,0,0,0,0,0,0,0,0,3655,0
7267,0,0,0,0,0,0,0,0,7267,0
9822,0,0,0,0,0,0,0,0,9822,0
9151,0,0,0,0,0,0,0,0,9151,0
4485,0,0,0,0,0,0,0,0,4485,0
8786,0,0,0,0,0,0,0,0,8786,0
9917,0,0,0,0,0,0,0,0,9917,0
8428,0,0,0,0,0,0,0,0,8428,0
6240,0,0,0,0,0,0,0,0,6240,0
3633,0,0,0,0,0,0,0,0,3633,0
9948,0,0,0,0,0,0,0,0,9948,0
8854,0,0,0,0,0,0,0,0,8854,0
3005,0,0,0,0,0,0,0,0,3005,0
7865,0,0,0,0,0,0,0,0,7865,0
8689,0,0,0,0,0,0,0,0,8689,0
2694,0,0,0,0,0,0,0,0,2694,0
10958,0,0,0,0,0,0,0,0,10958,0
7012,0,0,0,0,0,0,0,0,7012,0
8406,0,0,0,0,0,0,0,0,8406,0
4887,0,0,0,0,0,0,0,0,4887,0
8629,0,0,0,0,0,0,0,0,8629,0
5403,0,0,0,0,0,0,0,0,5403,0
4871,0,0,0,0,0,0,0,0,4871,0
9735,0,0,0,0,0,0,0,0,9735,0
8062,0,0,0,0,0,0,0,0,8062,0
8892,0,0,0,0,0,0,0,0,8892,0
10580,0,0,0,0,0,0,0,0,10580,0
7740,0,0,0,0,0,0,0,0,7740,0
9005,0,0,0,0,0,0,0,0,9005,0
7594,0,0,0,0,0,0,0,0,7594,0
5763,0,0,0,0,0,0,0,0,5763,0
5829,0,0,0,0,0,0,0,0,5829,0
7535,0,0,0,0,0,0,0,0,7535,0
7494,0,0,0,0,0,0,0,0,7494,0
8648,0,0,0,0,0,0,0,0,8648,0
12196,0,0,0,0,0,0,0,0,12196,0
9644,0,0,0,0,0,0,0,0,9644,0
6561,0,0,0,0,0,0,0,0,6561,0
4114,0,0,0,0,0,0,0,0,4114,0
7197,0,0,0,0,0,0,0,0,7197,0
7844,0,0,0,0,0,0,0,0,7844,0
5165,0,0,0,0,0,0,0,0,5165,0
4828,0,0,0,0,0,0,0,0,4828,0
8713,0,0,0,0,0,0,0,0,8713,0
9926,0,0,0,0,0,0,0,0,9926,0
6120,0,0,0,0,0,0,0,0,6120,0
8806,0,0,0,0,0,0,0,0,8806,0
0,0,0,0,0,0,0,0,0,0,0
8279,0,0,0,0,0,0,0,0,8279,0
7378,0,0,0,0,0,0,0,0,7378,0
5680,0,0,0,0,0,0,0,0,5680,0
5961,0,0,0,0,0,0,0,0,5961,0
5302,0,0,0,0,0,0,0,0,5302,0
7302,0,0,0,0,0,0,0,0,7302,0
5222,0,0,0,0,0,0,0,0,5222,0
9657,0,0,0,0,0,0,0,0,9657,0
9995,0,0,0,0,0,0,0,0,9995,0
7259,0,0,0,0,0,0,0,0,7259,0
9597,0,0,0,0,0,0,0,0,9597,0
9083,0,0,0,0,0,0,0,0,9083,0
8873,0,0,0,0,0,0,0,0,8873,0
10093,0,0,0,0,0,0,0,0,10093,0
8816,0,0,0,0,0,0,0,0,8816,0
6529,0,0,0,0,0,0,0,0,6529,0
6402,0,0,0,0,0,0,0,0,6402,0
4590,0,0,0,0,0,0,0,0,4590,0
5755,0,0,0,0,0,0,0,0,5755,0
7185,0,0,0,0,0,0,0,0,7185,0
3311,0,0,0,0,0,0,0,0,3311,0
5438,0,0,0,0,0,0,0,0,5438,0
7711,0,0,0,0,0,0,0,0,7711,0
8948,0,0,0,0,0,0,0,0,8948,0
9533,0,0,0,0,0,0,0,0,9533,0
8764,0,0,0,0,0,0,0,0,8764,0
6778,0,0,0,0,0,0,0,0,6778,0
7660,0,0,0,0,0,0,0,0,7660,0
7542,0,0,0,0,0,0,0,0,7542,0
2651,0,0,0,0,0,0,0,0,2651,0
86,0,0,0,0,0,0,0,0,86,0
7561,0,0,0,0,0,0,0,0,7561,0
7897,0,0,0,0,0,0,0,0,7897,0
5959,0,0,0,0,0,0,0,0,5959,0
7446,0,0,0,0,0,0,0,0,7446,0
6209,0,0,0,0,0,0,0,0,6209,0
6111,0,0,0,0,0,0,0,0,6111,0
8063,0,0,0,0,0,0,0,0,8063,0
7153,0,0,0,0,0,0,0,0,7153,0
2886,0,0,0,0,0,0,0,0,2886,0
4993,0,0,0,0,0,0,0,0,4993,0
7910,0,0,0,0,0,0,0,0,7910,0
6311,0,0,0,0,0,0,0,0,6311,0
4856,0,0,0,0,0,0,0,0,4856,0
6242,0,0,0,0,0,0,0,0,6242,0
6590,0,0,0,0,0,0,0,0,6590,0
4961,0,0,0,0,0,0,0,0,4961,0
6878,0,0,0,0,0,0,0,0,6878,0
7455,0,0,0,0,0,0,0,0,7455,0
4965,0,0,0,0,0,0,0,0,4965,0
8785,0,0,0,0,0,0,0,0,8785,0
4581,0,0,0,0,0,0,0,0,4581,0
3700,0,0,0,0,0,0,0,0,3700,0
7348,0,0,0,0,0,0,0,0,7348,0
10714,0,0,0,0,0,0,0,0,10714,0
9135,0,0,0,0,0,0,0,0,9135,0
4213,0,0,0,0,0,0,0,0,4213,0
9327,0,0,0,0,0,0,0,0,9327,0
2899,0,0,0,0,0,0,0,0,2899,0
8280,0,0,0,0,0,0,0,0,8280,0
7664,0,0,0,0,0,0,0,0,7664,0
5276,0,0,0,0,0,0,0,0,5276,0
8343,0,0,0,0,0,0,0,0,8343,0
7929,0,0,0,0,0,0,0,0,7929,0
7744,0,0,0,0,0,0,0,0,7744,0
7669,0,0,0,0,0,0,0,0,7669,0
9920,0,0,0,0,0,0,0,0,9920,0
7961,0,0,0,0,0,0,0,0,7961,0
5083,0,0,0,0,0,0,0,0,5083,0
7156,0,0,0,0,0,0,0,0,7156,0
7863,0,0,0,0,0,0,0,0,7863,0
3895,0,0,0,0,0,0,0,0,3895,0
11629,0,0,0,0,0,0,0,0,11629,0
9789,0,0,0,0,0,0,0,0,9789,0
7557,0,0,0,0,0,0,0,0,7557,0
6688,0,0,0,0,0,0,0,0,6688,0
6648,0,0,0,0,0,0,0,0,6648,0
9267,0,0,0,0,0,0,0,0,9267,0
8071,0,0,0,0,0,0,0,0,8071,0
7947,0,0,0,0,0,0,0,0,7947,0
7216,0,0,0,0,0,0,0,0,7216,0
6845,0,0,0,0,0,0,0,0,6845,0
10178,0,0,0,0,0,0,0,0,10178,0
5120,0,0,0,0,0,0,0,0,5120,0
3214,0,0,0,0,0,0,0,0,3214,0
4070,0,0,0,0,0,0,0,0,4070,0
7900,0,0,0,0,0,0,0,0,7900,0
8024,0,0,0,0,0,0,0,0,8024,0
3891,0,0,0,0,0,0,0,0,3891,0
9240,0,0,0,0,0,0,0,0,9240,0
6593,0,0,0,0,0,0,0,0,6593,0
8212,0,0,0,0,0,0,0,0,8212,0
3932,0,0,0,0,0,0,0,0,3932,0
7589,0,0,0,0,0,0,0,0,7589,0
10923,0,0,0,0,0,0,0,0,10923,0
5216,0,0,0,0,0,0,0,0,5216,0
5596,0,0,0,0,0,0,0,0,5596,0
10659,0,0,0,0,0,0,0,0,10659,0
7462,0,0,0,0,0,0,0,0,7462,0
6747,0,0,0,0,0,0,0,0,6747,0
8971,0,0,0,0,0,0,0,0,8971,0
2773,0,0,0,0,0,0,0,0,2773,0
6829,0,0,0,0,0,0,0,0,6829,0
6454,0,0,0,0,0,0,0,0,6454,0
7672,0,0,0,0,0,0,0,0,7672,0
8084,0,0,0,0,0,0,0,0,8084,0
4849,0,0,0,0,0,0,0,0,4849,0
8034,0,0,0,0,0,0,0,0,8034,0
6631,0,0,0,0,0,0,0,0,6631,0
5382,0,0,0,0,0,0,0,0,5382,0
8766,0,0,0,0,0,0,0,0,8766,0
10669,0,0,0,0,0,0,0,0,10669,0
8468,0,0,0,0,0,0,0,0,8468,0
4969,0,0,0,0,0,0,0,0,4969,0
6603,0,0,0,0,0,0,0,0,6603,0
6116,0,0,0,0,0,0,0,0,6116,0
7708,0,0,0,0,0,0,0,0,7708,0
8395,0,0,0,0,0,0,0,0,8395,0
4416,0,0,0,0,0,0,0,0,4416,0
6647,0,0,0,0,0,0,0,0,6647,0
7933,0,0,0,0,0,0,0,0,7933,0
5211,0,0,0,0,0,0,0,0,5211,0
8876,0,0,0,0,0,0,0,0,8876,0
7243,0,0,0,0,0,0,0,0,7243,0
6106,0,0,0,0,0,0,0,0,6106,0
5814,0,0,0,0,0,0,0,0,5814,0
10041,0,0,0,0,0,0,0,0,10041,0
6020,0,0,0,0,0,0,0,0,6020,0
5450,0,0,0,0,0,0,0,0,5450,0
4563,0,0,0,0,0,0,0,0,4563,0
4113,0,0,0,0,0,0,0,0,4113,0
3502,0,0,0,0,0,0,0,0,3502,0
7990,0,0,0,0,0,0,0,0,7990,0
10102,0,0,0,0,0,0,0,0,10102,0
7394,0,0,0,0,0,0,0,0,7394,0
7484,0,0,0,0,0,0,0,0,7484,0
8537,0,0,0,0,0,0,0,0,8537,0
7049,0,0,0,0,0,0,0,0,7049,0
5370,0,0,0,0,0,0,0,0,5370,0
5375,0,0,0,0,0,0,0,0,5375,0
9475,0,0,0,0,0,0,0,0,9475,0
4965,0,0,0,0,0,0,0,0,4965,0
8730,0,0,0,0,0,0,0,0,8730,0
7354,0,0,0,0,0,0,0,0,7354,0
5150,0,0,0,0,0,0,0,0,5150,0
5666,0,0,0,0,0,0,0,0,5666,0
4842,0,0,0,0,0,0,0,0,4842,0
7872,0,0,0,0,0,0,0,0,7872,0
6915,0,0,0,0,0,0,0,0,6915,0
4936,0,0,0,0,0,0,0,0,4936,0
6142,0,0,0,0,0,0,0,0,6142,0
6897,0,0,0,0,0,0,0,0,6897,0
7490,0,0,0,0,0,0,0,0,7490,0
3916,0,0,0,0,0,0,0,0,3916,0
4795,0,0,0,0,0,0,0,0,4795,0
4847,0,0,0,0,0,0,0,0,4847,0
6651,0,0,0,0,0,0,0,0,6651,0
3355,0,0,0,0,0,0,0,0,3355,0
8063,0,0,0,0,0,0,0,0,8063,0
5691,0,0,0,0,0,0,0,0,5691,0
5708,0,0,0,0,0,0,0,0,5708,0
8596,0,0,0,0,0,0,0,0,8596,0
3646,0,0,0,0,0,0,0,0,3646,0
8820,0,0,0,0,0,0,0,0,8820,0
5297,0,0,0,0,0,0,0,0,5297,0
2176,0,0,0,0,0,0,0,0,2176,0
6670,0,0,0,0,0,0,0,0,6670,0
7829,0,0,0,0,0,0,0,0,7829,0
7231,0,0,0,0,0,0,0,0,7231,0
5672,0,0,0,0,0,0,0,0,5672,0
5971,0,0,0,0,0,0,0,0,5971,0
2336,0,0,0,0,0,0,0,0,2336,0
8901,0,0,0,0,0,0,0,0,8901,0
8884,0,0,0,0,0,0,0,0,8884,0
6582,0,0,0,0,0,0,0,0,6582,0
7833,0,0,0,0,0,0,0,0,7833,0
6942,0,0,0,0,0,0,0,0,6942,0
6752,0,0,0,0,0,0,0,0,6752,0
3594,0,0,0,0,0,0,0,0,3594,0
2251,0,0,0,0,0,0,0,0,2251,0
7852,0,0,0,0,0,0,0,0,7852,0
8956,0,0,0,0,0,0,0,0,8956,0
5993,0,0,0,0,0,0,0,0,5993,0
6040,0,0,0,0,0,0,0,0,6040,0
8041,0,0,0,0,0,0,0,0,8041,0
8544,0,0,0,0,0,0,0,0,8544,0
6944,0,0,0,0,0,0,0,0,6944,0
5762,0,0,0,0,0,0,0,0,5762,0
4803,0,0,0,0,0,0,0,0,4803,0
7921,0,0,0,0,0,0,0,0,7921,0
1365,0,0,0,0,0,0,0,0,1365,0
6243,0,0,0,0,0,0,0,0,6243,0
6092,0,0,0,0,0,0,0,0,6092,0
4962,0,0,0,0,0,0,0,0,4962,0
5610,0,0,0,0,0,0,0,0,5610,0
7488,0,0,0,0,0,0,0,0,7488,0
5368,0,0,0,0,0,0,0,0,5368,0
5358,0,0,0,0,0,0,0,0,5358,0
7386,0,0,0,0,0,0,0,0,7386,0
7835,0,0,0,0,0,0,0,0,7835,0
5048,0,0,0,0,0,0,0,0,5048,0
2344,0,0,0,0,0,0,0,0,2344,0
5955,0,0,0,0,0,0,0,0,5955,0
7486,0,0,0,0,0,0,0,0,7486,0
7592,0,0,0,0,0,0,0,0,7592,0
7549,0,0,0,0,0,0,0,0,7549,0
5418,0,0,0,0,0,0,0,0,5418,0
0,0,0,0,0,0,0,0,0,0,0
3660,0,0,0,0,0,0,0,0,3660,0
4577,0,0,0,0,0,0,0,0,4577,0
3166,0,0,0,0,0,0,0,0,3166,0
7066,0,0,0,0,0,0,0,0,7066,0
8459,0,0,0,0,0,0,0,0,8459,0
4960,0,0,0,0,0,0,0,0,4960,0
6744,0,0,0,0,0,0,0,0,6744,0
4784,0,0,0,0,0,0,0,0,4784,0
1025,0,0,0,0,0,0,0,0,1025,0
6902,0,0,0,0,0,0,0,0,6902,0
9139,0,0,0,0,0,0,0,0,9139,0
7167,0,0,0,0,0,0,0,0,7167,0
5464,0,0,0,0,0,0,0,0,5464,0
6410,0,0,0,0,0,0,0,0,6410,0
5441,0,0,0,0,0,0,0,0,5441,0
7121,0,0,0,0,0,0,0,0,7121,0
6403,0,0,0,0,0,0,0,0,6403,0
5034,0,0,0,0,0,0,0,0,5034,0
5511,0,0,0,0,0,0,0,0,5511,0
7163,0,0,0,0,0,0,0,0,7163,0
5358,0,0,0,0,0,0,0,0,5358,0
5097,0,0,0,0,0,0,0,0,5097,0
8639,0,0,0,0,0,0,0,0,8639,0
5578,0,0,0,0,0,0,0,0,5578,0
11015,0,0,0,0,0,0,0,0,11015,0
78,0,0,0,0,0,0,0,0,78,0
9410,0,0,0,0,0,0,0,0,9410,0
6985,0,0,0,0,0,0,0,0,6985,0
1199,0,0,0,0,0,0,0,0,1199,0
4216,0,0,0,0,0,0,0,0,4216,0
48,0,0,0,0,0,0,0,0,48,0
7401,0,0,0,0,0,0,0,0,7401,0
6991,0,0,0,0,0,0,0,0,6991,0
6615,0,0,0,0,0,0,0,0,6615,0
7101,0,0,0,0,0,0,0,0,7101,0
6340,0,0,0,0,0,0,0,0,6340,0
8604,0,0,0,0,0,0,0,0,8604,0
8262,0,0,0,0,0,0,0,0,8262,0
10461,0,0,0,0,0,0,0,0,10461,0
6949,0,0,0,0,0,0,0,0,6949,0
4223,0,0,0,0,0,0,0,0,4223,0
5538,0,0,0,0,0,0,0,0,5538,0
1491,0,0,0,0,0,0,0,0,1491,0
4257,0,0,0,0,0,0,0,0,4257,0
6574,0,0,0,0,0,0,0,0,6574,0
7625,0,0,0,0,0,0,0,0,7625,0
6018,0,0,0,0,0,0,0,0,6018,0
7368,0,0,0,0,0,0,0,0,7368,0
6461,0,0,0,0,0,0,0,0,6461,0
5828,0,0,0,0,0,0,0,0,5828,0
5756,0,0,0,0,0,0,0,0,5756,0
5620,0,0,0,0,0,0,0,0,5620,0
4990,0,0,0,0,0,0,0,0,4990,0
5035,0,0,0,0,0,0,0,0,5035,0
8657,0,0,0,0,0,0,0,0,8657,0
1232,0,0,0,0,0,0,0,0,1232,0
5742,0,0,0,0,0,0,0,0,5742,0
2194,0,0,0,0,0,0,0,0,2194,0
7711,0,0,0,0,0,0,0,0,7711,0
4968,0,0,0,0,0,0,0,0,4968,0
8462,0,0,0,0,0,0,0,0,8462,0
6259,0,0,0,0,0,0,0,0,6259,0
5102,0,0,0,0,0,0,0,0,5102,0
6199,0,0,0,0,0,0,0,0,6199,0
4148,0,0,0,0,0,0,0,0,4148,0
5705,0,0,0,0,0,0,0,0,5705,0
967,0,0,0,0,0,0,0,0,967,0
9045,0,0,0,0,0,0,0,0,9045,0
4526,0,0,0,0,0,0,0,0,4526,0
7592,0,0,0,0,0,0,0,0,7592,0
4510,0,0,0,0,0,0,0,0,4510,0
4104,0,0,0,0,0,0,0,0,4104,0
6498,0,0,0,0,0,0,0,0,6498,0
5612,0,0,0,0,0,0,0,0,5612,0
2546,0,0,0,0,0,0,0,0,2546,0
8008,0,0,0,0,0,0,0,0,8008,0
1990,0,0,0,0,0,0,0,0,1990,0
7761,0,0,0,0,0,0,0,0,7761,0
6429,0,0,0,0,0,0,0,0,6429,0
9513,0,0,0,0,0,0,0,0,9513,0
4725,0,0,0,0,0,0,0,0,4725,0
7341,0,0,0,0,0,0,0,0,7341,0
3863,0,0,0,0,0,0,0,0,3863,0
5396,0,0,0,0,0,0,0,0,5396,0
8211,0,0,0,0,0,0,0,0,8211,0
5595,0,0,0,0,0,0,0,0,5595,0
7173,0,0,0,0,0,0,0,0,7173,0
6555,0,0,0,0,0,0,0,0,6555,0
5761,0,0,0,0,0,0,0,0,5761,0
