total_production_1,total_production_2,total_production_3,total_production_4,total_production_5,total_production_6,total_production_7,total_production_8,total_production_9,total,index
8991,12896,0,0,0,0,0,0,0,21887,0
8031,7632,0,0,0,0,0,0,0,15663,0
10558,7156,0,0,0,0,0,0,0,17714,0
13240,7596,0,0,0,0,0,0,0,20836,0
12249,6846,0,0,0,0,0,0,0,19095,0
18184,0,0,0,0,0,0,0,0,18184,0
8387,5841,0,0,0,0,0,0,0,14228,0
8730,5687,0,0,0,0,0,0,0,14417,0
14731,0,0,0,0,0,0,0,0,14731,0
9079,7433,0,0,0,0,0,0,0,16512,0
8214,6893,0,0,0,0,0,0,0,15107,0
9171,9252,0,0,0,0,0,0,0,18423,0
8845,7901,0,0,0,0,0,0,0,16746,0
7433,7260,0,0,0,0,0,0,0,14693,0
7013,9086,0,0,0,0,0,0,0,16099,0
11308,2360,0,0,0,0,0,0,0,13668,0
8767,5813,0,0,0,0,0,0,0,14580,0
7789,8364,9634,0,0,0,0,0,0,25787,0
10330,6933,0,0,0,0,0,0,0,17263,0
10901,5565,0,0,0,0,0,0,0,16466,0
14789,2114,0,0,0,0,0,0,0,16903,0
7916,9954,0,0,0,0,0,0,0,17870,0
11327,6097,0,0,0,0,0,0,0,17424,0
8942,10016,0,0,0,0,0,0,0,18958,0
6796,8609,0,0,0,0,0,0,0,15405,0
11176,0,0,0,0,0,0,0,0,11176,0
7836,7809,7688,0,0,0,0,0,0,23333,0
9274,12461,0,0,0,0,0,0,0,21735,0
8823,10053,0,0,0,0,0,0,0,18876,0
7593,8972,0,0,0,0,0,0,0,16565,0
8025,10359,0,0,0,0,0,0,0,18384,0
11195,7338,0,0,0,0,0,0,0,18533,0
12465,9993,10204,6667,0,0,0,0,0,39329,0
6636,9449,0,0,0,0,0,0,0,16085,0
9702,6216,0,0,0,0,0,0,0,15918,0
11648,6184,0,0,0,0,0,0,0,17832,0
9455,4963,0,0,0,0,0,0,0,14418,0
13159,7282,0,0,0,0,0,0,0,20441,0
27024,18756,0,0,0,0,0,0,0,45780,0
14985,5997,0,0,0,0,0,0,0,20982,0
9586,12429,12774,6983,0,0,0,0,0,41772,0
8600,16038,15661,0,0,0,0,0,0,40299,0
8226,14270,9662,4160,0,0,0,0,0,36318,0
12272,7572,0,0,0,0,0,0,0,19844,0
10198,11113,11788,6967,0,0,0,0,0,40066,0
10009,9713,0,0,0,0,0,0,0,19722,0
10742,9516,9187,6090,0,0,0,0,0,35535,0
9964,7976,0,0,0,0,0,0,0,17940,0
9775,5292,0,0,0,0,0,0,0,15067,0
10892,12127,16525,0,0,0,0,0,0,39544,0
7923,10695,9492,9888,0,0,0,0,0,37998,0
10942,10274,0,0,0,0,0,0,0,21216,0
7741,10408,0,0,0,0,0,0,0,18149,0
8778,10218,0,0,0,0,0,0,0,18996,0
8096,10393,0,0,0,0,0,0,0,18489,0
9947,11133,16636,6252,0,0,0,0,0,43968,0
8173,8887,8255,9146,0,0,0,0,0,34461,0
10420,1612,0,0,0,0,0,0,0,12032,0
8654,11481,8235,5978,0,0,0,0,0,34348,0
10681,10710,8789,6746,0,0,0,0,0,36926,0
9089,11776,6714,5447,0,0,0,0,0,33026,0
9229,10399,0,0,0,0,0,0,0,19628,0
9483,9241,10422,7671,0,0,0,0,0,36817,0
10621,12914,14845,0,0,0,0,0,0,38380,0
10386,11178,9579,10079,0,0,0,0,0,41222,0
10208,9907,10841,7930,0,0,0,0,0,38886,0
8392,10547,11369,4221,0,0,0,0,0,34529,0
8873,9568,9116,6309,0,0,0,0,0,33866,0
8883,11827,11295,8317,0,0,0,0,0,40322,0
12403,11005,0,0,0,0,0,0,0,23408,0
9995,12618,10966,8877,0,0,0,0,0,42456,0
9579,13779,12611,0,0,0,0,0,0,35969,0
9250,13365,9642,4543,0,0,0,0,0,36800,0
9349,9716,11902,8817,0,0,0,0,0,39784,0
8093,10621,10438,8346,0,0,0,0,0,37498,0
9759,10999,10360,9228,0,0,0,0,0,40346,0
8694,11974,0,0,0,0,0,0,0,20668,0
11094,12079,12427,8632,0,0,0,0,0,44232,0
10492,15641,15628,0,0,0,0,0,0,41761,0
12609,0,0,0,0,0,0,0,0,12609,0
13460,12512,10897,0,0,0,0,0,0,36869,0
7184,5311,0,0,0,0,0,0,0,12495,0
9128,4579,0,0,0,0,0,0,0,13707,0
9436,10061,9413,9430,0,0,0,0,0,38340,0
8949,7274,0,0,0,0,0,0,0,16223,0
7355,9568,7121,6419,0,0,0,0,0,30463,0
9320,10013,0,0,0,0,0,0,0,19333,0
10529,7382,0,0,0,0,0,0,0,17911,0
8845,10444,8217,6526,0,0,0,0,0,34032,0
12328,5394,0,0,0,0,0,0,0,17722,0
7862,7456,0,0,0,0,0,0,0,15318,0
9424,6515,0,0,0,0,0,0,0,15939,0
7988,7059,0,0,0,0,0,0,0,15047,0
9590,3716,0,0,0,0,0,0,0,13306,0
8560,8457,0,0,0,0,0,0,0,17017,0
10128,13138,12265,5009,0,0,0,0,0,40540,0
9348,9350,0,0,0,0,0,0,0,18698,0
18685,9428,5624,0,0,0,0,0,0,33737,0
13129,10820,12174,0,0,0,0,0,0,36123,0
7809,10222,0,0,0,0,0,0,0,18031,0
8466,6958,0,0,0,0,0,0,0,15424,0
13781,0,0,0,0,0,0,0,0,13781,0
7995,10222,6852,0,0,0,0,0,0,25069,0
9775,11750,10881,5464,0,0,0,0,0,37870,0
10653,12348,10638,0,0,0,0,0,0,33639,0
11329,8410,0,0,0,0,0,0,0,19739,0
11964,5493,0,0,0,0,0,0,0,17457,0
14636,16840,3178,0,0,0,0,0,0,34654,0
9356,5599,0,0,0,0,0,0,0,14955,0
6414,10713,0,0,0,0,0,0,0,17127,0
8437,15111,12080,0,0,0,0,0,0,35628,0
10537,9558,8053,0,0,0,0,0,0,28148,0
8478,10495,11460,0,0,0,0,0,0,30433,0
6528,8900,0,0,0,0,0,0,0,15428,0
12285,4878,0,0,0,0,0,0,0,17163,0
8712,11218,0,0,0,0,0,0,0,19930,0
10563,5635,0,0,0,0,0,0,0,16198,0
7049,8433,8737,6734,0,0,0,0,0,30953,0
7569,7846,0,0,0,0,0,0,0,15415,0
7184,6481,0,0,0,0,0,0,0,13665,0
7419,3443,0,0,0,0,0,0,0,10862,0
7201,7764,0,0,0,0,0,0,0,14965,0
7156,10607,0,0,0,0,0,0,0,17763,0
10438,10098,5173,0,0,0,0,0,0,25709,0
11605,9310,14208,0,0,0,0,0,0,35123,0
12937,10431,4531,0,0,0,0,0,0,27899,0
9026,11140,0,0,0,0,0,0,0,20166,0
10075,9408,10073,1012,0,0,0,0,0,30568,0
10165,14000,9103,0,0,0,0,0,0,33268,0
13327,12993,9321,0,0,0,0,0,0,35641,0
10323,15585,12262,0,0,0,0,0,0,38170,0
9229,14607,9646,0,0,0,0,0,0,33482,0
19083,14084,0,0,0,0,0,0,0,33167,0
7526,7109,0,0,0,0,0,0,0,14635,0
13884,14898,5610,0,0,0,0,0,0,34392,0
7619,11111,0,0,0,0,0,0,0,18730,0
16221,0,0,0,0,0,0,0,0,16221,0
14286,14273,2022,0,0,0,0,0,0,30581,0
17458,11452,2213,0,0,0,0,0,0,31123,0
8408,8367,10016,3000,0,0,0,0,0,29791,0
8619,8122,10407,0,0,0,0,0,0,27148,0
8128,4369,0,0,0,0,0,0,0,12497,0
10379,8220,0,0,0,0,0,0,0,18599,0
12309,12271,8610,0,0,0,0,0,0,33190,0
10316,13087,11670,0,0,0,0,0,0,35073,0
8613,10405,0,0,0,0,0,0,0,19018,0
14863,10878,12030,0,0,0,0,0,0,37771,0
13186,11925,1586,0,0,0,0,0,0,26697,0
9549,12461,8253,0,0,0,0,0,0,30263,0
9142,12563,9940,0,0,0,0,0,0,31645,0
10830,7680,0,0,0,0,0,0,0,18510,0
16273,15615,0,0,0,0,0,0,0,31888,0
14260,14176,4932,0,0,0,0,0,0,33368,0
15109,10222,7952,0,0,0,0,0,0,33283,0
9194,13202,10580,0,0,0,0,0,0,32976,0
8856,13153,11850,0,0,0,0,0,0,33859,0
11219,12784,4533,0,0,0,0,0,0,28536,0
10217,10201,0,0,0,0,0,0,0,20418,0
11393,12973,0,0,0,0,0,0,0,24366,0
7921,21,0,0,0,0,0,0,0,7942,0
15016,12448,0,0,0,0,0,0,0,27464,0
8156,8766,0,0,0,0,0,0,0,16922,0
12875,10523,9724,0,0,0,0,0,0,33122,0
12116,10864,5360,0,0,0,0,0,0,28340,0
14750,11096,6458,0,0,0,0,0,0,32304,0
13398,5925,0,0,0,0,0,0,0,19323,0
11331,14408,5325,0,0,0,0,0,0,31064,0
14026,11277,4749,0,0,0,0,0,0,30052,0
11361,7532,0,0,0,0,0,0,0,18893,0
12701,8707,9875,0,0,0,0,0,0,31283,0
15994,10810,7751,0,0,0,0,0,0,34555,0
11624,9948,10050,0,0,0,0,0,0,31622,0
9487,12215,10814,0,0,0,0,0,0,32516,0
15868,11047,0,0,0,0,0,0,0,26915,0
6764,5955,0,0,0,0,0,0,0,12719,0
8309,11602,0,0,0,0,0,0,0,19911,0
9446,7118,0,0,0,0,0,0,0,16564,0
11361,12375,11350,0,0,0,0,0,0,35086,0
12336,8961,6076,0,0,0,0,0,0,27373,0
7762,7849,0,0,0,0,0,0,0,15611,0
7510,10271,9452,0,0,0,0,0,0,27233,0
11839,5406,0,0,0,0,0,0,0,17245,0
10172,7699,0,0,0,0,0,0,0,17871,0
13345,9018,6278,0,0,0,0,0,0,28641,0
8845,9926,9909,0,0,0,0,0,0,28680,0
9490,8323,0,0,0,0,0,0,0,17813,0
8569,10117,8021,0,0,0,0,0,0,26707,0
11506,7839,0,0,0,0,0,0,0,19345,0
10644,11292,12701,0,0,0,0,0,0,34637,0
16230,9226,4411,0,0,0,0,0,0,29867,0
11879,12386,11274,0,0,0,0,0,0,35539,0
10241,9538,13084,0,0,0,0,0,0,32863,0
9365,10067,7270,0,0,0,0,0,0,26702,0
13884,11291,8210,0,0,0,0,0,0,33385,0
7816,10509,0,0,0,0,0,0,0,18325,0
7645,7521,0,0,0,0,0,0,0,15166,0
5925,9462,0,0,0,0,0,0,0,15387,0
10750,14852,6462,0,0,0,0,0,0,32064,0
9387,15181,9593,0,0,0,0,0,0,34161,0
10481,11573,7574,0,0,0,0,0,0,29628,0
11872,19532,779,0,0,0,0,0,0,32183,0
11944,8482,0,0,0,0,0,0,0,20426,0
9335,9937,10717,0,0,0,0,0,0,29989,0
14157,13605,0,0,0,0,0,0,0,27762,0
8892,10622,11156,0,0,0,0,0,0,30670,0
18492,14421,0,0,0,0,0,0,0,32913,0
11054,1441,0,0,0,0,0,0,0,12495,0
8564,11310,8796,0,0,0,0,0,0,28670,0
12270,9169,11169,0,0,0,0,0,0,32608,0
9643,11242,9581,0,0,0,0,0,0,30466,0
15263,7913,3460,0,0,0,0,0,0,26636,0
9869,11383,7120,0,0,0,0,0,0,28372,0
8115,7559,0,0,0,0,0,0,0,15674,0
11353,8432,9433,0,0,0,0,0,0,29218,0
10203,11136,7990,0,0,0,0,0,0,29329,0
8792,10988,8981,0,0,0,0,0,0,28761,0
12721,10024,7721,0,0,0,0,0,0,30466,0
9476,8984,0,0,0,0,0,0,0,18460,0
13433,9288,1726,0,0,0,0,0,0,24447,0
10136,10119,3758,0,0,0,0,0,0,24013,0
15154,12993,0,0,0,0,0,0,0,28147,0
8983,10908,6385,0,0,0,0,0,0,26276,0
9971,11263,6614,0,0,0,0,0,0,27848,0
9947,10301,9128,0,0,0,0,0,0,29376,0
12248,9439,7124,0,0,0,0,0,0,28811,0
5623,5696,0,0,0,0,0,0,0,11319,0
8344,10020,5741,0,0,0,0,0,0,24105,0
11208,10547,8193,0,0,0,0,0,0,29948,0
8186,10528,7078,0,0,0,0,0,0,25792,0
11009,10541,7619,0,0,0,0,0,0,29169,0
9932,0,0,0,0,0,0,0,0,9932,0
7727,8860,0,0,0,0,0,0,0,16587,0
9668,8903,8599,0,0,0,0,0,0,27170,0
12142,13356,6548,0,0,0,0,0,0,32046,0
9677,9071,10545,0,0,0,0,0,0,29293,0
9316,7394,0,0,0,0,0,0,0,16710,0
7335,6471,0,0,0,0,0,0,0,13806,0
12719,12244,7744,0,0,0,0,0,0,32707,0
9063,10245,10260,0,0,0,0,0,0,29568,0
7118,9923,0,0,0,0,0,0,0,17041,0
9363,12948,5653,0,0,0,0,0,0,27964,0
13921,10880,5514,0,0,0,0,0,0,30315,0
11095,13600,3228,0,0,0,0,0,0,27923,0
10896,10465,8189,0,0,0,0,0,0,29550,0
9368,7213,0,0,0,0,0,0,0,16581,0
9211,9929,9880,0,0,0,0,0,0,29020,0
8458,15965,2255,0,0,0,0,0,0,26678,0
6853,0,0,0,0,0,0,0,0,6853,0
16281,10635,0,0,0,0,0,0,0,26916,0
8969,8171,7392,0,0,0,0,0,0,24532,0
9015,10166,0,0,0,0,0,0,0,19181,0
7491,10073,0,0,0,0,0,0,0,17564,0
12146,11655,7003,0,0,0,0,0,0,30804,0
11107,15680,9772,0,0,0,0,0,0,36559,0
13361,6850,4450,0,0,0,0,0,0,24661,0
14001,11263,3452,0,0,0,0,0,0,28716,0
10030,7541,0,0,0,0,0,0,0,17571,0
10092,11899,6475,0,0,0,0,0,0,28466,0
11771,11476,11229,0,0,0,0,0,0,34476,0
14552,11588,5024,0,0,0,0,0,0,31164,0
21463,7036,0,0,0,0,0,0,0,28499,0
10374,11247,6534,0,0,0,0,0,0,28155,0
7230,10299,0,0,0,0,0,0,0,17529,0
9482,9470,7505,0,0,0,0,0,0,26457,0
11288,10961,7072,0,0,0,0,0,0,29321,0
10166,7331,9542,0,0,0,0,0,0,27039,0
9203,5870,0,0,0,0,0,0,0,15073,0
13553,13483,3598,0,0,0,0,0,0,30634,0
9679,10087,10276,0,0,0,0,0,0,30042,0
10384,10367,8557,0,0,0,0,0,0,29308,0
8776,8550,10276,0,0,0,0,0,0,27602,0
16325,15655,0,0,0,0,0,0,0,31980,0
16979,11565,2230,0,0,0,0,0,0,30774,0
10209,11620,7112,0,0,0,0,0,0,28941,0
19049,15926,0,0,0,0,0,0,0,34975,0
10583,12946,7808,0,0,0,0,0,0,31337,0
10070,8878,10579,0,0,0,0,0,0,29527,0
8825,7909,0,0,0,0,0,0,0,16734,0
8521,11268,0,0,0,0,0,0,0,19789,0
13561,8970,2371,0,0,0,0,0,0,24902,0
9497,8657,10987,0,0,0,0,0,0,29141,0
11241,11740,13462,0,0,0,0,0,0,36443,0
10249,9060,11300,0,0,0,0,0,0,30609,0
8777,9489,8773,0,0,0,0,0,0,27039,0
9942,11047,12178,0,0,0,0,0,0,33167,0
10448,13389,2840,0,0,0,0,0,0,26677,0
10045,10953,12185,0,0,0,0,0,0,33183,0
9272,8948,9595,0,0,0,0,0,0,27815,0
12434,10274,7171,0,0,0,0,0,0,29879,0
9598,13560,7193,0,0,0,0,0,0,30351,0
10030,10116,7499,0,0,0,0,0,0,27645,0
8247,9824,6511,0,0,0,0,0,0,24582,0
13371,5892,5851,0,0,0,0,0,0,25114,0
9706,10943,8013,0,0,0,0,0,0,28662,0
11123,1255,0,0,0,0,0,0,0,12378,0
9609,10885,8296,0,0,0,0,0,0,28790,0
8935,8470,3464,0,0,0,0,0,0,20869,0
8558,14010,2116,0,0,0,0,0,0,24684,0
12860,8546,8900,0,0,0,0,0,0,30306,0
14112,11814,4251,0,0,0,0,0,0,30177,0
9210,9897,6295,0,0,0,0,0,0,25402,0
7962,8244,8491,0,0,0,0,0,0,24697,0
8306,8899,5444,0,0,0,0,0,0,22649,0
18840,13557,0,0,0,0,0,0,0,32397,0
9494,10564,9922,0,0,0,0,0,0,29980,0
9076,9110,9009,0,0,0,0,0,0,27195,0
16431,9438,0,0,0,0,0,0,0,25869,0
11809,7679,4391,0,0,0,0,0,0,23879,0
9648,10080,4602,0,0,0,0,0,0,24330,0
8857,9246,0,0,0,0,0,0,0,18103,0
8791,10590,11485,0,0,0,0,0,0,30866,0
9615,15805,1118,0,0,0,0,0,0,26538,0
9810,9406,9791,0,0,0,0,0,0,29007,0
9448,11274,7421,0,0,0,0,0,0,28143,0
10096,8405,6598,0,0,0,0,0,0,25099,0
13056,11297,9039,0,0,0,0,0,0,33392,0
11694,11201,8618,0,0,0,0,0,0,31513,0
8645,10564,12459,0,0,0,0,0,0,31668,0
10068,11633,7740,0,0,0,0,0,0,29441,0
9431,10311,9073,0,0,0,0,0,0,28815,0
9047,9284,11335,0,0,0,0,0,0,29666,0
8209,8562,9926,0,0,0,0,0,0,26697,0
7032,7849,0,0,0,0,0,0,0,14881,0
12097,16276,0,0,0,0,0,0,0,28373,0
9502,11305,7526,0,0,0,0,0,0,28333,0
10354,11965,4918,0,0,0,0,0,0,27237,0
7931,7669,9010,0,0,0,0,0,0,24610,0
9777,11988,10198,0,0,0,0,0,0,31963,0
8515,9461,8846,0,0,0,0,0,0,26822,0
10045,10482,6546,0,0,0,0,0,0,27073,0
12579,13673,778,0,0,0,0,0,0,27030,0
7955,5360,0,0,0,0,0,0,0,13315,0
10885,12750,8183,0,0,0,0,0,0,31818,0
13811,10802,8477,0,0,0,0,0,0,33090,0
9974,9693,7753,0,0,0,0,0,0,27420,0
10101,9254,10075,0,0,0,0,0,0,29430,0
16151,9969,0,0,0,0,0,0,0,26120,0
8696,9344,10418,0,0,0,0,0,0,28458,0
8892,9373,8995,0,0,0,0,0,0,27260,0
6685,8336,0,0,0,0,0,0,0,15021,0
18878,8711,0,0,0,0,0,0,0,27589,0
15793,15912,0,0,0,0,0,0,0,31705,0
14495,14523,0,0,0,0,0,0,0,29018,0
10144,10220,10954,0,0,0,0,0,0,31318,0
7519,7997,4908,0,0,0,0,0,0,20424,0
11167,0,0,0,0,0,0,0,0,11167,0
13861,0,0,0,0,0,0,0,0,13861,0
8623,9593,9726,0,0,0,0,0,0,27942,0
5998,6447,0,0,0,0,0,0,0,12445,0
10365,11591,6847,0,0,0,0,0,0,28803,0
12733,11348,8847,0,0,0,0,0,0,32928,0
17569,11903,0,0,0,0,0,0,0,29472,0
14379,11662,0,0,0,0,0,0,0,26041,0
11181,11283,9535,0,0,0,0,0,0,31999,0
5331,6969,0,0,0,0,0,0,0,12300,0
11329,11482,7830,0,0,0,0,0,0,30641,0
14055,12160,0,0,0,0,0,0,0,26215,0
6098,5801,0,0,0,0,0,0,0,11899,0
11074,13349,6240,0,0,0,0,0,0,30663,0
16672,4859,0,0,0,0,0,0,0,21531,0
12888,10050,5812,0,0,0,0,0,0,28750,0
10916,11757,0,0,0,0,0,0,0,22673,0
19307,6241,0,0,0,0,0,0,0,25548,0
8217,6751,0,0,0,0,0,0,0,14968,0
8522,9818,5586,0,0,0,0,0,0,23926,0
9152,8939,2138,0,0,0,0,0,0,20229,0
9855,14877,0,0,0,0,0,0,0,24732,0
11803,10438,2547,0,0,0,0,0,0,24788,0
8499,12703,0,0,0,0,0,0,0,21202,0
8327,10061,5067,0,0,0,0,0,0,23455,0
12482,12496,0,0,0,0,0,0,0,24978,0
15209,10582,0,0,0,0,0,0,0,25791,0
7853,9612,6698,0,0,0,0,0,0,24163,0
12561,8930,0,0,0,0,0,0,0,21491,0
12228,10111,0,0,0,0,0,0,0,22339,0
8285,10815,1384,0,0,0,0,0,0,20484,0
7876,7917,5787,0,0,0,0,0,0,21580,0
12782,9246,0,0,0,0,0,0,0,22028,0
12909,12744,0,0,0,0,0,0,0,25653,0
8320,14861,0,0,0,0,0,0,0,23181,0
11885,13306,0,0,0,0,0,0,0,25191,0
12175,13598,0,0,0,0,0,0,0,25773,0
7014,8871,8164,0,0,0,0,0,0,24049,0
7632,10980,7288,0,0,0,0,0,0,25900,0
9664,9236,5768,0,0,0,0,0,0,24668,0
11810,10781,0,0,0,0,0,0,0,22591,0
7590,7027,0,0,0,0,0,0,0,14617,0
10975,11506,7470,0,0,0,0,0,0,29951,0
7513,7806,6928,0,0,0,0,0,0,22247,0
9277,7396,0,0,0,0,0,0,0,16673,0
9097,4958,0,0,0,0,0,0,0,14055,0
9049,13890,0,0,0,0,0,0,0,22939,0
7728,10344,8126,0,0,0,0,0,0,26198,0
8653,14334,4033,0,0,0,0,0,0,27020,0
9339,5623,0,0,0,0,0,0,0,14962,0
9625,8899,3904,0,0,0,0,0,0,22428,0
7136,7081,0,0,0,0,0,0,0,14217,0
16664,12965,0,0,0,0,0,0,0,29629,0
13188,12247,0,0,0,0,0,0,0,25435,0
8125,7971,0,0,0,0,0,0,0,16096,0
10587,10768,4022,0,0,0,0,0,0,25377,0
9363,9648,7555,0,0,0,0,0,0,26566,0
14428,11534,0,0,0,0,0,0,0,25962,0
8794,9881,7111,0,0,0,0,0,0,25786,0
11859,12566,1178,0,0,0,0,0,0,25603,0
9094,10811,7854,0,0,0,0,0,0,27759,0
8353,9430,7049,0,0,0,0,0,0,24832,0
12963,0,0,0,0,0,0,0,0,12963,0
7888,8728,5338,0,0,0,0,0,0,21954,0
8498,8876,6553,0,0,0,0,0,0,23927,0
13802,5206,0,0,0,0,0,0,0,19008,0
10078,10747,6046,0,0,0,0,0,0,26871,0
9168,8179,0,0,0,0,0,0,0,17347,0
11072,13397,0,0,0,0,0,0,0,24469,0
7230,7129,0,0,0,0,0,0,0,14359,0
11822,10670,0,0,0,0,0,0,0,22492,0
8061,8732,5032,0,0,0,0,0,0,21825,0
12105,15413,0,0,0,0,0,0,0,27518,0
17588,8475,0,0,0,0,0,0,0,26063,0
11855,13358,0,0,0,0,0,0,0,25213,0
8590,8446,7760,0,0,0,0,0,0,24796,0
12024,11349,0,0,0,0,0,0,0,23373,0
8135,14908,0,0,0,0,0,0,0,23043,0
8232,10670,1328,0,0,0,0,0,0,20230,0
9039,10234,4596,0,0,0,0,0,0,23869,0
8697,7834,0,0,0,0,0,0,0,16531,0
11298,2338,0,0,0,0,0,0,0,13636,0
12498,11996,1049,0,0,0,0,0,0,25543,0
12519,10126,0,0,0,0,0,0,0,22645,0
14427,12942,0,0,0,0,0,0,0,27369,0
18480,9197,0,0,0,0,0,0,0,27677,0
10902,13997,0,0,0,0,0,0,0,24899,0
9661,10148,7283,0,0,0,0,0,0,27092,0
8809,11010,0,0,0,0,0,0,0,19819,0
9841,11143,2218,0,0,0,0,0,0,23202,0
10619,10219,1190,0,0,0,0,0,0,22028,0
8094,6598,0,0,0,0,0,0,0,14692,0
10835,13024,0,0,0,0,0,0,0,23859,0
7812,15673,0,0,0,0,0,0,0,23485,0
11588,11922,0,0,0,0,0,0,0,23510,0
11281,11739,0,0,0,0,0,0,0,23020,0
10141,11555,4577,0,0,0,0,0,0,26273,0
10774,9394,0,0,0,0,0,0,0,20168,0
11173,9690,0,0,0,0,0,0,0,20863,0
10212,9818,5215,0,0,0,0,0,0,25245,0
12558,12876,0,0,0,0,0,0,0,25434,0
13828,6672,0,0,0,0,0,0,0,20500,0
7009,7287,0,0,0,0,0,0,0,14296,0
10070,9347,5798,0,0,0,0,0,0,25215,0
11895,10839,0,0,0,0,0,0,0,22734,0
8993,10087,4071,0,0,0,0,0,0,23151,0
15834,6776,0,0,0,0,0,0,0,22610,0
8749,9525,0,0,0,0,0,0,0,18274,0
11891,10720,0,0,0,0,0,0,0,22611,0
8646,10580,0,0,0,0,0,0,0,19226,0
12163,0,0,0,0,0,0,0,0,12163,0
8409,7111,0,0,0,0,0,0,0,15520,0
8990,8098,2389,0,0,0,0,0,0,19477,0
9058,12406,0,0,0,0,0,0,0,21464,0
9038,15010,0,0,0,0,0,0,0,24048,0
8690,9325,2407,0,0,0,0,0,0,20422,0
9828,7397,0,0,0,0,0,0,0,17225,0
11584,12074,0,0,0,0,0,0,0,23658,0
15227,10956,0,0,0,0,0,0,0,26183,0
9889,2395,0,0,0,0,0,0,0,12284,0
13675,9719,0,0,0,0,0,0,0,23394,0
11887,7672,0,0,0,0,0,0,0,19559,0
12839,11087,0,0,0,0,0,0,0,23926,0
11386,11868,0,0,0,0,0,0,0,23254,0
7974,7300,0,0,0,0,0,0,0,15274,0
0,15200,12979,0,0,0,0,0,0,28179,0
7003,6463,0,0,0,0,0,0,0,13466,0
6981,8387,0,0,0,0,0,0,0,15368,0
2000,15199,7880,0,0,0,0,0,0,25079,0
8293,6624,0,0,0,0,0,0,0,14917,0
6168,6020,0,0,0,0,0,0,0,12188,0
9013,11019,0,0,0,0,0,0,0,20032,0
13187,5174,0,0,0,0,0,0,0,18361,0
6515,9711,0,0,0,0,0,0,0,16226,0
10238,11406,0,0,0,0,0,0,0,21644,0
6784,9198,0,0,0,0,0,0,0,15982,0
11778,7259,0,0,0,0,0,0,0,19037,0
7127,10460,0,0,0,0,0,0,0,17587,0
9487,10104,0,0,0,0,0,0,0,19591,0
14707,2688,0,0,0,0,0,0,0,17395,0
7361,10483,0,0,0,0,0,0,0,17844,0
8075,10698,0,0,0,0,0,0,0,18773,0
9318,9493,0,0,0,0,0,0,0,18811,0
7291,10466,0,0,0,0,0,0,0,17757,0
11681,11285,0,0,0,0,0,0,0,22966,0
11837,8029,0,0,0,0,0,0,0,19866,0
8673,0,0,0,0,0,0,0,0,8673,0
7522,10323,0,0,0,0,0,0,0,17845,0
12079,9641,0,0,0,0,0,0,0,21720,0
15056,0,0,0,0,0,0,0,0,15056,0
7594,8665,0,0,0,0,0,0,0,16259,0
9083,7027,0,0,0,0,0,0,0,16110,0
9163,7356,0,0,0,0,0,0,0,16519,0
5983,6331,0,0,0,0,0,0,0,12314,0
6457,10096,0,0,0,0,0,0,0,16553,0
8588,9495,0,0,0,0,0,0,0,18083,0
8750,9822,0,0,0,0,0,0,0,18572,0
5631,9525,0,0,0,0,0,0,0,15156,0
11188,1384,0,0,0,0,0,0,0,12572,0
12264,8507,0,0,0,0,0,0,0,20771,0
6891,8933,0,0,0,0,0,0,0,15824,0
11268,5879,0,0,0,0,0,0,0,17147,0
7789,9522,0,0,0,0,0,0,0,17311,0
7005,6045,0,0,0,0,0,0,0,13050,0
10377,9887,0,0,0,0,0,0,0,20264,0
9842,7804,0,0,0,0,0,0,0,17646,0
8135,5747,0,0,0,0,0,0,0,13882,0
9894,10163,0,0,0,0,0,0,0,20057,0
9438,11306,0,0,0,0,0,0,0,20744,0
8978,10738,0,0,0,0,0,0,0,19716,0
11731,8920,0,0,0,0,0,0,0,20651,0
10449,7734,0,0,0,0,0,0,0,18183,0
11010,11426,0,0,0,0,0,0,0,22436,0
14346,5171,0,0,0,0,0,0,0,19517,0
10574,3245,0,0,0,0,0,0,0,13819,0
0,8305,9709,6369,0,0,0,0,0,24383,0
13352,12492,0,0,0,0,0,0,0,25844,0
7073,8316,0,0,0,0,0,0,0,15389,0
9681,9454,0,0,0,0,0,0,0,19135,0
7638,1577,0,0,0,0,0,0,0,9215,0
6535,11224,0,0,0,0,0,0,0,17759,0
9108,11124,0,0,0,0,0,0,0,20232,0
7042,10429,0,0,0,0,0,0,0,17471,0
8265,8406,0,0,0,0,0,0,0,16671,0
6512,5632,0,0,0,0,0,0,0,12144,0
12307,3850,0,0,0,0,0,0,0,16157,0
9882,7047,0,0,0,0,0,0,0,16929,0
8086,10204,0,0,0,0,0,0,0,18290,0
10012,3948,0,0,0,0,0,0,0,13960,0
7669,9827,0,0,0,0,0,0,0,17496,0
7344,9281,0,0,0,0,0,0,0,16625,0
7888,11290,0,0,0,0,0,0,0,19178,0
7955,8261,0,0,0,0,0,0,0,16216,0
7778,4575,0,0,0,0,0,0,0,12353,0
10343,8954,0,0,0,0,0,0,0,19297,0
8855,6564,0,0,0,0,0,0,0,15419,0
8548,11385,0,0,0,0,0,0,0,19933,0
11593,8113,0,0,0,0,0,0,0,19706,0
6972,10076,0,0,0,0,0,0,0,17048,0
8248,10006,0,0,0,0,0,0,0,18254,0
8270,10984,0,0,0,0,0,0,0,19254,0
9302,9920,0,0,0,0,0,0,0,19222,0
