Cow,ID_Cow_Bracelet_Podometer,Patio,Gynecological_Status,Birth_Date,Daily_Production,Average_Daily_Production_Days,Average_Daily_Production_Percentage,Lactation_Number,Milk_Days,Days_After_Heat,Insemination,Days_After_Insemination,Pregnacy_Days,Inseminator_Name,Bull_Name,Number_of_Abortions,Insemination_Date,Production_Peak,Previous_Lactation_Production,Actual_Lactation_Production
11570,6573,10,Pregnacy,12/4/2021,41.8,41.7,0,1,123,45,1,45,45,MIGUEL-JAIME,DECLARATION,0,2/20/2022,0,0,4100
11571,5250,10,Pregnacy,11/13/2021,22.4,46.5,-52,1,144,69,2,69,69,MIGUEL-URIEL,MARADONA,0,1/27/2022,0,0,5875
11572,5541,11,Pregnacy,11/6/2021,27.9,29.3,-5,1,151,75,2,75,75,MIGUEL-JAIME,MARADONA,0,1/21/2022,35.9,0,4173
11574,7404,10,Pregnacy,11/19/2021,36.2,34,7,1,138,75,1,75,75,MIGUEL-JAIME,DECLARATION,0,1/21/2022,0,0,4070
11575,7010,12,Pregnacy,9/6/2021,30.8,27.7,11,1,212,134,2,134,134,MIGUEL-JAIME,MARADONA,0,11/23/2021,33.7,0,6285
11576,4620,11,Pregnacy,9/16/2021,34.4,34.3,0,1,202,148,1,148,148,MIGUEL-JAIME,501HO15427,0,11/9/2021,38.7,0,6732
11579,7798,10,Insemination,12/13/2021,29.8,30.7,-3,1,114,38,1,38,0,MIGUEL-JAIME,DECLARATION,0,2/27/2022,0,0,3730
11580,7220,5,Heat,3/3/2022,33.5,31.6,6,1,34,14,0,0,0,0,0,0,0,0,0,851
11581,578,11,Pregnacy,11/1/2021,34.4,35.7,-3,1,156,83,2,83,83,MIGUEL-URIEL,EXPO,0,1/13/2022,39.4,0,4634
11582,5453,11,Pregnacy,10/29/2021,41.6,43.5,-4,1,159,80,1,80,80,MIGUEL-JAIME,DECLARATION,0,1/16/2022,53.7,0,5848
11583,6946,11,Pregnacy,9/27/2021,35.1,38.3,-9,1,191,138,1,138,138,MIGUEL-JAIME,DECLARATION,0,11/19/2021,37.5,0,6293
11584,5160,11,Pregnacy,10/21/2021,43.8,46.7,-6,1,167,61,3,61,61,MIGUEL-JAIME,KEYNOTE,0,2/4/2022,45,0,5881
11586,7835,10,Pregnacy,12/4/2021,36.8,38.7,-5,1,123,68,1,68,68,MIGUEL-JAIME,EXPRESSO,0,1/28/2022,0,0,3941
11589,6304,10,Pregnacy,12/3/2021,30.6,28.4,8,1,124,47,2,47,47,MIGUEL-JAIME,KEYNOTE,0,2/18/2022,0,0,2411
11590,5389,11,Pregnacy,10/26/2021,39.2,39.9,-2,1,162,42,4,42,42,MIGUEL-JAIME,FASTDRAW,0,2/23/2022,0,0,3115
11591,5230,7,Insemination,1/29/2022,32.9,30.3,9,1,67,13,1,13,0,MIGUEL-URIEL,DECLARATION,0,3/24/2022,0,0,1801
11592,5041,11,Pregnacy,10/7/2021,39.5,32.2,23,1,181,76,3,76,76,MIGUEL-URIEL,KEYNOTE,0,1/20/2022,42.3,0,5494
11593,1861,11,Pregnacy,9/24/2021,39.9,31.1,28,1,194,106,2,106,106,MIGUEL-JAIME,EXPO,0,12/21/2021,40.2,0,6977
11594,7910,8,Insemination,12/23/2021,19.3,40.3,-52,1,104,24,2,24,0,MIGUEL-JAIME,MUSTSEE,0,3/13/2022,0,0,3533
11595,5446,11,Pregnacy,10/14/2021,44.4,41.4,7,1,174,120,1,120,120,MIGUEL-JAIME,DECLARATION,0,12/7/2021,0,0,5116
11596,7826,10,Pregnacy,12/1/2021,16.6,32.1,-48,1,126,65,1,65,65,MIGUEL-JAIME,CHANDLER,0,1/31/2022,0,0,3488
11597,0,10,Pregnacy,11/24/2021,0,0,0,1,133,58,2,58,58,MIGUEL-JAIME,KEYNOTE,0,2/7/2022,0,0,378
11598,482,3,Pregnacy,8/26/2021,28.2,30.7,-8,1,223,109,3,109,109,MVZ ROGELIO-JAIME,EXPO,0,12/18/2021,31.5,0,5879
11600,4912,12,Pregnacy,8/30/2021,38.3,32.6,17,1,219,142,2,142,142,MIGUEL-JAIME,MUSTSEE,0,11/15/2021,40.4,0,7767
11602,1796,10,Pregnacy,11/11/2021,20.6,41.6,-50,1,146,49,3,49,49,MIGUEL-JAIME,MUSTSEE,0,2/16/2022,0,0,5601
11603,7384,10,Pregnacy,12/5/2021,37.8,36.4,4,1,122,69,1,69,69,MIGUEL-URIEL,MARADONA,0,1/27/2022,0,0,4013
11607,1212,11,Pregnacy,10/14/2021,36.2,37.3,-3,1,174,40,3,40,40,MIGUEL-JAIME,EXPRESSO,1,2/25/2022,37.4,0,5034
11608,7447,11,Pregnacy,10/5/2021,35.4,30,18,1,183,132,1,132,132,MIGUEL-MAURICIO,BACKROAD SEX.,0,11/25/2021,0,0,4061
11609,1355,11,Pregnacy,9/13/2021,31.3,29.9,5,1,205,110,2,110,110,MIGUEL-JAIME,MARADONA,0,12/17/2021,40.7,0,5948
11610,7005,11,Pregnacy,10/22/2021,42.1,42.1,0,1,166,119,1,119,119,MIGUEL-JAIME,DECLARATION,0,12/8/2021,0,0,4992
11611,7786,10,Pregnacy,12/12/2021,36.2,37.4,-3,1,115,65,1,65,65,MIGUEL-JAIME,CHANDLER,0,1/31/2022,0,0,3585
11612,1558,10,Pregnacy,11/16/2021,33.5,34.5,-3,1,141,83,1,83,83,MIGUEL-URIEL,CHANDLER,0,1/13/2022,0,0,4219
11614,8111,10,Insemination,11/10/2021,40.7,46.7,-13,1,147,31,3,31,0,MIGUEL-JAIME,EXPRESSO,0,3/6/2022,0,0,5489
11615,5145,11,Insemination,11/5/2021,31.4,30.8,2,1,152,7,4,7,0,MIGUEL-JAIME,FASTDRAW,0,3/30/2022,33.9,0,4108
11617,5178,10,Insemination,12/14/2021,19.6,39,-50,1,113,5,2,5,0,MIGUEL-JAIME,MUSTSEE,0,4/1/2022,0,0,3571
11618,6660,14,Pregnacy,9/21/2021,25.4,26.5,-4,1,197,85,2,85,85,MIGUEL-JAIME,MARADONA,0,1/11/2022,32.5,0,5382
11620,3621,11,Pregnacy,9/27/2021,41.5,43.2,-4,1,191,47,4,47,47,MIGUEL-JAIME,KEYNOTE,0,2/18/2022,44.3,0,7005
11621,1871,10,Insemination,11/24/2021,17.4,33.1,-47,1,133,7,2,7,0,MVZ ROGELIO-JAIME,OGDEN,1,3/30/2022,0,0,2864
11622,1091,10,Pregnacy,11/9/2021,36.8,34.6,6,1,148,100,1,100,100,MIGUEL-JAIME,SCRAPPLE,0,12/27/2021,0,0,4260
11623,1537,11,Pregnacy,9/10/2021,49,46.1,6,1,208,127,2,127,127,MIGUEL-JAIME,MUSTSEE,0,11/30/2021,52.2,0,9299
11624,5531,11,Pregnacy,10/30/2021,0,0,0,1,158,69,2,69,69,MIGUEL-URIEL,MARADONA,0,1/27/2022,0,0,64
11625,5427,6,Pregnacy,8/8/2021,38.4,43.2,-11,1,241,143,3,143,143,MIGUEL-JAIME,MUSTSEE,0,11/14/2021,40.4,0,7984
11627,1180,11,Pregnacy,9/22/2021,31.5,25.3,25,1,196,137,1,137,137,JUAN DELGADO-JAIME,DECLARATION,0,11/20/2021,35.6,0,5882
11628,655,7,Insemination,1/29/2022,0,0,0,1,67,2,2,2,0,MIGUEL-JAIME,FASTDRAW,0,4/4/2022,0,0,1200
11630,3668,10,Pregnacy,12/7/2021,27.7,27.9,0,1,120,69,1,69,69,MIGUEL-URIEL,MARADONA,0,1/27/2022,0,0,2970
11632,5958,6,Insemination,2/10/2022,0,0,0,1,55,10,1,10,0,MIGUEL-JAIME,DECLARATION,0,3/27/2022,0,0,12
11633,2529,11,Pregnacy,9/13/2021,32,33,-3,1,205,139,1,139,139,MIGUEL-MOISES,DECLARATION,0,11/18/2021,36,0,6204
11636,1886,10,Pregnacy,11/13/2021,42.7,38.1,12,1,144,66,2,66,66,MIGUEL-JAIME,KEYNOTE,0,1/30/2022,0,0,5386
11637,5889,11,Pregnacy,11/4/2021,38.3,32.2,19,1,153,82,1,82,82,MVZ ROGELIO-JAIME,CHANDLER,0,1/14/2022,42.5,0,5076
11639,6130,10,Insemination,11/15/2021,46.2,49.7,-7,1,142,3,3,3,0,MIGUEL-JAIME,SCORPIO,0,4/3/2022,0,0,5350
11640,7811,10,Pregnacy,12/5/2021,24.8,44.4,-44,1,122,68,1,68,68,MIGUEL-JAIME,KEYNOTE,0,1/28/2022,0,0,4512
11641,7293,11,Pregnacy,9/30/2021,51.5,39.5,30,1,188,112,2,112,112,MIGUEL-JAIME,KEYNOTE,0,12/15/2021,47.3,0,6978
11644,2317,11,Pregnacy,9/21/2021,40.1,38.7,3,1,197,106,2,106,106,MIGUEL-JAIME,MARADONA,0,12/21/2021,45.7,0,6891
11647,6533,11,Pregnacy,9/21/2021,48.7,41.9,16,1,197,145,1,145,145,MIGUEL-JAIME,501HO15427,0,11/12/2021,56.1,0,8579
11648,5391,12,Pregnacy,8/31/2021,31.4,28,12,1,218,166,1,166,166,MIGUEL-MAURICIO,501HO15427,0,10/22/2021,30.9,0,5902
11649,8091,7,Insemination,1/12/2022,34.3,36.8,-7,1,84,33,1,33,0,MIGUEL-JAIME,DECLARATION,0,3/4/2022,0,0,2661
11650,7839,10,Insemination,12/14/2021,37.5,36.7,2,1,113,24,1,24,0,MIGUEL-JAIME,DECLARATION,0,3/13/2022,0,0,4161
11652,8041,6,Insemination,2/3/2022,0,31.6,0,1,62,5,1,5,0,MIGUEL-JAIME,HEINSOHN,0,4/1/2022,0,0,1479
11653,7805,10,Insemination,12/10/2021,30.7,32.7,-6,1,117,18,3,18,0,JUAN DELGADO-JAIME,FALCO,0,3/19/2022,0,0,3106
11654,898,10,Insemination,11/12/2021,35.9,34.9,3,1,145,35,3,35,0,MIGUEL-MAURICIO,EXPO,0,3/2/2022,0,0,5108
11655,5942,11,Abortion,9/27/2021,39.1,41.3,-5,1,191,128,1,128,0,MIGUEL-JAIME,BACKROAD SEX.,1,11/29/2021,38.6,0,6206
11656,4898,10,Pregnacy,11/7/2021,37.6,37.5,0,1,150,77,2,77,77,MIGUEL-JAIME,FASTDRAW,0,1/19/2022,40.9,0,4523
11657,7281,10,Insemination,12/6/2021,23.7,25.2,-6,1,121,15,3,15,0,MIGUEL-JAIME,KEYNOTE,0,3/22/2022,0,0,3020
11659,150,11,Pregnacy,10/24/2021,43.2,41.8,3,1,164,90,2,90,90,MIGUEL-URIEL,MARADONA,0,1/6/2022,48,0,5753
11661,6762,10,Insemination,11/8/2021,39.7,36.8,8,1,149,10,4,10,0,MIGUEL-JAIME,KEYNOTE,0,3/27/2022,0,0,5263
11662,6592,11,Pregnacy,11/6/2021,40,32.3,24,1,151,72,2,72,72,MIGUEL-JAIME,FASTDRAW,0,1/24/2022,36.1,0,4584
11664,5465,8,Insemination,12/25/2021,23.2,41.9,-45,1,102,3,3,3,0,MIGUEL-JAIME,MUSTSEE,0,4/3/2022,0,0,3963
11665,7647,10,Pregnacy,11/17/2021,36.3,30.3,20,1,140,84,1,84,84,MIGUEL-JAIME,CHANDLER,0,1/12/2022,0,0,4274
11666,4848,10,Insemination,12/14/2021,37.9,33.1,15,1,113,20,2,20,0,MIGUEL-URIEL,MUSTSEE,0,3/17/2022,0,0,3623
11667,7995,8,Insemination,12/25/2021,19.5,39.6,-51,1,102,10,2,10,0,MIGUEL-JAIME,OGDEN,0,3/27/2022,0,0,3434
11668,5007,11,Pregnacy,9/17/2021,40.8,40.6,0,1,201,118,2,118,118,MVZ ROGELIO-URIEL,MARADONA,0,12/9/2021,40.6,0,7113
11669,4777,4,Labor,3/27/2022,21.1,17.9,18,1,10,0,0,0,0,0,0,0,0,0,0,171
11670,7996,8,Insemination,12/25/2021,21.6,46,-53,1,102,11,2,11,0,JUAN DELGADO-JAIME,OGDEN,0,3/26/2022,0,0,4108
11671,5313,5,Labor,3/14/2022,35.6,30.7,16,1,23,0,0,0,0,0,0,0,0,0,0,574
11672,6296,11,Pregnacy,9/18/2021,34.8,35.2,-1,1,200,146,1,146,146,MANUEL-MOISES,POPSTAR,0,11/11/2021,35.5,0,6361
11673,7992,8,Insemination,12/26/2021,18.8,39.1,-52,1,101,8,2,8,0,MIGUEL-JAIME,OGDEN,0,3/29/2022,0,0,3569
11675,7299,12,Pregnacy,9/6/2021,37.1,30.8,21,1,212,131,2,131,131,MIGUEL-JAIME,EXPO,0,11/26/2021,39.8,0,7042
11676,5299,10,Pregnacy,11/30/2021,40,33.6,19,1,127,52,2,52,52,MIGUEL-JAIME,MARADONA,0,2/13/2022,0,0,4703
11678,7914,8,Insemination,12/24/2021,20.5,39.7,-48,1,103,7,3,7,0,MIGUEL-JAIME,FASTDRAW,0,3/30/2022,0,0,3713
11679,1892,10,Pregnacy,12/7/2021,22.8,34.1,-33,1,120,61,1,61,61,MIGUEL-JAIME,CHANDLER,0,2/4/2022,0,0,4504
11680,412,11,Pregnacy,10/25/2021,0,0,0,1,163,115,1,115,115,MIGUEL-JAIME,BACKROAD SEX.,0,12/12/2021,0,0,4180
11681,6203,10,Pregnacy,11/10/2021,19,32.6,-42,1,147,96,1,96,96,MIGUEL-JAIME,SCRAPPLE,0,12/31/2021,0,0,4390
11682,724,11,Pregnacy,9/28/2021,0,0,0,1,190,131,1,131,131,MIGUEL-JAIME,BACKROAD SEX.,0,11/26/2021,0,0,953
11684,5540,11,Pregnacy,9/27/2021,48.3,50.1,-4,1,191,73,2,73,73,MIGUEL-JAIME,FASTDRAW,0,1/23/2022,49.6,0,7238
11685,7946,10,Pregnacy,11/27/2021,17.2,33,-48,1,130,0,1,78,78,MIGUEL-JAIME,DECLARATION,0,1/18/2022,0,0,3285
11687,2215,11,Pregnacy,9/18/2021,36.3,35.1,3,1,200,129,1,129,129,MIGUEL-JAIME,BACKROAD SEX.,0,11/28/2021,37.5,0,6242
11688,5005,10,Pregnacy,12/7/2021,32.5,31.4,4,1,120,75,1,75,75,MIGUEL-JAIME,DECLARATION,0,1/21/2022,0,0,3309
11689,7977,8,Insemination,12/28/2021,17.4,36.5,-52,1,99,16,2,16,0,MIGUEL-JAIME,FALCO,0,3/21/2022,0,0,2739
11692,7285,11,Pregnacy,10/8/2021,37.3,31.9,17,1,180,115,2,115,115,MIGUEL-JAIME,KEYNOTE,0,12/12/2021,38.7,0,5224
11693,3362,10,Pregnacy,11/20/2021,36,36.1,0,1,137,41,2,41,41,MIGUEL-URIEL,EXPRESSO,0,2/24/2022,0,0,4294
11694,5654,5,Heat,2/24/2022,33.6,32.5,4,1,41,4,0,0,0,0,0,0,0,0,0,1112
11696,3346,11,Pregnacy,10/5/2021,38.6,41.1,-6,1,183,131,1,131,131,MIGUEL-JAIME,BACKROAD SEX.,0,11/26/2021,43.2,0,6536
11697,7485,22,Labor,3/11/2022,33.8,29.7,14,1,26,0,0,0,0,0,0,0,0,0,0,518
11698,7619,12,Pregnacy,9/8/2021,33.5,31.1,8,1,210,107,3,107,107,MIGUEL-JAIME,FASTDRAW,0,12/20/2021,37.1,0,6539
11699,7423,10,Insemination,11/29/2021,39.8,40.9,-3,1,128,17,2,17,0,MIGUEL-JAIME,FASTDRAW,0,3/20/2022,0,0,4844
11700,6613,12,Insemination,9/6/2021,41.3,32.8,26,1,212,11,5,11,0,JUAN DELGADO-JAIME,INFOCUS GOLD,1,3/26/2022,44.2,0,8021
11701,6424,30,Insemination,11/1/2021,22.2,23.1,-4,1,156,33,3,33,0,MIGUEL-JAIME,EXPO,0,3/4/2022,29.2,0,3749
11702,7903,9,Insemination,12/22/2021,17.7,34.4,-49,1,105,15,2,15,0,MIGUEL-JAIME,FASTDRAW,0,3/22/2022,0,0,3340
11703,6761,10,Pregnacy,11/19/2021,45.9,47.1,-3,1,138,82,1,82,82,MIGUEL-JAIME,DECLARATION,0,1/14/2022,0,0,5642
11705,7595,7,Insemination,1/24/2022,37.2,33.3,12,1,72,6,1,6,0,MIGUEL-URIEL,DECLARATION,0,3/31/2022,0,0,2356
11707,1623,10,Pregnacy,12/9/2021,39.1,37.6,4,1,118,74,1,74,74,JUAN DELGADO-JAIME,DECLARATION,0,1/22/2022,0,0,3836
11709,6143,11,Pregnacy,9/21/2021,41.5,36.6,13,1,197,145,1,145,145,MIGUEL-JAIME,501HO15427,0,11/12/2021,41.2,0,6779
11710,7131,11,Pregnacy,11/1/2021,38.9,39.2,-1,1,156,108,1,108,108,MIGUEL-JAIME,SCRAPPLE,0,12/19/2021,0,0,4113
11711,4585,11,Pregnacy,9/15/2021,32.4,29.4,10,1,203,84,3,84,84,MIGUEL-JAIME,MUSTSEE,0,1/12/2022,34.5,0,6019
11712,1910,10,Pregnacy,11/13/2021,42.1,36.9,14,1,144,49,2,49,49,MIGUEL-JAIME,KEYNOTE,0,2/16/2022,0,0,5122
11714,129,11,Pregnacy,10/12/2021,34.6,30.7,12,1,176,117,1,117,117,MIGUEL-JAIME,BACKROAD SEX.,0,12/10/2021,0,0,4524
11716,7341,11,Pregnacy,10/6/2021,38.8,37.9,2,1,182,92,2,92,92,MIGUEL-JAIME,VIEWPOINT,0,1/4/2022,49.7,0,5432
11717,7309,10,Pregnacy,11/24/2021,36.9,38.3,-4,1,133,77,1,77,77,MIGUEL-JAIME,DECLARATION,0,1/19/2022,0,0,4231
11719,6270,5,Heat,3/2/2022,19.9,15.5,28,1,35,9,0,0,0,0,0,0,0,0,0,495
11721,0,8,Insemination,12/25/2021,0,0,0,1,102,33,2,33,0,MIGUEL-JAIME,FASTDRAW,0,3/4/2022,0,0,15
11722,3438,9,Insemination,12/22/2021,0,0,0,1,105,0,1,40,0,MIGUEL-JAIME,DECLARATION,0,2/25/2022,0,0,0
11723,3692,11,Pregnacy,10/5/2021,39.5,35.5,11,1,183,118,1,118,118,MVZ ROGELIO-URIEL,FASTDRAW,0,12/9/2021,0,0,2985
11724,7841,10,Pregnacy,12/4/2021,35.1,34.9,0,1,123,45,2,45,45,MIGUEL-JAIME,FASTDRAW,0,2/20/2022,0,0,3875
11725,5472,11,Pregnacy,10/4/2021,34.3,33.2,3,1,184,107,2,107,107,MIGUEL-JAIME,MARADONA,0,12/20/2021,35.7,0,5439
11726,7440,9,Insemination,12/23/2021,17.4,39.9,-56,1,104,12,3,12,0,MIGUEL-JAIME,FALCO,0,3/25/2022,0,0,3481
11728,5632,11,Pregnacy,10/9/2021,32.3,27.5,18,1,179,69,3,69,69,MIGUEL-URIEL,FASTDRAW,0,1/27/2022,0,0,4211
11729,6688,10,Insemination,11/27/2021,38.8,47.1,-18,1,130,18,2,18,0,JUAN DELGADO-JAIME,MARADONA,1,3/19/2022,0,0,5091
11730,7030,11,Pregnacy,10/27/2021,48.2,45.2,7,1,161,76,2,76,76,MIGUEL-URIEL,KEYNOTE,0,1/20/2022,50.9,0,6356
11731,1719,11,Pregnacy,9/22/2021,36.7,38.3,-4,1,196,131,1,131,131,MIGUEL-JAIME,BACKROAD SEX.,0,11/26/2021,40.8,0,6502
11732,6031,11,Pregnacy,9/29/2021,43.7,44.1,-1,1,189,78,3,78,78,MIGUEL-JAIME,EXPO,0,1/18/2022,46.4,0,7357
11733,532,10,Insemination,11/18/2021,36,34.6,4,1,139,27,2,27,0,MIGUEL-JAIME,MUSTSEE,0,3/10/2022,0,0,4453
11734,5318,11,Pregnacy,10/24/2021,31.3,26.6,18,1,164,87,2,87,87,MIGUEL-JAIME,VIEWPOINT,0,1/9/2022,34.9,0,4162
11736,7840,10,Insemination,12/1/2021,30.6,28.8,6,1,126,27,2,27,0,MIGUEL-JAIME,FASTDRAW,0,3/10/2022,0,0,3518
11738,7432,10,Pregnacy,11/28/2021,30.4,27.7,10,1,129,91,1,91,91,MIGUEL-JAIME,VIEWPOINT,0,1/5/2022,0,0,2325
11742,7535,8,Insemination,1/12/2022,35.4,39,-9,1,84,19,1,19,0,MIGUEL-JAIME,HEINSOHN,0,3/18/2022,0,0,2434
11743,1422,10,Insemination,11/21/2021,0,0,0,1,136,12,3,12,0,MIGUEL-JAIME,FALCO,0,3/25/2022,0,0,4222
11744,6898,11,Pregnacy,9/21/2021,34.9,31.7,10,1,197,127,2,127,127,MIGUEL-JAIME,FASTDRAW,0,11/30/2021,36.6,0,6306
11746,3540,10,Pregnacy,11/23/2021,40.2,34.8,16,1,134,82,1,82,82,MIGUEL-JAIME,DECLARATION,0,1/14/2022,0,0,4468
11748,7635,6,Insemination,2/16/2022,54.8,50.8,8,1,49,1,1,1,0,MIGUEL-JAIME,HEINSOHN,0,4/5/2022,0,0,1971
11749,6241,11,Insemination,10/13/2021,42.2,44.3,-5,1,175,35,4,35,0,MIGUEL-MAURICIO,MARADONA,0,3/2/2022,44.3,0,5541
11750,6334,11,Abortion,10/3/2021,33.1,32.1,3,1,185,133,1,133,0,MIGUEL-JAIME,DECLARATION,1,11/24/2021,33.3,0,5315
11751,7812,10,Pregnacy,11/16/2021,39.6,36.6,8,1,141,82,1,82,82,MIGUEL-JAIME,CHANDLER,0,1/14/2022,0,0,4006
11752,0,11,Pregnacy,10/14/2021,0,0,0,1,174,40,2,40,40,MIGUEL-JAIME,MARADONA,0,2/25/2022,0,0,13
11753,7829,10,Insemination,12/2/2021,40.2,39.9,1,1,125,17,1,17,0,MIGUEL-JAIME,HEINSOHN,0,3/20/2022,0,0,4325
11754,5808,11,Pregnacy,9/13/2021,39,33.6,16,1,205,153,1,153,153,MIGUEL-URIEL,SCRAPPLE,0,11/4/2021,38.8,0,7136
11756,5887,11,Pregnacy,11/4/2021,45.8,24.2,90,1,153,95,1,95,95,JUAN DELGADO-JAIME,SCRAPPLE,0,1/1/2022,44.5,0,4631
11757,6420,11,Insemination,9/27/2021,33.5,31.3,7,1,191,3,7,3,0,MIGUEL-JAIME,INFOCUS GOLD,0,4/3/2022,38.8,0,6217
11758,5877,10,Insemination,11/19/2021,38.5,38.7,0,1,138,11,3,11,0,JUAN DELGADO-JAIME,OGDEN,0,3/26/2022,0,0,4664
11759,4563,11,Pregnacy,9/16/2021,15.1,30,-50,1,202,139,1,139,139,MIGUEL-MOISES,DECLARATION,0,11/18/2021,35.1,0,5952
11760,7760,9,Insemination,12/15/2021,16.1,33.5,-52,1,112,38,2,38,0,MIGUEL-JAIME,EXPRESSO,0,2/27/2022,0,0,3128
11761,4791,11,Pregnacy,11/4/2021,43.7,38.6,13,1,153,68,1,68,68,MIGUEL-JAIME,MUSTSEE,0,1/28/2022,47,0,5611
11762,2169,11,Pregnacy,10/3/2021,39.4,38.5,2,1,185,107,2,107,107,MIGUEL-JAIME,MUSTSEE,0,12/20/2021,38.6,0,5795
11764,8020,8,Insemination,12/24/2021,17.9,43.8,-59,1,103,5,2,5,0,MIGUEL-JAIME,FASTDRAW,0,4/1/2022,0,0,3743
11765,5337,11,Pregnacy,10/12/2021,47.1,32.5,45,1,176,126,1,126,126,MIGUEL-JAIME,BACKROAD SEX.,0,12/1/2021,0,0,3841
11766,5270,11,Pregnacy,10/1/2021,0,0,0,1,187,63,3,63,63,MIGUEL-JAIME,FASTDRAW,0,2/2/2022,0,0,31
11767,5424,14,Abortion,10/10/2021,29.9,28.1,7,1,178,68,4,68,0,MIGUEL-JAIME,FASTDRAW,1,1/28/2022,31.7,0,4206
11769,7643,6,Heat,2/19/2022,35.5,38.4,-8,1,46,12,0,0,0,0,0,0,0,0,0,1356
11770,7409,8,Insemination,12/24/2021,14.5,29.1,-50,1,103,22,2,22,0,MIGUEL-JAIME,FASTDRAW,0,3/15/2022,0,0,2627
11771,6583,11,Pregnacy,10/31/2021,38.2,38.6,-1,1,157,85,2,85,85,MIGUEL-JAIME,MARADONA,0,1/11/2022,39.4,0,5301
11772,5521,11,Pregnacy,10/17/2021,38.3,35.3,8,1,171,73,2,73,73,MIGUEL-JAIME,FASTDRAW,0,1/23/2022,0,0,4224
11775,6118,5,Labor,2/23/2022,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,64
11776,6535,11,Pregnacy,9/27/2021,22,24.5,-10,1,191,139,1,139,139,MIGUEL-MOISES,DECLARATION,0,11/18/2021,32.6,0,5305
11778,6246,8,Insemination,1/6/2022,18,41,-56,1,90,35,1,35,0,MIGUEL-MAURICIO,DECLARATION,0,3/2/2022,0,0,2876
11779,5641,12,Pregnacy,8/5/2021,42.6,41.7,2,1,244,153,2,153,153,MIGUEL-URIEL,UNCHARTED,0,11/4/2021,0,0,4445
11780,2092,10,Pregnacy,11/12/2021,38.2,33.7,13,1,145,85,1,85,85,MIGUEL-JAIME,CHANDLER,0,1/11/2022,0,0,4648
11782,6795,5,Heat,3/9/2022,33,29.8,11,1,28,5,0,0,0,0,0,0,0,0,0,496
11784,1364,11,Abortion,10/25/2021,0,0,0,1,163,69,3,69,0,MIGUEL-URIEL,FASTDRAW,1,1/27/2022,0,0,38
11785,8112,10,Pregnacy,12/4/2021,19.1,35.5,-46,1,123,56,2,56,56,MIGUEL-JAIME,MARADONA,0,2/9/2022,0,0,3030
11786,3709,11,Pregnacy,10/31/2021,20,37.3,-46,1,157,102,1,102,102,MVZ ROGELIO-JAIME,MARADONA,0,12/25/2021,44.8,0,4978
11787,7537,8,Insemination,1/10/2022,20.2,47.7,-58,1,86,32,1,32,0,MVZ ROGELIO-JAIME,DECLARATION,0,3/5/2022,0,0,3505
11789,6835,11,Pregnacy,11/1/2021,36.4,30.3,20,1,156,98,2,98,98,MIGUEL-JAIME,MARADONA,0,12/29/2021,0,0,3961
11790,7782,10,Pregnacy,12/7/2021,41.1,39.3,4,1,120,56,2,56,56,MIGUEL-JAIME,MARADONA,0,2/9/2022,0,0,3855
11791,5880,5,Labor,3/1/2022,36.3,33.2,9,1,36,0,0,0,0,0,0,0,0,0,0,866
11792,4612,6,Insemination,2/7/2022,0,0,0,1,58,10,1,10,0,MIGUEL-JAIME,DECLARATION,0,3/27/2022,0,0,115
11793,6701,11,Pregnacy,10/28/2021,32.8,28.6,15,1,160,102,1,102,102,MVZ ROGELIO-JAIME,FASTDRAW,0,12/25/2021,36.9,0,4904
11795,7790,10,Insemination,12/6/2021,27.6,27.7,0,1,121,23,3,23,0,MIGUEL-JAIME,SCORPIO,0,3/14/2022,0,0,3159
11796,2954,11,Pregnacy,9/12/2021,38.5,36.1,6,1,206,129,2,129,129,MIGUEL-JAIME,MUSTSEE,0,11/28/2021,42,0,6787
11797,1025,11,Pregnacy,10/22/2021,35.3,34.1,4,1,166,68,2,68,68,MIGUEL-JAIME,MARADONA,0,1/28/2022,39,0,5024
11798,5159,9,Insemination,12/16/2021,20.5,37.5,-45,1,111,31,1,31,0,MIGUEL-JAIME,MUSTSEE,0,3/6/2022,0,0,3134
11800,7549,10,Pregnacy,11/21/2021,33.9,32.4,5,1,136,83,1,83,83,MIGUEL-URIEL,CHANDLER,0,1/13/2022,0,0,2783
11801,8084,11,Pregnacy,10/12/2021,41.1,31.3,32,1,176,46,4,46,46,MVZ ROGELIO-JAIME,MUSTSEE,0,2/19/2022,0,0,3116
11802,4801,10,Pregnacy,11/12/2021,36.2,34,7,1,145,81,1,81,81,JUAN DELGADO-JAIME,DECLARATION,0,1/15/2022,0,0,4658
11803,7731,9,Pregnacy,12/18/2021,19.6,40.6,-52,1,109,64,1,64,64,MIGUEL-JAIME,CHANDLER,0,2/1/2022,0,0,4140
11804,5036,11,Pregnacy,11/3/2021,17.7,31.5,-44,1,154,91,1,91,91,MIGUEL-JAIME,CHANDLER,0,1/5/2022,36,0,4580
11805,7599,8,Heat,1/10/2022,21.8,44,-50,1,86,60,0,0,0,0,0,0,0,0,0,3093
11807,5034,5,Labor,3/4/2022,35.8,27.1,32,1,33,0,0,0,0,0,0,0,0,0,0,711
11808,7088,11,Pregnacy,10/17/2021,38.1,35,9,1,171,113,1,113,113,MVZ ROGELIO-JAIME,BACKROAD SEX.,0,12/14/2021,40.4,0,5157
