Cow,ID_Cow_Bracelet_Podometer,Patio,Gynecological_Status,Birth_Date,Daily_Production,Average_Daily_Production_Days,Average_Daily_Production_Percentage,Lactation_Number,Milk_Days,Days_After_Heat,Insemination,Days_After_Insemination,Pregnacy_Days,Inseminator_Name,Bull_Name,Number_of_Abortions,Insemination_Date,Production_Peak,Previous_Lactation_Production,Actual_Lactation_Production
11321,3286,11,Pregnacy,11/3/2021,37.4,37,1,1,154,80,1,80,80,MIGUEL-JAIME,DECLARATION,0,1/16/2022,44.1,0,5324
11322,1431,12,Pregnacy,8/27/2021,31.1,29.1,7,1,222,144,2,144,144,JUAN DELGADO-JAIME,MARADONA,0,11/13/2021,34.1,0,6563
11325,6475,12,Pregnacy,8/19/2021,30.7,29.5,4,1,230,173,1,173,173,MIGUEL-MAURICIO,501HO15427,0,10/15/2021,33.7,0,6518
11326,6791,5,Labor,3/5/2022,20.9,40.8,-49,1,32,0,0,0,0,0,0,0,0,0,0,958
11329,2357,11,Insemination,9/28/2021,0,0,0,1,190,37,4,37,0,MIGUEL-JAIME,EXPRESSO,0,2/28/2022,0,0,69
11332,420,11,Pregnacy,9/22/2021,37,31.8,16,1,196,101,3,101,101,MIGUEL-URIEL,KEYNOTE,0,12/26/2021,37.7,0,6202
11333,6804,11,Pregnacy,10/23/2021,50.4,49.3,2,1,165,110,1,110,110,MIGUEL-JAIME,SCRAPPLE,0,12/17/2021,48.2,0,6077
11334,7837,10,Insemination,12/6/2021,43.5,38.2,14,1,121,35,2,35,0,MIGUEL-MAURICIO,MUSTSEE,0,3/2/2022,0,0,4371
11335,5787,16,Pregnacy,8/8/2021,27.1,22.4,21,1,241,180,1,180,180,MIGUEL-MAURICIO,501HO15427,0,10/8/2021,32,0,6681
11336,5131,10,Pregnacy,11/9/2021,44.7,36.6,22,1,148,54,2,54,54,MIGUEL-JAIME,MARADONA,0,2/11/2022,0,0,4920
11337,8113,10,Pregnacy,11/23/2021,20.2,39.3,-49,1,134,87,1,87,87,MIGUEL-JAIME,CHANDLER,0,1/9/2022,0,0,4654
11338,5153,11,Insemination,9/21/2021,43.1,40.7,6,1,197,12,6,12,0,MIGUEL-JAIME,INFOCUS GOLD,0,3/25/2022,42.4,0,7152
11339,6746,12,Pregnacy,8/24/2021,29.5,27.5,7,1,225,150,1,150,150,MIGUEL-JAIME,501HO15427,0,11/7/2021,32.7,0,6207
11340,4841,10,Pregnacy,11/7/2021,0,0,0,1,150,73,1,73,73,MIGUEL-JAIME,DECLARATION,0,1/23/2022,0,0,2923
11341,6938,11,Pregnacy,10/14/2021,39.9,26.1,53,1,174,66,2,66,66,MIGUEL-JAIME,KEYNOTE,0,1/30/2022,0,0,3798
11342,6809,11,Pregnacy,9/11/2021,36.2,39,-7,1,207,115,1,115,115,MIGUEL-JAIME,BACKROAD SEX.,0,12/12/2021,36.4,0,6563
11343,1790,9,Insemination,11/22/2021,22.9,46.7,-51,1,135,82,1,82,0,MIGUEL-JAIME,DECLARATION,0,1/14/2022,0,0,4667
11344,7143,10,Pregnacy,11/15/2021,31.8,31.7,0,1,142,82,1,82,82,MIGUEL-JAIME,CHANDLER,0,1/14/2022,0,0,3649
11347,6885,12,Pregnacy,8/19/2021,0,0,0,1,230,173,1,173,173,MIGUEL-MAURICIO,501HO15427,0,10/15/2021,43.1,0,6327
11351,1642,11,Pregnacy,9/20/2021,20.1,38.7,-48,1,198,115,2,115,115,MIGUEL-JAIME,KEYNOTE,0,12/12/2021,41.1,0,5224
11353,7791,10,Insemination,12/4/2021,16.4,34.5,-52,1,123,27,2,27,0,MIGUEL-JAIME,FASTDRAW,0,3/10/2022,0,0,3587
11354,6626,10,Pregnacy,11/10/2021,41.2,40.9,1,1,147,76,2,76,76,MIGUEL-URIEL,FASTDRAW,0,1/20/2022,0,0,5334
11355,5905,12,Pregnacy,8/17/2021,29.8,25.9,15,1,232,166,1,166,166,MIGUEL-MAURICIO,501HO15427,0,10/22/2021,34.4,0,6530
11357,6607,11,Pregnacy,10/28/2021,28,28.2,-1,1,160,47,2,47,47,MIGUEL-JAIME,KEYNOTE,0,2/18/2022,32.9,0,3811
11358,5539,12,Pregnacy,8/19/2021,34.8,36.9,-6,1,230,131,3,131,131,MIGUEL-JAIME,UNCHARTED,0,11/26/2021,36.7,0,7397
11359,7938,10,Pregnacy,12/2/2021,31.1,30.5,2,1,125,54,2,54,54,MIGUEL-JAIME,MUSTSEE,0,2/11/2022,0,0,3368
11361,5238,11,Pregnacy,10/27/2021,31.5,30.6,3,1,161,98,1,98,98,MIGUEL-JAIME,SCRAPPLE,0,12/29/2021,0,0,2983
11362,5394,11,Pregnacy,10/1/2021,40.8,33.4,22,1,187,93,3,93,93,MIGUEL-JAIME,MUSTSEE,0,1/3/2022,38.7,0,6106
11363,358,9,Insemination,12/15/2021,11.1,27.4,-60,1,112,3,4,3,0,MIGUEL-JAIME,KEYNOTE,0,4/3/2022,0,0,2778
11365,6849,6,Pregnacy,8/7/2021,38.6,41.8,-8,1,242,75,6,75,75,MIGUEL-JAIME,INFOCUS GOLD,0,1/21/2022,43.7,0,9110
11366,2050,11,Pregnacy,9/10/2021,42.6,44.6,-4,1,208,151,1,151,151,JUAN DELGADO-JAIME,501HO15427,0,11/6/2021,40.3,0,7786
11367,7569,10,Pregnacy,11/18/2021,36.3,33.6,8,1,139,82,1,82,82,MVZ ROGELIO-JAIME,CHANDLER,0,1/14/2022,0,0,2823
11369,5368,12,Pregnacy,8/29/2021,41.3,35.3,17,1,220,113,3,113,113,MIGUEL-JAIME,EXPO,0,12/14/2021,44.5,0,7745
11370,7461,6,Insemination,2/8/2022,35.3,31.3,13,1,57,9,1,9,0,MIGUEL-JAIME,DECLARATION,0,3/28/2022,0,0,1497
11371,6866,16,Pregnacy,7/10/2021,31.6,27.6,15,1,270,214,1,214,214,MAURICIO-JAIME,CURFEW SEX.,0,9/4/2021,41,0,8425
11373,7074,11,Pregnacy,9/28/2021,37.2,36.1,3,1,190,115,1,115,115,MIGUEL-JAIME,BACKROAD SEX.,0,12/12/2021,38.8,0,6230
11374,580,11,Pregnacy,10/16/2021,29,28.9,1,1,172,84,1,84,84,MIGUEL-JAIME,CHANDLER,0,1/12/2022,35.2,0,4191
11375,5519,12,Pregnacy,8/23/2021,36,32.8,10,1,226,150,2,150,150,MIGUEL-JAIME,VIEWPOINT,0,11/7/2021,35.2,0,7090
11376,6069,16,Pregnacy,8/9/2021,26.8,26.5,1,1,240,179,1,179,179,MAURICIO-JAIME,SCRAPPLE,0,10/9/2021,34.8,0,7143
11378,626,11,Insemination,9/24/2021,38.7,37.5,3,1,194,34,3,34,0,MIGUEL-MAURICIO,MARADONA,0,3/3/2022,39.2,0,6309
11383,5646,11,Pregnacy,9/30/2021,38,37.2,2,1,188,100,2,100,100,MIGUEL-JAIME,MARADONA,0,12/27/2021,38.2,0,6191
11385,601,12,Pregnacy,8/8/2021,39.9,37.1,8,1,241,138,3,138,138,MIGUEL-JAIME,UNCHARTED,0,11/19/2021,43.9,0,8380
11386,6783,11,Pregnacy,10/25/2021,43,45.4,-5,1,163,90,1,90,90,MIGUEL-URIEL,CHANDLER,0,1/6/2022,48.9,0,6231
11389,7892,10,Insemination,12/10/2021,37.6,35,7,1,117,16,3,16,0,MIGUEL-JAIME,SCORPIO,0,3/21/2022,0,0,3590
11390,503,11,Pregnacy,9/23/2021,38.3,41.1,-7,1,195,106,2,106,106,MIGUEL-JAIME,MUSTSEE,0,12/21/2021,40.2,0,6448
11391,0,12,Insemination,8/11/2021,0,0,0,1,238,32,3,32,0,MVZ ROGELIO-JAIME,EXPRESSO,1,3/5/2022,40.1,0,7951
11392,5729,7,Insemination,1/26/2022,41.9,41.1,2,1,70,6,1,6,0,MIGUEL-URIEL,DECLARATION,0,3/31/2022,0,0,2349
11393,7830,10,Insemination,12/3/2021,34.1,32.6,4,1,124,16,2,16,0,MIGUEL-JAIME,FASTDRAW,0,3/21/2022,0,0,3559
11395,5858,12,Insemination,8/30/2021,54.4,47.6,14,1,219,38,3,38,0,MIGUEL-JAIME,MUSTSEE,1,2/27/2022,51.1,0,9781
11396,6036,12,Pregnacy,8/11/2021,37.5,36.3,3,1,238,133,2,133,133,MIGUEL-JAIME,MARADONA,0,11/24/2021,45.8,0,8372
11397,3113,6,Pregnacy,8/8/2021,34.2,31,10,1,241,164,1,164,164,MIGUEL-JAIME,501HO15427,0,10/24/2021,33.8,0,6467
11398,5756,11,Pregnacy,10/7/2021,40.3,37.9,6,1,181,101,2,101,101,MIGUEL-URIEL,KEYNOTE,0,12/26/2021,40.6,0,5270
11399,6376,11,Pregnacy,10/21/2021,33,38.6,-14,1,167,118,1,118,118,MVZ ROGELIO-URIEL,KEYNOTE,0,12/9/2021,42.7,0,5374
11400,5748,16,Pregnacy,8/12/2021,20.3,30.2,-33,1,237,182,1,182,182,MIGUEL-MAURICIO,501HO15427,0,10/6/2021,41.6,0,8252
11401,6793,11,Pregnacy,10/8/2021,42.3,37.5,13,1,180,108,1,108,108,MIGUEL-JAIME,SCRAPPLE,0,12/19/2021,0,0,6428
11402,5535,12,Pregnacy,8/17/2021,35.9,35,2,1,232,87,3,87,87,MIGUEL-JAIME,MUSTSEE,1,1/9/2022,40.6,0,6634
11403,7019,11,Insemination,10/16/2021,55.4,40.3,37,1,172,18,4,18,0,JUAN DELGADO-JAIME,FASTDRAW,0,3/19/2022,45,0,5677
11405,6333,11,Insemination,10/13/2021,38.1,36.1,5,1,175,12,5,12,0,MVZ ROGELIO-JAIME,INFOCUS GOLD,0,3/25/2022,40.7,0,5337
11406,652,12,Pregnacy,8/21/2021,44.6,42.9,4,1,228,142,1,142,142,MIGUEL-JAIME,DECLARATION,0,11/15/2021,41,0,8572
11407,6502,10,Pregnacy,12/8/2021,42.6,38.1,12,1,119,54,1,54,54,MIGUEL-JAIME,DECLARATION,0,2/11/2022,0,0,3641
11408,5335,6,Labor,2/10/2022,41.3,36.2,14,1,55,0,0,0,0,0,0,0,0,0,0,1698
11410,8106,7,Insemination,1/23/2022,38.6,36.3,6,1,73,3,2,3,0,MIGUEL-JAIME,OGDEN,0,4/3/2022,0,0,2431
11414,5754,16,Pregnacy,8/16/2021,25.5,26.6,-4,1,233,181,1,181,181,MIGUEL-MAURICIO,501HO15427,0,10/7/2021,35.6,0,7092
11415,5499,12,Pregnacy,9/6/2021,35.6,35.2,1,1,212,158,1,158,158,JUAN DELGADO-JAIME,501HO15427,0,10/30/2021,36.5,0,6845
11416,7821,10,Pregnacy,12/4/2021,33.3,35.3,-6,1,123,54,2,54,54,MIGUEL-JAIME,EXPO,0,2/11/2022,0,0,3608
11417,2265,12,Pregnacy,9/7/2021,41.8,45.6,-9,1,211,88,4,88,88,MIGUEL-JAIME,KEYNOTE,0,1/8/2022,42.1,0,7773
11418,6014,16,Pregnacy,7/29/2021,21.2,21,1,1,251,190,1,190,190,MIGUEL-JAIME,BACKROAD SEX.,0,9/28/2021,29.3,0,6317
11420,4940,12,Pregnacy,8/14/2021,33.2,33.2,0,1,235,159,2,159,159,MIGUEL-JAIME,OLAF,0,10/29/2021,35.4,0,7134
11421,6800,6,Insemination,2/6/2022,47.4,40.1,18,1,59,9,1,9,0,MIGUEL-JAIME,DECLARATION,0,3/28/2022,0,0,2179
11422,6071,12,Pregnacy,8/18/2021,16.6,31.6,-47,1,231,140,3,140,140,MIGUEL-JAIME,MUSTSEE,0,11/17/2021,31.4,0,6498
11425,4978,12,Pregnacy,8/2/2021,44.5,40.3,11,1,247,88,4,88,88,MIGUEL-JAIME,MUSTSEE,0,1/8/2022,42.5,0,9366
11426,1040,11,Pregnacy,10/23/2021,26.9,23,17,1,165,64,3,64,64,MIGUEL-JAIME,FASTDRAW,0,2/1/2022,33.9,0,4213
11427,350,11,Pregnacy,11/5/2021,36.1,30.4,18,1,152,103,1,103,103,MIGUEL-JAIME,SCRAPPLE,0,12/24/2021,35.2,0,4364
11429,5221,7,Pregnacy,8/5/2021,43.5,43.4,0,1,244,107,2,107,107,MIGUEL-JAIME,FASTDRAW,1,12/20/2021,44,0,9130
11431,6012,12,Pregnacy,8/26/2021,29.1,28.6,2,1,223,162,1,162,162,MIGUEL-JAIME,OLAF,0,10/26/2021,34.1,0,6455
11432,7370,11,Pregnacy,10/15/2021,40,46.3,-14,1,173,123,1,123,123,JUAN DELGADO-JAIME,DECLARATION,0,12/4/2021,0,0,5193
11433,4798,12,Pregnacy,9/5/2021,42.3,35.3,20,1,213,146,1,146,146,MIGUEL-MOISES,EXPO,0,11/11/2021,41.3,0,7517
11434,6311,5,Labor,2/25/2022,29.7,24.6,21,1,40,0,0,0,0,0,0,0,0,0,0,1276
11437,6612,11,Pregnacy,10/13/2021,43.7,37.5,17,1,175,82,1,82,82,MVZ ROGELIO-JAIME,CHANDLER,0,1/14/2022,42.2,0,5390
11438,2442,11,Insemination,9/25/2021,0,43.3,0,1,193,3,4,3,0,MIGUEL-JAIME,FASTDRAW,1,4/3/2022,40.9,0,6505
11439,4621,11,Insemination,9/20/2021,33.9,34.9,-3,1,198,0,8,0,0,MVZ ROGELIO-JAIME,INFOCUS GOLD,0,4/6/2022,36.1,0,6356
11440,7425,11,Pregnacy,10/5/2021,52.3,50.3,4,1,183,110,2,110,110,MIGUEL-JAIME,KEYNOTE,0,12/17/2021,0,0,6283
11441,7803,10,Pregnacy,12/12/2021,39.8,42.5,-6,1,115,43,2,43,43,MIGUEL-JAIME,FASTDRAW,0,2/22/2022,0,0,3153
11442,5263,16,Pregnacy,8/26/2021,30.6,30.6,0,1,223,175,1,175,175,MIGUEL-MAURICIO,SCRAPPLE,0,10/13/2021,35.7,0,7092
11444,6408,11,Pregnacy,9/17/2021,33,33,0,1,201,125,2,125,125,MIGUEL-MAURICIO,MARADONA,0,12/2/2021,31.4,0,5520
11445,7815,10,Pregnacy,12/10/2021,39.9,38.2,4,1,117,0,1,61,61,MIGUEL-JAIME,CHANDLER,0,2/4/2022,0,0,3870
11446,2289,12,Pregnacy,8/28/2021,40,35.1,14,1,221,166,1,166,166,MIGUEL-MAURICIO,501HO15427,0,10/22/2021,39.2,0,7456
11447,5134,12,Pregnacy,8/16/2021,45.4,40.6,12,1,233,133,3,133,133,MIGUEL-JAIME,UNCHARTED,0,11/24/2021,42.8,0,8984
11448,4833,16,Pregnacy,8/10/2021,21.9,25.6,-15,1,239,187,1,187,187,MIGUEL-MAURICIO,BACKROAD SEX.,0,10/1/2021,39.2,0,7944
11449,7801,10,Insemination,12/8/2021,36,39.2,-8,1,119,4,3,4,0,MVZ ROGELIO-JAIME,OGDEN,0,4/2/2022,0,0,3468
11451,7013,11,Pregnacy,11/1/2021,35.7,31.8,12,1,156,103,1,103,103,MIGUEL-JAIME,SCRAPPLE,0,12/24/2021,41.5,0,5222
11452,4779,11,Pregnacy,10/10/2021,37.6,35.1,7,1,178,82,2,82,82,MVZ ROGELIO-JAIME,MARADONA,0,1/14/2022,0,0,4655
11453,5775,11,Pregnacy,9/20/2021,34.2,28.9,18,1,198,139,1,139,139,MIGUEL-MOISES,DECLARATION,0,11/18/2021,38.5,0,6425
11455,1955,12,Pregnacy,9/2/2021,35.5,35.7,-1,1,216,97,4,97,97,MIGUEL-URIEL,FASTDRAW,0,12/30/2021,37.8,0,7056
11457,6911,7,Heat,1/23/2022,41.7,48.2,-13,1,73,41,0,0,0,0,0,0,0,0,0,2683
11458,1753,10,Insemination,11/12/2021,40.3,36.5,11,1,145,3,3,3,0,MIGUEL-JAIME,FASTDRAW,0,4/3/2022,0,0,5174
11459,7160,12,Pregnacy,8/27/2021,33.1,37.2,-11,1,222,120,3,120,120,MIGUEL-JAIME,VIEWPOINT,0,12/7/2021,33.8,0,6695
11460,2423,10,Pregnacy,12/5/2021,37.8,33.7,12,1,122,72,1,72,72,MIGUEL-JAIME,DECLARATION,0,1/24/2022,0,0,3860
11461,7145,12,Pregnacy,8/27/2021,36.4,33.1,10,1,222,143,2,143,143,MIGUEL-JAIME,MUSTSEE,0,11/14/2021,39.5,0,7443
11462,7499,11,Pregnacy,10/7/2021,44.9,39.5,14,1,181,106,2,106,106,MIGUEL-JAIME,MARADONA,0,12/21/2021,44.5,0,5572
11464,4785,10,Pregnacy,11/29/2021,44,36.9,19,1,128,45,1,45,45,MIGUEL-JAIME,DECLARATION,0,2/20/2022,0,0,4563
11465,6978,11,Pregnacy,10/6/2021,30.8,30.1,2,1,182,124,1,124,124,MIGUEL-JAIME,DECLARATION,0,12/3/2021,0,0,4613
11466,1646,12,Pregnacy,8/13/2021,42.4,43,-1,1,236,145,2,145,145,MIGUEL-JAIME,MUSTSEE,0,11/12/2021,40.7,0,8445
11467,6247,10,Pregnacy,11/21/2021,38.9,36.3,7,1,136,89,1,89,89,MIGUEL-JAIME,CHANDLER,0,1/7/2022,0,0,4553
11469,6909,12,Pregnacy,8/22/2021,31.9,30.6,4,1,227,146,2,146,146,MIGUEL-MOISES,EXPO,0,11/11/2021,32.2,0,6252
11470,5100,14,Pregnacy,9/25/2021,25.3,25.9,-2,1,193,138,1,138,138,MIGUEL-JAIME,DECLARATION,0,11/19/2021,27.7,0,4535
11471,7797,10,Insemination,12/8/2021,31.9,30,7,1,119,36,2,36,0,MIGUEL-JAIME,FASTDRAW,0,3/1/2022,0,0,3305
11475,7893,9,Insemination,12/18/2021,16.2,29.2,-44,1,109,19,2,19,0,MIGUEL-JAIME,FASTDRAW,0,3/18/2022,0,0,2850
11479,0,10,Pregnacy,11/24/2021,0,34.5,0,1,133,73,1,73,73,MIGUEL-JAIME,DECLARATION,0,1/23/2022,0,0,3562
11480,5324,12,Pregnacy,8/14/2021,33.6,28,20,1,235,152,2,152,152,MIGUEL-JAIME,MARADONA,0,11/5/2021,34.3,0,7095
11481,2505,12,Pregnacy,8/1/2021,46.8,42.2,11,1,248,153,2,153,153,MIGUEL-URIEL,UNCHARTED,0,11/4/2021,40.3,0,8706
11482,4796,11,Pregnacy,10/1/2021,36.4,34.6,5,1,187,123,1,123,123,JUAN DELGADO-JAIME,DECLARATION,0,12/4/2021,39.7,0,6211
11483,6015,11,Pregnacy,9/29/2021,34.3,31.2,10,1,189,79,2,79,79,MIGUEL-JAIME,KEYNOTE,0,1/17/2022,37.6,0,6038
11484,2121,16,Pregnacy,8/22/2021,31.3,28.9,8,1,227,174,1,174,174,MIGUEL-MAURICIO,501HO15427,0,10/14/2021,37.4,0,7477
11487,7526,11,Pregnacy,10/6/2021,42.7,39.4,8,1,182,123,1,123,123,JUAN DELGADO-JAIME,DECLARATION,0,12/4/2021,0,0,5412
11488,0,11,Pregnacy,9/28/2021,0,0,0,1,190,70,4,70,70,MIGUEL-JAIME,FASTDRAW,0,1/26/2022,43.6,0,5426
11489,6196,8,Insemination,1/3/2022,24,42.1,-43,1,93,17,2,17,0,MIGUEL-JAIME,FALCO,0,3/20/2022,0,0,3582
11492,245,12,Pregnacy,8/28/2021,46.4,39.6,17,1,221,166,1,166,166,MIGUEL-MAURICIO,501HO15427,0,10/22/2021,39.1,0,8014
11493,6811,8,Insemination,12/30/2021,18.4,43.7,-58,1,97,0,2,0,0,MIGUEL-JAIME,OGDEN,0,4/6/2022,0,0,3324
11494,1591,11,Pregnacy,9/22/2021,41.7,40.8,2,1,196,92,2,92,92,MIGUEL-JAIME,MARADONA,0,1/4/2022,46.5,0,7200
11495,6697,14,Pregnacy,8/10/2021,28.7,23.2,24,1,239,161,2,161,161,MIGUEL-JAIME,EXPO,0,10/27/2021,32.6,0,6405
11496,7343,10,Pregnacy,11/28/2021,34.1,32.6,4,1,129,52,2,52,52,MIGUEL-JAIME,MARADONA,0,2/13/2022,0,0,3806
11497,0,3,Labor,1/20/2022,0,14.4,0,1,76,0,0,0,0,0,0,0,0,0,0,1309
11498,6390,10,Insemination,11/23/2021,36.7,32.7,12,1,134,21,2,21,0,MIGUEL-JAIME,FASTDRAW,0,3/16/2022,0,0,4292
11501,7921,9,Pregnacy,12/22/2021,18.1,36.6,-51,1,105,53,1,53,53,MVZ ROGELIO-JAIME,MUSTSEE,0,2/12/2022,0,0,3432
11502,5345,11,Pregnacy,9/14/2021,38.7,34.1,13,1,204,155,1,155,155,MIGUEL-JAIME,501HO15427,0,11/2/2021,36.9,0,6716
11503,6682,11,Insemination,10/14/2021,44.2,42.8,3,1,174,38,3,38,0,MIGUEL-JAIME,MARADONA,1,2/27/2022,42.2,0,5458
11504,5488,6,Heat,2/9/2022,30.2,28.1,8,1,56,16,0,0,0,0,0,0,0,0,0,1366
11505,2874,10,Pregnacy,11/15/2021,31,30.2,3,1,142,82,1,82,82,MIGUEL-JAIME,CHANDLER,0,1/14/2022,0,0,3753
11506,0,12,Pregnacy,9/5/2021,0,0,0,1,213,152,1,152,152,MIGUEL-JAIME,501HO15427,0,11/5/2021,40.5,0,6217
11508,7120,11,Pregnacy,9/13/2021,30.1,28.4,6,1,205,114,2,114,114,MIGUEL-JAIME,FASTDRAW,0,12/13/2021,33.5,0,5718
11510,6816,10,Abortion,11/15/2021,49.6,42.6,16,1,142,73,2,73,0,MIGUEL-JAIME,KEYNOTE,1,1/23/2022,0,0,5773
11513,7239,7,Insemination,1/12/2022,33.1,36.1,-8,1,84,34,1,34,0,MIGUEL-MAURICIO,DECLARATION,0,3/3/2022,0,0,2531
11514,6000,11,Pregnacy,10/24/2021,35.3,37.7,-6,1,164,106,1,106,106,MIGUEL-JAIME,SCRAPPLE,0,12/21/2021,0,0,3414
11515,3049,11,Pregnacy,9/20/2021,0,0,0,1,198,61,4,61,61,MIGUEL-JAIME,EXPRESSO,0,2/4/2022,47.1,0,4900
11516,6419,11,Pregnacy,9/27/2021,31.6,28.7,10,1,191,117,2,117,117,MIGUEL-JAIME,KEYNOTE,0,12/10/2021,33.5,0,5500
11517,4826,7,Insemination,1/31/2022,34.5,35.3,-2,1,65,12,1,12,0,MIGUEL-JAIME,DECLARATION,0,3/25/2022,0,0,1963
11519,6177,16,Pregnacy,8/24/2021,29,27.8,5,1,225,178,1,178,178,MIGUEL-MAURICIO,501HO15427,0,10/10/2021,37.3,0,7219
11522,6560,3,Pregnacy,9/27/2021,25.2,37.6,-33,1,191,137,1,137,137,MIGUEL-JAIME,DECLARATION,0,11/20/2021,39.9,0,6244
11524,6792,11,Pregnacy,10/12/2021,32.9,27.8,18,1,176,126,1,126,126,MIGUEL-JAIME,BACKROAD SEX.,0,12/1/2021,34.5,0,4550
11527,5837,11,Pregnacy,10/26/2021,36.1,29.8,21,1,162,66,2,66,66,MIGUEL-JAIME,KEYNOTE,0,1/30/2022,36.5,0,4364
11528,1721,11,Pregnacy,9/10/2021,38.9,36.1,8,1,208,143,1,143,143,MIGUEL-JAIME,501HO15427,0,11/14/2021,40.4,0,7342
11529,0,11,Pregnacy,11/2/2021,0,0,0,1,155,103,1,103,103,MIGUEL-JAIME,SCRAPPLE,0,12/24/2021,0,0,3667
11530,6581,12,Pregnacy,9/2/2021,50.1,27.4,83,1,216,131,2,131,131,MIGUEL-JAIME,UNCHARTED,0,11/26/2021,40.1,0,7447
11531,6028,12,Pregnacy,9/7/2021,35.8,28.9,24,1,211,106,3,106,106,MIGUEL-JAIME,MARADONA,0,12/21/2021,0,0,3938
11532,6195,11,Pregnacy,10/13/2021,0,0,0,1,175,73,2,73,73,MIGUEL-JAIME,MARADONA,0,1/23/2022,0,0,2180
11533,7002,11,Pregnacy,10/22/2021,34.9,39.5,-12,1,166,85,2,85,85,MIGUEL-JAIME,MUSTSEE,0,1/11/2022,39.9,0,5335
11534,264,11,Pregnacy,11/3/2021,45.6,42.2,8,1,154,60,2,60,60,JUAN DELGADO-JAIME,MARADONA,0,2/5/2022,54.1,0,6134
11535,6566,11,Pregnacy,9/26/2021,35.6,37.6,-5,1,192,50,2,50,50,MIGUEL-JAIME,KEYNOTE,1,2/15/2022,37.5,0,5924
11536,7820,10,Insemination,12/12/2021,41.5,43.3,-4,1,115,5,2,5,0,MIGUEL-JAIME,OGDEN,0,4/1/2022,0,0,4038
11538,7064,11,Insemination,10/29/2021,41.3,36.8,12,1,159,38,2,38,0,MIGUEL-JAIME,MARADONA,0,2/27/2022,0,0,4382
11540,5583,5,Heat,3/7/2022,35.1,31.3,12,1,30,4,0,0,0,0,0,0,0,0,0,734
11541,5008,11,Pregnacy,9/24/2021,40.8,41.4,-1,1,194,146,1,146,146,MIGUEL-MOISES,POPSTAR,0,11/11/2021,44.1,0,7397
11542,3600,12,Pregnacy,9/4/2021,38.8,39,0,1,214,153,1,153,153,MIGUEL-MOISES,UNCHARTED,0,11/4/2021,40.7,0,7590
11543,0,11,Insemination,9/29/2021,0,0,0,1,189,36,4,36,0,MIGUEL-JAIME,MARADONA,0,3/1/2022,43.9,0,6673
11544,1947,12,Pregnacy,7/21/2021,31.6,31.3,1,1,259,90,5,90,90,MIGUEL-URIEL,INFOCUS GOLD,0,1/6/2022,30.5,0,6714
11545,6971,11,Pregnacy,10/5/2021,19.2,42.2,-55,1,183,88,3,88,88,MIGUEL-JAIME,VIEWPOINT,0,1/8/2022,0,0,5382
11547,5983,11,Insemination,10/25/2021,19.9,33.2,-40,1,163,31,3,31,0,MIGUEL-JAIME,EXPO,1,3/6/2022,44.4,0,5497
11548,8037,7,Insemination,1/21/2022,35.4,35.1,1,1,75,19,1,19,0,MIGUEL-JAIME,HEINSOHN,0,3/18/2022,0,0,2178
11550,3528,5,Labor,2/25/2022,33.6,30.9,9,1,40,0,0,0,0,0,0,0,0,0,0,904
11553,5361,11,Pregnacy,10/2/2021,37.2,38.5,-3,1,186,132,1,132,132,ROGELIO-MAURICIO,BACKROAD SEX.,0,11/25/2021,42.3,0,6530
11554,5000,12,Pregnacy,8/27/2021,36.7,33,11,1,222,166,1,166,166,MIGUEL-MAURICIO,501HO15427,0,10/22/2021,40.6,0,7817
11555,7919,10,Pregnacy,11/22/2021,20.1,46.7,-57,1,135,57,2,57,57,MIGUEL-JAIME,MARADONA,0,2/8/2022,0,0,4361
11557,7305,10,Pregnacy,11/25/2021,19.2,38.4,-50,1,132,74,1,74,74,JUAN DELGADO-JAIME,DECLARATION,0,1/22/2022,0,0,4479
11558,1008,12,Pregnacy,9/7/2021,35.1,35.6,-1,1,211,118,3,118,118,MVZ ROGELIO-URIEL,KEYNOTE,0,12/9/2021,37.4,0,6695
11559,5813,11,Pregnacy,9/26/2021,42.1,40.2,5,1,192,61,3,61,61,MIGUEL-JAIME,EXPRESSO,0,2/4/2022,42.1,0,7017
11560,688,11,Insemination,11/4/2021,38.9,39.5,-2,1,153,28,4,28,0,MIGUEL-JAIME,EXPO,0,3/9/2022,44.9,0,5484
11561,7477,10,Abortion,11/7/2021,39.2,39,0,1,150,73,2,73,0,MIGUEL-JAIME,MUSTSEE,1,1/23/2022,41.9,0,4307
11562,7251,8,Pregnacy,12/25/2021,19.1,38.3,-50,1,102,40,1,40,40,MIGUEL-JAIME,DECLARATION,0,2/25/2022,0,0,3418
11564,2907,11,Pregnacy,9/18/2021,33.4,40.4,-17,1,200,85,3,85,85,MIGUEL-JAIME,MUSTSEE,0,1/11/2022,40,0,6521
11565,965,11,Abortion,9/24/2021,0,0,0,1,194,71,4,71,0,MIGUEL-JAIME,MARADONA,1,1/25/2022,0,0,1254
11566,6852,11,Pregnacy,11/1/2021,32.5,37.8,-14,1,156,55,2,55,55,MIGUEL-URIEL,KEYNOTE,0,2/10/2022,39,0,4939
11567,559,11,Pregnacy,10/7/2021,32.7,31.2,5,1,181,124,1,124,124,MIGUEL-JAIME,DECLARATION,0,12/3/2021,0,0,4797
11568,832,8,Pregnacy,12/27/2021,19.7,42.4,-53,1,100,53,1,53,53,MVZ ROGELIO-JAIME,MARADONA,0,2/12/2022,0,0,3437
