"vaca","estado","estado_ginecol","fecha_de_naci","lact_n","del","inseminacion_lac_1","inseminacion_lac_2","inseminacion_lac_3","inseminacion_lac_4","inseminacion_lac_5","inseminacion_lac_6","inseminacion_lac_7","inseminacion_lac_8","inseminacion_lac_9"
12570,"ordeno","inseminacion","2/25/2020",1,85,1,-1,-1,-1,-1,-1,-1,-1,-1
12572,"ordeno","parto","2/25/2020",1,32,0,-1,-1,-1,-1,-1,-1,-1,-1
12573,"ordeno","prenez","2/25/2020",1,130,2,-1,-1,-1,-1,-1,-1,-1,-1
12575,"ordeno","prenez","2/26/2020",1,114,1,-1,-1,-1,-1,-1,-1,-1,-1
12576,"ordeno","inseminacion","2/26/2020",1,90,1,-1,-1,-1,-1,-1,-1,-1,-1
12578,"ordeno","celo","2/26/2020",1,37,0,-1,-1,-1,-1,-1,-1,-1,-1
12579,"ordeno","prenez","2/26/2020",1,118,2,-1,-1,-1,-1,-1,-1,-1,-1
12583,"ordeno","parto","2/26/2020",1,36,0,-1,-1,-1,-1,-1,-1,-1,-1
12588,"ordeno","parto","2/27/2020",1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
12589,"ordeno","prenez","2/27/2020",1,95,1,-1,-1,-1,-1,-1,-1,-1,-1
12590,"ordeno","parto","2/27/2020",1,17,0,-1,-1,-1,-1,-1,-1,-1,-1
12593,"ordeno","inseminacion","2/28/2020",1,81,1,-1,-1,-1,-1,-1,-1,-1,-1
12594,"ordeno","inseminacion","2/28/2020",1,82,1,-1,-1,-1,-1,-1,-1,-1,-1
12595,"ordeno","parto","2/29/2020",1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
12596,"ordeno","prenez","3/1/2020",1,144,2,-1,-1,-1,-1,-1,-1,-1,-1
12598,"ordeno","prenez","3/1/2020",1,127,1,-1,-1,-1,-1,-1,-1,-1,-1
12600,"ordeno","parto","3/1/2020",1,25,0,-1,-1,-1,-1,-1,-1,-1,-1
12601,"ordeno","parto","3/1/2020",1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
12604,"ordeno","inseminacion","3/2/2020",1,63,1,-1,-1,-1,-1,-1,-1,-1,-1
12605,"ordeno","parto","3/2/2020",1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
12606,"ordeno","celo","3/3/2020",1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
12607,"ordeno","prenez","3/3/2020",1,111,1,-1,-1,-1,-1,-1,-1,-1,-1
12608,"ordeno","prenez","3/3/2020",1,106,1,-1,-1,-1,-1,-1,-1,-1,-1
12611,"ordeno","inseminacion","3/3/2020",1,77,1,-1,-1,-1,-1,-1,-1,-1,-1
12614,"ordeno","inseminacion","3/4/2020",1,66,1,-1,-1,-1,-1,-1,-1,-1,-1
12616,"ordeno","parto","3/4/2020",1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
12617,"ordeno","celo","3/4/2020",1,37,0,-1,-1,-1,-1,-1,-1,-1,-1
12618,"ordeno","parto","3/4/2020",1,56,0,-1,-1,-1,-1,-1,-1,-1,-1
12620,"ordeno","parto","3/5/2020",1,48,0,-1,-1,-1,-1,-1,-1,-1,-1
12623,"ordeno","parto","3/5/2020",1,32,0,-1,-1,-1,-1,-1,-1,-1,-1
12624,"ordeno","inseminacion","3/5/2020",1,56,1,-1,-1,-1,-1,-1,-1,-1,-1
12625,"ordeno","inseminacion","3/5/2020",1,63,1,-1,-1,-1,-1,-1,-1,-1,-1
12627,"ordeno","inseminacion","3/5/2020",1,96,2,-1,-1,-1,-1,-1,-1,-1,-1
12628,"ordeno","inseminacion","3/5/2020",1,56,1,-1,-1,-1,-1,-1,-1,-1,-1
12629,"ordeno","inseminacion","3/5/2020",1,99,3,-1,-1,-1,-1,-1,-1,-1,-1
12631,"ordeno","inseminacion","3/6/2020",1,100,2,-1,-1,-1,-1,-1,-1,-1,-1
12633,"ordeno","prenez","3/6/2020",1,122,2,-1,-1,-1,-1,-1,-1,-1,-1
12634,"ordeno","parto","3/6/2020",1,54,0,-1,-1,-1,-1,-1,-1,-1,-1
12636,"ordeno","prenez","3/6/2020",1,107,1,-1,-1,-1,-1,-1,-1,-1,-1
12640,"ordeno","inseminacion","3/7/2020",1,97,2,-1,-1,-1,-1,-1,-1,-1,-1
12641,"ordeno","parto","3/7/2020",1,9,0,-1,-1,-1,-1,-1,-1,-1,-1
12643,"ordeno","parto","3/7/2020",1,11,0,-1,-1,-1,-1,-1,-1,-1,-1
12644,"ordeno","celo","3/7/2020",1,36,0,-1,-1,-1,-1,-1,-1,-1,-1
12645,"ordeno","inseminacion","3/8/2020",1,64,1,-1,-1,-1,-1,-1,-1,-1,-1
12646,"ordeno","inseminacion","3/8/2020",1,56,1,-1,-1,-1,-1,-1,-1,-1,-1
12647,"ordeno","inseminacion","3/8/2020",1,83,1,-1,-1,-1,-1,-1,-1,-1,-1
12648,"ordeno","inseminacion","3/8/2020",1,92,1,-1,-1,-1,-1,-1,-1,-1,-1
12649,"ordeno","inseminacion","3/8/2020",1,89,1,-1,-1,-1,-1,-1,-1,-1,-1
12650,"ordeno","parto","3/8/2020",1,20,0,-1,-1,-1,-1,-1,-1,-1,-1
12653,"ordeno","inseminacion","3/9/2020",1,67,1,-1,-1,-1,-1,-1,-1,-1,-1
12654,"ordeno","inseminacion","3/9/2020",1,64,1,-1,-1,-1,-1,-1,-1,-1,-1
12658,"ordeno","prenez","3/10/2020",1,138,2,-1,-1,-1,-1,-1,-1,-1,-1
12659,"ordeno","inseminacion","3/10/2020",1,84,2,-1,-1,-1,-1,-1,-1,-1,-1
12660,"ordeno","parto","3/10/2020",1,29,0,-1,-1,-1,-1,-1,-1,-1,-1
12661,"ordeno","inseminacion","3/10/2020",1,72,1,-1,-1,-1,-1,-1,-1,-1,-1
12662,"ordeno","parto","3/10/2020",1,25,0,-1,-1,-1,-1,-1,-1,-1,-1
12665,"ordeno","prenez","3/10/2020",1,88,1,-1,-1,-1,-1,-1,-1,-1,-1
12666,"ordeno","parto","3/10/2020",1,33,0,-1,-1,-1,-1,-1,-1,-1,-1
12667,"ordeno","parto","3/11/2020",1,22,0,-1,-1,-1,-1,-1,-1,-1,-1
12668,"ordeno","inseminacion","3/11/2020",1,71,1,-1,-1,-1,-1,-1,-1,-1,-1
12669,"ordeno","celo","3/11/2020",1,60,0,-1,-1,-1,-1,-1,-1,-1,-1
12671,"ordeno","inseminacion","3/11/2020",1,67,1,-1,-1,-1,-1,-1,-1,-1,-1
12673,"ordeno","parto","3/11/2020",1,64,0,-1,-1,-1,-1,-1,-1,-1,-1
12674,"ordeno","inseminacion","3/11/2020",1,80,2,-1,-1,-1,-1,-1,-1,-1,-1
12675,"ordeno","prenez","3/11/2020",1,109,1,-1,-1,-1,-1,-1,-1,-1,-1
12678,"ordeno","parto","3/12/2020",1,30,0,-1,-1,-1,-1,-1,-1,-1,-1
12679,"ordeno","inseminacion","3/12/2020",1,97,2,-1,-1,-1,-1,-1,-1,-1,-1
12680,"ordeno","parto","3/12/2020",1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
12681,"ordeno","parto","3/13/2020",1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
12684,"ordeno","prenez","3/13/2020",1,111,1,-1,-1,-1,-1,-1,-1,-1,-1
12686,"ordeno","inseminacion","3/14/2020",1,88,1,-1,-1,-1,-1,-1,-1,-1,-1
12688,"ordeno","prenez","3/14/2020",1,107,1,-1,-1,-1,-1,-1,-1,-1,-1
12689,"ordeno","parto","3/14/2020",1,21,0,-1,-1,-1,-1,-1,-1,-1,-1
12690,"ordeno","inseminacion","3/14/2020",1,98,2,-1,-1,-1,-1,-1,-1,-1,-1
12691,"ordeno","parto","3/14/2020",1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
12693,"ordeno","inseminacion","3/14/2020",1,58,1,-1,-1,-1,-1,-1,-1,-1,-1
12694,"ordeno","parto","3/14/2020",1,16,0,-1,-1,-1,-1,-1,-1,-1,-1
12695,"ordeno","parto","3/14/2020",1,18,0,-1,-1,-1,-1,-1,-1,-1,-1
12696,"ordeno","parto","3/14/2020",1,72,0,-1,-1,-1,-1,-1,-1,-1,-1
12699,"ordeno","parto","3/15/2020",1,13,0,-1,-1,-1,-1,-1,-1,-1,-1
12700,"ordeno","celo","3/15/2020",1,66,0,-1,-1,-1,-1,-1,-1,-1,-1
12702,"ordeno","inseminacion","3/16/2020",1,88,1,-1,-1,-1,-1,-1,-1,-1,-1
12703,"ordeno","inseminacion","3/16/2020",1,59,1,-1,-1,-1,-1,-1,-1,-1,-1
12704,"ordeno","inseminacion","3/16/2020",1,65,1,-1,-1,-1,-1,-1,-1,-1,-1
12705,"ordeno","inseminacion","3/16/2020",1,59,1,-1,-1,-1,-1,-1,-1,-1,-1
12707,"ordeno","inseminacion","3/16/2020",1,67,1,-1,-1,-1,-1,-1,-1,-1,-1
12708,"ordeno","parto","3/17/2020",1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
12710,"ordeno","parto","3/17/2020",1,11,0,-1,-1,-1,-1,-1,-1,-1,-1
12713,"ordeno","celo","3/18/2020",1,60,0,-1,-1,-1,-1,-1,-1,-1,-1
12714,"ordeno","inseminacion","3/18/2020",1,56,1,-1,-1,-1,-1,-1,-1,-1,-1
12715,"ordeno","inseminacion","3/18/2020",1,72,2,-1,-1,-1,-1,-1,-1,-1,-1
12718,"ordeno","parto","3/18/2020",1,22,0,-1,-1,-1,-1,-1,-1,-1,-1
12720,"ordeno","parto","3/19/2020",1,65,0,-1,-1,-1,-1,-1,-1,-1,-1
12722,"ordeno","inseminacion","3/19/2020",1,85,2,-1,-1,-1,-1,-1,-1,-1,-1
12724,"ordeno","inseminacion","3/19/2020",1,107,3,-1,-1,-1,-1,-1,-1,-1,-1
12725,"ordeno","inseminacion","3/19/2020",1,64,1,-1,-1,-1,-1,-1,-1,-1,-1
12728,"ordeno","inseminacion","3/20/2020",1,80,2,-1,-1,-1,-1,-1,-1,-1,-1
12729,"ordeno","parto","3/21/2020",1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
12730,"ordeno","inseminacion","3/21/2020",1,70,1,-1,-1,-1,-1,-1,-1,-1,-1
12732,"ordeno","celo","3/21/2020",1,68,0,-1,-1,-1,-1,-1,-1,-1,-1
12733,"ordeno","prenez","3/22/2020",1,106,2,-1,-1,-1,-1,-1,-1,-1,-1
12734,"ordeno","inseminacion","3/22/2020",1,64,1,-1,-1,-1,-1,-1,-1,-1,-1
12736,"ordeno","celo","3/22/2020",1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
12737,"ordeno","parto","3/22/2020",1,21,0,-1,-1,-1,-1,-1,-1,-1,-1
12738,"ordeno","celo","3/22/2020",1,28,0,-1,-1,-1,-1,-1,-1,-1,-1
12739,"ordeno","inseminacion","3/22/2020",1,77,1,-1,-1,-1,-1,-1,-1,-1,-1
12740,"ordeno","parto","3/23/2020",1,9,0,-1,-1,-1,-1,-1,-1,-1,-1
12742,"ordeno","celo","3/24/2020",1,52,0,-1,-1,-1,-1,-1,-1,-1,-1
12744,"ordeno","inseminacion","3/25/2020",1,62,1,-1,-1,-1,-1,-1,-1,-1,-1
12746,"ordeno","inseminacion","3/25/2020",1,78,1,-1,-1,-1,-1,-1,-1,-1,-1
12747,"ordeno","parto","3/26/2020",1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
12748,"ordeno","inseminacion","3/26/2020",1,75,1,-1,-1,-1,-1,-1,-1,-1,-1
12750,"ordeno","prenez","3/28/2020",1,106,2,-1,-1,-1,-1,-1,-1,-1,-1
12751,"ordeno","parto","3/28/2020",1,28,0,-1,-1,-1,-1,-1,-1,-1,-1
12752,"ordeno","inseminacion","3/28/2020",1,72,1,-1,-1,-1,-1,-1,-1,-1,-1
12753,"ordeno","inseminacion","3/29/2020",1,82,1,-1,-1,-1,-1,-1,-1,-1,-1
12754,"ordeno","inseminacion","3/29/2020",1,52,1,-1,-1,-1,-1,-1,-1,-1,-1
12755,"ordeno","parto","3/29/2020",1,8,0,-1,-1,-1,-1,-1,-1,-1,-1
12756,"ordeno","celo","3/30/2020",1,44,0,-1,-1,-1,-1,-1,-1,-1,-1
12758,"ordeno","parto","3/30/2020",1,63,0,-1,-1,-1,-1,-1,-1,-1,-1
12764,"ordeno","inseminacion","3/31/2020",1,74,1,-1,-1,-1,-1,-1,-1,-1,-1
12768,"ordeno","celo","4/1/2020",1,41,0,-1,-1,-1,-1,-1,-1,-1,-1
12769,"ordeno","prenez","4/1/2020",1,109,1,-1,-1,-1,-1,-1,-1,-1,-1
12771,"ordeno","inseminacion","4/2/2020",1,110,1,-1,-1,-1,-1,-1,-1,-1,-1
12773,"ordeno","inseminacion","4/2/2020",1,72,1,-1,-1,-1,-1,-1,-1,-1,-1
12774,"ordeno","celo","4/2/2020",1,39,0,-1,-1,-1,-1,-1,-1,-1,-1
12775,"ordeno","inseminacion","4/3/2020",1,73,1,-1,-1,-1,-1,-1,-1,-1,-1
12777,"ordeno","parto","4/3/2020",1,5,0,-1,-1,-1,-1,-1,-1,-1,-1
12779,"ordeno","inseminacion","4/4/2020",1,67,1,-1,-1,-1,-1,-1,-1,-1,-1
12780,"ordeno","prenez","4/4/2020",1,107,1,-1,-1,-1,-1,-1,-1,-1,-1
12781,"ordeno","parto","4/4/2020",1,31,0,-1,-1,-1,-1,-1,-1,-1,-1
12782,"ordeno","parto","4/4/2020",1,36,0,-1,-1,-1,-1,-1,-1,-1,-1
12784,"ordeno","inseminacion","4/4/2020",1,60,1,-1,-1,-1,-1,-1,-1,-1,-1
12787,"ordeno","parto","4/4/2020",1,37,0,-1,-1,-1,-1,-1,-1,-1,-1
12791,"ordeno","inseminacion","4/5/2020",1,66,1,-1,-1,-1,-1,-1,-1,-1,-1
12793,"ordeno","parto","4/6/2020",1,17,0,-1,-1,-1,-1,-1,-1,-1,-1
12795,"ordeno","celo","4/7/2020",1,48,0,-1,-1,-1,-1,-1,-1,-1,-1
12796,"ordeno","celo","4/7/2020",1,24,0,-1,-1,-1,-1,-1,-1,-1,-1
12797,"ordeno","pd-inseminacion","4/7/2020",1,118,1,-1,-1,-1,-1,-1,-1,-1,-1
12798,"ordeno","inseminacion","4/7/2020",1,74,1,-1,-1,-1,-1,-1,-1,-1,-1
12800,"ordeno","parto","4/8/2020",1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
12801,"ordeno","prenez","4/8/2020",1,84,1,-1,-1,-1,-1,-1,-1,-1,-1
12802,"ordeno","inseminacion","4/8/2020",1,67,1,-1,-1,-1,-1,-1,-1,-1,-1
12803,"ordeno","inseminacion","4/9/2020",1,77,1,-1,-1,-1,-1,-1,-1,-1,-1
12809,"ordeno","inseminacion","4/10/2020",1,57,1,-1,-1,-1,-1,-1,-1,-1,-1
12810,"ordeno","parto","4/10/2020",1,20,0,-1,-1,-1,-1,-1,-1,-1,-1
12812,"ordeno","inseminacion","4/10/2020",1,68,1,-1,-1,-1,-1,-1,-1,-1,-1
12813,"ordeno","parto","4/10/2020",1,58,0,-1,-1,-1,-1,-1,-1,-1,-1
12815,"ordeno","inseminacion","4/10/2020",1,71,1,-1,-1,-1,-1,-1,-1,-1,-1
12817,"ordeno","parto","4/12/2020",1,23,0,-1,-1,-1,-1,-1,-1,-1,-1
12819,"ordeno","parto","4/12/2020",1,44,0,-1,-1,-1,-1,-1,-1,-1,-1
12821,"ordeno","inseminacion","4/12/2020",1,81,1,-1,-1,-1,-1,-1,-1,-1,-1
12824,"ordeno","inseminacion","4/13/2020",1,56,1,-1,-1,-1,-1,-1,-1,-1,-1
12825,"ordeno","inseminacion","4/13/2020",1,63,1,-1,-1,-1,-1,-1,-1,-1,-1
12832,"ordeno","parto","4/13/2020",1,16,0,-1,-1,-1,-1,-1,-1,-1,-1
12833,"ordeno","celo","4/14/2020",1,47,0,-1,-1,-1,-1,-1,-1,-1,-1
12834,"ordeno","inseminacion","4/14/2020",1,82,2,-1,-1,-1,-1,-1,-1,-1,-1
12836,"ordeno","parto","4/14/2020",1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
12837,"ordeno","parto","4/15/2020",1,74,0,-1,-1,-1,-1,-1,-1,-1,-1
12840,"ordeno","parto","4/15/2020",1,19,0,-1,-1,-1,-1,-1,-1,-1,-1
12841,"ordeno","celo","4/16/2020",1,35,0,-1,-1,-1,-1,-1,-1,-1,-1
12842,"ordeno","parto","4/16/2020",1,33,0,-1,-1,-1,-1,-1,-1,-1,-1
12844,"ordeno","parto","4/16/2020",1,35,0,-1,-1,-1,-1,-1,-1,-1,-1
12849,"ordeno","inseminacion","4/17/2020",1,64,1,-1,-1,-1,-1,-1,-1,-1,-1
12850,"ordeno","inseminacion","4/17/2020",1,66,1,-1,-1,-1,-1,-1,-1,-1,-1
12853,"ordeno","inseminacion","4/17/2020",1,88,2,-1,-1,-1,-1,-1,-1,-1,-1
12854,"ordeno","inseminacion","4/17/2020",1,84,1,-1,-1,-1,-1,-1,-1,-1,-1
12857,"ordeno","parto","4/18/2020",1,54,0,-1,-1,-1,-1,-1,-1,-1,-1
12860,"ordeno","parto","4/19/2020",1,10,0,-1,-1,-1,-1,-1,-1,-1,-1
12861,"ordeno","inseminacion","4/19/2020",1,77,2,-1,-1,-1,-1,-1,-1,-1,-1
12863,"ordeno","prenez","4/19/2020",1,103,1,-1,-1,-1,-1,-1,-1,-1,-1
12865,"ordeno","parto","4/19/2020",1,15,0,-1,-1,-1,-1,-1,-1,-1,-1
12870,"ordeno","parto","4/21/2020",1,8,0,-1,-1,-1,-1,-1,-1,-1,-1
12871,"ordeno","parto","4/21/2020",1,13,0,-1,-1,-1,-1,-1,-1,-1,-1
12872,"ordeno","parto","4/21/2020",1,42,0,-1,-1,-1,-1,-1,-1,-1,-1
12874,"ordeno","parto","4/21/2020",1,54,0,-1,-1,-1,-1,-1,-1,-1,-1
12880,"ordeno","parto","4/23/2020",1,30,0,-1,-1,-1,-1,-1,-1,-1,-1
12882,"ordeno","parto","4/23/2020",1,29,0,-1,-1,-1,-1,-1,-1,-1,-1
12883,"ordeno","parto","4/23/2020",1,22,0,-1,-1,-1,-1,-1,-1,-1,-1
12886,"ordeno","inseminacion","4/23/2020",1,78,1,-1,-1,-1,-1,-1,-1,-1,-1
12887,"ordeno","parto","4/24/2020",1,17,0,-1,-1,-1,-1,-1,-1,-1,-1
12889,"ordeno","inseminacion","4/25/2020",1,50,1,-1,-1,-1,-1,-1,-1,-1,-1
12893,"ordeno","inseminacion","4/26/2020",1,73,1,-1,-1,-1,-1,-1,-1,-1,-1
12894,"ordeno","parto","4/26/2020",1,37,0,-1,-1,-1,-1,-1,-1,-1,-1
12895,"ordeno","inseminacion","4/26/2020",1,81,1,-1,-1,-1,-1,-1,-1,-1,-1
12899,"ordeno","parto","4/26/2020",1,15,0,-1,-1,-1,-1,-1,-1,-1,-1
12900,"ordeno","parto","4/26/2020",1,23,0,-1,-1,-1,-1,-1,-1,-1,-1
12902,"ordeno","parto","4/27/2020",1,36,0,-1,-1,-1,-1,-1,-1,-1,-1
12903,"ordeno","parto","4/27/2020",1,62,0,-1,-1,-1,-1,-1,-1,-1,-1
12906,"ordeno","inseminacion","4/27/2020",1,87,1,-1,-1,-1,-1,-1,-1,-1,-1
12911,"ordeno","parto","4/27/2020",1,29,0,-1,-1,-1,-1,-1,-1,-1,-1
12913,"ordeno","parto","4/28/2020",1,11,0,-1,-1,-1,-1,-1,-1,-1,-1
12917,"ordeno","parto","4/29/2020",1,25,0,-1,-1,-1,-1,-1,-1,-1,-1
12918,"ordeno","inseminacion","4/29/2020",1,58,1,-1,-1,-1,-1,-1,-1,-1,-1
12922,"ordeno","parto","4/30/2020",1,10,0,-1,-1,-1,-1,-1,-1,-1,-1
12924,"ordeno","inseminacion","4/30/2020",1,85,1,-1,-1,-1,-1,-1,-1,-1,-1
12932,"ordeno","parto","5/3/2020",1,25,0,-1,-1,-1,-1,-1,-1,-1,-1
12936,"ordeno","parto","5/5/2020",1,33,0,-1,-1,-1,-1,-1,-1,-1,-1
12937,"ordeno","parto","5/6/2020",1,13,0,-1,-1,-1,-1,-1,-1,-1,-1
12938,"ordeno","inseminacion","5/7/2020",1,58,1,-1,-1,-1,-1,-1,-1,-1,-1
12946,"ordeno","parto","5/8/2020",1,13,0,-1,-1,-1,-1,-1,-1,-1,-1
12950,"ordeno","parto","5/9/2020",1,27,0,-1,-1,-1,-1,-1,-1,-1,-1
12951,"ordeno","parto","5/10/2020",1,15,0,-1,-1,-1,-1,-1,-1,-1,-1
12952,"ordeno","parto","5/10/2020",1,36,0,-1,-1,-1,-1,-1,-1,-1,-1
12962,"ordeno","inseminacion","5/12/2020",1,57,1,-1,-1,-1,-1,-1,-1,-1,-1
12963,"ordeno","parto","5/12/2020",1,27,0,-1,-1,-1,-1,-1,-1,-1,-1
12964,"ordeno","celo","5/12/2020",1,41,0,-1,-1,-1,-1,-1,-1,-1,-1
12967,"ordeno","celo","5/13/2020",1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
12968,"ordeno","parto","5/13/2020",1,35,0,-1,-1,-1,-1,-1,-1,-1,-1
12969,"ordeno","parto","5/13/2020",1,19,0,-1,-1,-1,-1,-1,-1,-1,-1
12971,"ordeno","parto","5/14/2020",1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
12972,"ordeno","inseminacion","5/15/2020",1,49,1,-1,-1,-1,-1,-1,-1,-1,-1
12974,"ordeno","celo","5/15/2020",1,31,0,-1,-1,-1,-1,-1,-1,-1,-1
12979,"ordeno","celo","5/15/2020",1,36,0,-1,-1,-1,-1,-1,-1,-1,-1
12982,"ordeno","parto","5/16/2020",1,15,0,-1,-1,-1,-1,-1,-1,-1,-1
12992,"ordeno","parto","5/20/2020",1,22,0,-1,-1,-1,-1,-1,-1,-1,-1
12994,"ordeno","parto","5/20/2020",1,9,0,-1,-1,-1,-1,-1,-1,-1,-1
13005,"ordeno","parto","5/24/2020",1,11,0,-1,-1,-1,-1,-1,-1,-1,-1
13010,"ordeno","parto","5/26/2020",1,24,0,-1,-1,-1,-1,-1,-1,-1,-1
13013,"ordeno","celo","5/26/2020",1,42,0,-1,-1,-1,-1,-1,-1,-1,-1
13014,"ordeno","celo","5/26/2020",1,25,0,-1,-1,-1,-1,-1,-1,-1,-1
13015,"ordeno","celo","5/27/2020",1,43,0,-1,-1,-1,-1,-1,-1,-1,-1
13016,"ordeno","parto","5/27/2020",1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
13017,"ordeno","parto","5/27/2020",1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
13026,"ordeno","celo","5/29/2020",1,53,0,-1,-1,-1,-1,-1,-1,-1,-1
13033,"ordeno","parto","5/30/2020",1,11,0,-1,-1,-1,-1,-1,-1,-1,-1
13036,"ordeno","inseminacion","10/29/2011",8,117,3,6,2,4,5,3,1,2,-1
13038,"ordeno","parto","5/31/2020",1,49,0,-1,-1,-1,-1,-1,-1,-1,-1
13039,"ordeno","parto","5/31/2020",1,42,0,-1,-1,-1,-1,-1,-1,-1,-1
13043,"ordeno","parto","6/1/2020",1,18,0,-1,-1,-1,-1,-1,-1,-1,-1
13046,"ordeno","parto","6/2/2020",1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
13054,"ordeno","celo","6/3/2020",1,41,0,-1,-1,-1,-1,-1,-1,-1,-1
13055,"ordeno","celo","6/3/2020",1,50,0,-1,-1,-1,-1,-1,-1,-1,-1
13057,"ordeno","parto","6/4/2020",1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
13058,"ordeno","parto","6/4/2020",1,21,0,-1,-1,-1,-1,-1,-1,-1,-1
13059,"ordeno","parto","6/4/2020",1,35,0,-1,-1,-1,-1,-1,-1,-1,-1
13070,"ordeno","parto","6/7/2020",1,20,0,-1,-1,-1,-1,-1,-1,-1,-1
13083,"ordeno","parto","6/11/2020",1,4,0,-1,-1,-1,-1,-1,-1,-1,-1
13084,"ordeno","celo","6/12/2020",1,39,0,-1,-1,-1,-1,-1,-1,-1,-1
13091,"ordeno","parto","6/13/2020",1,23,0,-1,-1,-1,-1,-1,-1,-1,-1
13093,"ordeno","parto","6/14/2020",1,10,0,-1,-1,-1,-1,-1,-1,-1,-1
13104,"ordeno","inseminacion","6/16/2020",1,59,1,-1,-1,-1,-1,-1,-1,-1,-1
13105,"ordeno","celo","6/16/2020",1,29,0,-1,-1,-1,-1,-1,-1,-1,-1
13106,"ordeno","parto","6/16/2020",1,11,0,-1,-1,-1,-1,-1,-1,-1,-1
13111,"ordeno","celo","6/17/2020",1,39,0,-1,-1,-1,-1,-1,-1,-1,-1
13115,"ordeno","inseminacion","6/18/2020",1,50,1,-1,-1,-1,-1,-1,-1,-1,-1
13117,"ordeno","inseminacion","6/19/2020",1,57,1,-1,-1,-1,-1,-1,-1,-1,-1
13119,"ordeno","parto","6/20/2020",1,15,0,-1,-1,-1,-1,-1,-1,-1,-1
13124,"ordeno","celo","6/21/2020",1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
13125,"ordeno","parto","6/21/2020",1,11,0,-1,-1,-1,-1,-1,-1,-1,-1
13131,"ordeno","celo","6/23/2020",1,46,0,-1,-1,-1,-1,-1,-1,-1,-1
13136,"ordeno","parto","6/24/2020",1,25,0,-1,-1,-1,-1,-1,-1,-1,-1
13140,"ordeno","parto","6/25/2020",1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
13147,"ordeno","parto","6/28/2020",1,16,0,-1,-1,-1,-1,-1,-1,-1,-1
13149,"ordeno","inseminacion","6/28/2020",1,53,1,-1,-1,-1,-1,-1,-1,-1,-1
13153,"ordeno","parto","6/30/2020",1,29,0,-1,-1,-1,-1,-1,-1,-1,-1
13154,"ordeno","parto","6/30/2020",1,21,0,-1,-1,-1,-1,-1,-1,-1,-1
13195,"ordeno","parto","7/10/2020",1,30,0,-1,-1,-1,-1,-1,-1,-1,-1
13196,"ordeno","parto","7/11/2020",1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
13206,"ordeno","parto","7/16/2020",1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
13207,"ordeno","parto","7/16/2020",1,10,0,-1,-1,-1,-1,-1,-1,-1,-1
13246,"ordeno","parto","7/28/2020",1,32,0,-1,-1,-1,-1,-1,-1,-1,-1
13286,"ordeno","parto","8/4/2020",1,14,0,-1,-1,-1,-1,-1,-1,-1,-1
13292,"ordeno","celo","8/7/2020",1,41,0,-1,-1,-1,-1,-1,-1,-1,-1
13316,"ordeno","parto","8/12/2020",1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
13406,"ordeno","prenez","2/3/2012",8,240,3,6,2,4,1,1,2,1,-1
13639,"ordeno","inseminacion","6/1/2012",8,60,3,1,8,1,1,7,1,1,-1
14302,"ordeno","prenez","11/2/2012",6,333,5,4,1,4,5,5,-1,-1,-1
14548,"ordeno","prenez","12/22/2012",7,202,4,3,1,5,3,1,6,-1,-1
14598,"ordeno","celo","1/2/2013",8,111,4,1,3,1,2,4,1,0,-1
14661,"ordeno","pd-inseminacion","1/19/2013",7,183,3,1,4,1,6,7,3,-1,-1
14670,"ordeno","inseminacion","1/21/2013",6,250,4,6,1,2,5,4,-1,-1,-1
14701,"ordeno","inseminacion","1/31/2013",8,199,2,1,1,2,2,1,2,3,-1
15009,"ordeno","prenez","1/1/2016",4,257,6,6,1,2,-1,-1,-1,-1,-1
15012,"ordeno","prenez","1/1/2016",4,311,5,2,11,4,-1,-1,-1,-1,-1
15054,"ordeno","inseminacion","3/15/2018",3,188,2,1,5,-1,-1,-1,-1,-1,-1
15056,"ordeno","prenez","3/2/2018",3,232,1,1,2,-1,-1,-1,-1,-1,-1
15062,"ordeno","prenez","3/1/2018",2,271,10,1,-1,-1,-1,-1,-1,-1,-1
