"vaca","estado","estado_ginecol","fecha_de_naci","lact_n","del","inseminacion_lac_1","inseminacion_lac_2","inseminacion_lac_3","inseminacion_lac_4","inseminacion_lac_5","inseminacion_lac_6","inseminacion_lac_7","inseminacion_lac_8","inseminacion_lac_9"
12132,"ordeno","inseminacion","12/25/2019",1,69,1,-1,-1,-1,-1,-1,-1,-1,-1
12134,"ordeno","inseminacion","12/25/2019",1,119,3,-1,-1,-1,-1,-1,-1,-1,-1
12135,"ordeno","prenez","12/25/2019",1,165,2,-1,-1,-1,-1,-1,-1,-1,-1
12137,"ordeno","prenez","12/26/2019",1,154,1,-1,-1,-1,-1,-1,-1,-1,-1
12138,"ordeno","prenez","12/26/2019",1,103,1,-1,-1,-1,-1,-1,-1,-1,-1
12139,"ordeno","inseminacion","12/26/2019",1,139,2,-1,-1,-1,-1,-1,-1,-1,-1
12140,"ordeno","prenez","12/26/2019",1,203,1,-1,-1,-1,-1,-1,-1,-1,-1
12143,"ordeno","parto","12/26/2019",1,23,0,-1,-1,-1,-1,-1,-1,-1,-1
12144,"ordeno","prenez","12/26/2019",1,135,2,-1,-1,-1,-1,-1,-1,-1,-1
12146,"ordeno","prenez","12/27/2019",1,129,1,-1,-1,-1,-1,-1,-1,-1,-1
12148,"ordeno","prenez","12/27/2019",1,129,2,-1,-1,-1,-1,-1,-1,-1,-1
12149,"ordeno","prenez","12/28/2019",1,124,1,-1,-1,-1,-1,-1,-1,-1,-1
12151,"ordeno","inseminacion","12/28/2019",1,109,1,-1,-1,-1,-1,-1,-1,-1,-1
12152,"ordeno","prenez","12/28/2019",1,157,1,-1,-1,-1,-1,-1,-1,-1,-1
12153,"ordeno","parto","12/28/2019",1,9,0,-1,-1,-1,-1,-1,-1,-1,-1
12156,"ordeno","celo","12/29/2019",1,49,0,-1,-1,-1,-1,-1,-1,-1,-1
12158,"ordeno","parto","12/29/2019",1,35,0,-1,-1,-1,-1,-1,-1,-1,-1
12160,"ordeno","prenez","12/29/2019",1,122,1,-1,-1,-1,-1,-1,-1,-1,-1
12161,"ordeno","inseminacion","12/29/2019",1,83,1,-1,-1,-1,-1,-1,-1,-1,-1
12162,"ordeno","prenez","12/29/2019",1,149,1,-1,-1,-1,-1,-1,-1,-1,-1
12163,"ordeno","prenez","12/29/2019",1,110,1,-1,-1,-1,-1,-1,-1,-1,-1
12164,"ordeno","prenez","12/29/2019",1,108,1,-1,-1,-1,-1,-1,-1,-1,-1
12165,"ordeno","prenez","12/30/2019",1,113,2,-1,-1,-1,-1,-1,-1,-1,-1
12166,"ordeno","inseminacion","12/30/2019",1,81,1,-1,-1,-1,-1,-1,-1,-1,-1
12167,"ordeno","inseminacion","12/30/2019",1,87,1,-1,-1,-1,-1,-1,-1,-1,-1
12168,"ordeno","prenez","12/30/2019",1,141,1,-1,-1,-1,-1,-1,-1,-1,-1
12169,"ordeno","prenez","12/30/2019",1,168,1,-1,-1,-1,-1,-1,-1,-1,-1
12171,"ordeno","prenez","12/30/2019",1,157,2,-1,-1,-1,-1,-1,-1,-1,-1
12174,"ordeno","celo","12/30/2019",1,59,0,-1,-1,-1,-1,-1,-1,-1,-1
12175,"ordeno","inseminacion","12/31/2019",1,106,2,-1,-1,-1,-1,-1,-1,-1,-1
12176,"ordeno","inseminacion","12/31/2019",1,92,2,-1,-1,-1,-1,-1,-1,-1,-1
12178,"ordeno","inseminacion","12/31/2019",1,67,1,-1,-1,-1,-1,-1,-1,-1,-1
12179,"ordeno","inseminacion","1/1/2020",1,75,2,-1,-1,-1,-1,-1,-1,-1,-1
12180,"ordeno","prenez","1/1/2020",1,107,1,-1,-1,-1,-1,-1,-1,-1,-1
12181,"ordeno","prenez","1/1/2020",1,146,2,-1,-1,-1,-1,-1,-1,-1,-1
12186,"ordeno","prenez","1/2/2020",1,162,1,-1,-1,-1,-1,-1,-1,-1,-1
12187,"ordeno","prenez","1/2/2020",1,153,2,-1,-1,-1,-1,-1,-1,-1,-1
12189,"ordeno","prenez","1/3/2020",1,144,1,-1,-1,-1,-1,-1,-1,-1,-1
12190,"ordeno","prenez","1/3/2020",1,158,1,-1,-1,-1,-1,-1,-1,-1,-1
12192,"ordeno","inseminacion","1/3/2020",1,114,2,-1,-1,-1,-1,-1,-1,-1,-1
12195,"ordeno","inseminacion","1/3/2020",1,61,1,-1,-1,-1,-1,-1,-1,-1,-1
12200,"ordeno","inseminacion","1/4/2020",1,91,2,-1,-1,-1,-1,-1,-1,-1,-1
12201,"ordeno","inseminacion","1/4/2020",1,103,1,-1,-1,-1,-1,-1,-1,-1,-1
12203,"ordeno","prenez","1/4/2020",1,148,2,-1,-1,-1,-1,-1,-1,-1,-1
12207,"ordeno","inseminacion","1/5/2020",1,177,6,-1,-1,-1,-1,-1,-1,-1,-1
12209,"ordeno","prenez","1/5/2020",1,146,1,-1,-1,-1,-1,-1,-1,-1,-1
12210,"ordeno","inseminacion","1/5/2020",1,106,3,-1,-1,-1,-1,-1,-1,-1,-1
12211,"ordeno","inseminacion","1/5/2020",1,84,2,-1,-1,-1,-1,-1,-1,-1,-1
12212,"ordeno","inseminacion","1/5/2020",1,157,4,-1,-1,-1,-1,-1,-1,-1,-1
12213,"ordeno","prenez","1/5/2020",1,164,3,-1,-1,-1,-1,-1,-1,-1,-1
12214,"ordeno","parto","1/5/2020",1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
12215,"ordeno","inseminacion","1/5/2020",1,76,1,-1,-1,-1,-1,-1,-1,-1,-1
12216,"ordeno","prenez","1/6/2020",1,145,1,-1,-1,-1,-1,-1,-1,-1,-1
12219,"ordeno","prenez","1/6/2020",1,169,1,-1,-1,-1,-1,-1,-1,-1,-1
12220,"ordeno","prenez","1/6/2020",1,98,1,-1,-1,-1,-1,-1,-1,-1,-1
12221,"ordeno","prenez","1/6/2020",1,139,2,-1,-1,-1,-1,-1,-1,-1,-1
12222,"ordeno","prenez","1/6/2020",1,119,1,-1,-1,-1,-1,-1,-1,-1,-1
12223,"ordeno","prenez","1/6/2020",1,145,1,-1,-1,-1,-1,-1,-1,-1,-1
12224,"ordeno","prenez","1/6/2020",1,159,2,-1,-1,-1,-1,-1,-1,-1,-1
12225,"ordeno","prenez","1/6/2020",1,131,2,-1,-1,-1,-1,-1,-1,-1,-1
12228,"ordeno","inseminacion","1/6/2020",1,122,2,-1,-1,-1,-1,-1,-1,-1,-1
12229,"ordeno","inseminacion","1/6/2020",1,79,1,-1,-1,-1,-1,-1,-1,-1,-1
12231,"ordeno","inseminacion","1/7/2020",1,107,3,-1,-1,-1,-1,-1,-1,-1,-1
12233,"ordeno","prenez","1/7/2020",1,129,1,-1,-1,-1,-1,-1,-1,-1,-1
12234,"ordeno","inseminacion","1/7/2020",1,91,1,-1,-1,-1,-1,-1,-1,-1,-1
12235,"ordeno","prenez","1/7/2020",1,161,1,-1,-1,-1,-1,-1,-1,-1,-1
12236,"ordeno","prenez","1/7/2020",1,134,2,-1,-1,-1,-1,-1,-1,-1,-1
12237,"ordeno","prenez","1/7/2020",1,126,1,-1,-1,-1,-1,-1,-1,-1,-1
12238,"ordeno","prenez","1/7/2020",1,147,2,-1,-1,-1,-1,-1,-1,-1,-1
12239,"ordeno","prenez","1/8/2020",1,139,2,-1,-1,-1,-1,-1,-1,-1,-1
12240,"ordeno","prenez","1/8/2020",1,106,1,-1,-1,-1,-1,-1,-1,-1,-1
12242,"ordeno","inseminacion","1/8/2020",1,108,2,-1,-1,-1,-1,-1,-1,-1,-1
12244,"ordeno","celo","1/8/2020",1,49,0,-1,-1,-1,-1,-1,-1,-1,-1
12246,"ordeno","inseminacion","1/8/2020",1,135,2,-1,-1,-1,-1,-1,-1,-1,-1
12247,"ordeno","prenez","1/8/2020",1,169,1,-1,-1,-1,-1,-1,-1,-1,-1
12248,"ordeno","prenez","1/9/2020",1,144,1,-1,-1,-1,-1,-1,-1,-1,-1
12249,"ordeno","prenez","1/9/2020",1,95,1,-1,-1,-1,-1,-1,-1,-1,-1
12250,"ordeno","prenez","1/9/2020",1,165,1,-1,-1,-1,-1,-1,-1,-1,-1
12251,"ordeno","inseminacion","1/9/2020",1,67,1,-1,-1,-1,-1,-1,-1,-1,-1
12253,"ordeno","inseminacion","1/10/2020",1,101,1,-1,-1,-1,-1,-1,-1,-1,-1
12254,"ordeno","prenez","1/10/2020",1,168,1,-1,-1,-1,-1,-1,-1,-1,-1
12255,"ordeno","prenez","1/10/2020",1,171,1,-1,-1,-1,-1,-1,-1,-1,-1
12256,"ordeno","prenez","1/10/2020",1,145,3,-1,-1,-1,-1,-1,-1,-1,-1
12257,"ordeno","inseminacion","1/10/2020",1,64,1,-1,-1,-1,-1,-1,-1,-1,-1
12258,"ordeno","prenez","1/10/2020",1,173,2,-1,-1,-1,-1,-1,-1,-1,-1
12260,"ordeno","parto","1/10/2020",1,16,0,-1,-1,-1,-1,-1,-1,-1,-1
12261,"ordeno","prenez","1/11/2020",1,150,2,-1,-1,-1,-1,-1,-1,-1,-1
12263,"ordeno","inseminacion","1/11/2020",1,79,1,-1,-1,-1,-1,-1,-1,-1,-1
12264,"ordeno","prenez","1/11/2020",1,170,1,-1,-1,-1,-1,-1,-1,-1,-1
12265,"ordeno","parto","1/11/2020",1,37,0,-1,-1,-1,-1,-1,-1,-1,-1
12266,"ordeno","prenez","1/11/2020",1,153,3,-1,-1,-1,-1,-1,-1,-1,-1
12267,"ordeno","inseminacion","1/11/2020",1,79,2,-1,-1,-1,-1,-1,-1,-1,-1
12270,"ordeno","prenez","1/12/2020",1,158,1,-1,-1,-1,-1,-1,-1,-1,-1
12274,"ordeno","inseminacion","1/12/2020",1,86,1,-1,-1,-1,-1,-1,-1,-1,-1
12276,"ordeno","celo","1/12/2020",1,56,0,-1,-1,-1,-1,-1,-1,-1,-1
12277,"ordeno","inseminacion","1/12/2020",1,70,1,-1,-1,-1,-1,-1,-1,-1,-1
12278,"ordeno","parto","1/12/2020",1,55,0,-1,-1,-1,-1,-1,-1,-1,-1
12279,"ordeno","prenez","1/12/2020",1,126,1,-1,-1,-1,-1,-1,-1,-1,-1
12280,"ordeno","parto","1/12/2020",1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
12281,"ordeno","celo","1/12/2020",1,41,0,-1,-1,-1,-1,-1,-1,-1,-1
12282,"ordeno","prenez","1/12/2020",1,99,1,-1,-1,-1,-1,-1,-1,-1,-1
12283,"ordeno","inseminacion","1/12/2020",1,83,2,-1,-1,-1,-1,-1,-1,-1,-1
12284,"ordeno","inseminacion","1/12/2020",1,148,2,-1,-1,-1,-1,-1,-1,-1,-1
12285,"ordeno","inseminacion","1/12/2020",1,63,1,-1,-1,-1,-1,-1,-1,-1,-1
12286,"ordeno","inseminacion","1/13/2020",1,101,3,-1,-1,-1,-1,-1,-1,-1,-1
12287,"ordeno","inseminacion","1/13/2020",1,104,1,-1,-1,-1,-1,-1,-1,-1,-1
12290,"ordeno","prenez","1/14/2020",1,159,1,-1,-1,-1,-1,-1,-1,-1,-1
12291,"ordeno","parto","1/14/2020",1,66,0,-1,-1,-1,-1,-1,-1,-1,-1
12292,"ordeno","inseminacion","1/14/2020",1,77,1,-1,-1,-1,-1,-1,-1,-1,-1
12294,"ordeno","inseminacion","1/14/2020",1,72,2,-1,-1,-1,-1,-1,-1,-1,-1
12296,"ordeno","inseminacion","1/14/2020",1,144,5,-1,-1,-1,-1,-1,-1,-1,-1
12297,"ordeno","prenez","1/14/2020",1,115,2,-1,-1,-1,-1,-1,-1,-1,-1
12298,"ordeno","inseminacion","1/14/2020",1,76,1,-1,-1,-1,-1,-1,-1,-1,-1
12299,"ordeno","inseminacion","1/14/2020",1,88,1,-1,-1,-1,-1,-1,-1,-1,-1
12302,"ordeno","para_no_inseminar","1/15/2020",1,111,0,-1,-1,-1,-1,-1,-1,-1,-1
12304,"ordeno","inseminacion","1/15/2020",1,109,2,-1,-1,-1,-1,-1,-1,-1,-1
12305,"ordeno","parto","1/15/2020",1,34,0,-1,-1,-1,-1,-1,-1,-1,-1
12306,"ordeno","inseminacion","1/15/2020",1,114,2,-1,-1,-1,-1,-1,-1,-1,-1
12307,"ordeno","prenez","1/16/2020",1,143,2,-1,-1,-1,-1,-1,-1,-1,-1
12308,"ordeno","prenez","1/16/2020",1,124,2,-1,-1,-1,-1,-1,-1,-1,-1
12310,"ordeno","pd-inseminacion","1/16/2020",1,140,1,-1,-1,-1,-1,-1,-1,-1,-1
12311,"ordeno","inseminacion","1/16/2020",1,69,1,-1,-1,-1,-1,-1,-1,-1,-1
12315,"ordeno","prenez","1/17/2020",1,129,1,-1,-1,-1,-1,-1,-1,-1,-1
12316,"ordeno","inseminacion","1/17/2020",1,64,1,-1,-1,-1,-1,-1,-1,-1,-1
12317,"ordeno","parto","1/17/2020",1,60,0,-1,-1,-1,-1,-1,-1,-1,-1
12320,"ordeno","prenez","1/17/2020",1,113,1,-1,-1,-1,-1,-1,-1,-1,-1
12322,"ordeno","inseminacion","1/18/2020",1,138,1,-1,-1,-1,-1,-1,-1,-1,-1
12323,"ordeno","prenez","1/18/2020",1,170,2,-1,-1,-1,-1,-1,-1,-1,-1
12324,"ordeno","parto","1/18/2020",1,66,0,-1,-1,-1,-1,-1,-1,-1,-1
12327,"ordeno","inseminacion","1/19/2020",1,107,1,-1,-1,-1,-1,-1,-1,-1,-1
12328,"ordeno","parto","1/19/2020",1,40,0,-1,-1,-1,-1,-1,-1,-1,-1
12329,"ordeno","inseminacion","1/19/2020",1,105,2,-1,-1,-1,-1,-1,-1,-1,-1
12333,"ordeno","inseminacion","1/20/2020",1,85,1,-1,-1,-1,-1,-1,-1,-1,-1
12334,"ordeno","prenez","1/20/2020",1,133,1,-1,-1,-1,-1,-1,-1,-1,-1
12335,"ordeno","prenez","1/20/2020",1,150,1,-1,-1,-1,-1,-1,-1,-1,-1
12336,"ordeno","prenez","1/20/2020",1,115,2,-1,-1,-1,-1,-1,-1,-1,-1
12337,"ordeno","prenez","1/20/2020",1,111,2,-1,-1,-1,-1,-1,-1,-1,-1
12338,"ordeno","inseminacion","1/20/2020",1,104,1,-1,-1,-1,-1,-1,-1,-1,-1
12339,"ordeno","pd-inseminacion","1/20/2020",1,153,2,-1,-1,-1,-1,-1,-1,-1,-1
12341,"ordeno","inseminacion","1/20/2020",1,63,1,-1,-1,-1,-1,-1,-1,-1,-1
12343,"ordeno","inseminacion","1/21/2020",1,107,1,-1,-1,-1,-1,-1,-1,-1,-1
12344,"ordeno","parto","1/21/2020",1,46,0,-1,-1,-1,-1,-1,-1,-1,-1
12346,"ordeno","parto","1/21/2020",1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
12347,"ordeno","prenez","1/21/2020",1,98,1,-1,-1,-1,-1,-1,-1,-1,-1
12349,"ordeno","inseminacion","1/22/2020",1,60,1,-1,-1,-1,-1,-1,-1,-1,-1
12350,"ordeno","prenez","1/22/2020",1,173,1,-1,-1,-1,-1,-1,-1,-1,-1
12351,"ordeno","inseminacion","1/22/2020",1,88,1,-1,-1,-1,-1,-1,-1,-1,-1
12352,"ordeno","parto","1/22/2020",1,52,0,-1,-1,-1,-1,-1,-1,-1,-1
12354,"ordeno","inseminacion","1/22/2020",1,97,1,-1,-1,-1,-1,-1,-1,-1,-1
12355,"ordeno","inseminacion","1/22/2020",1,143,3,-1,-1,-1,-1,-1,-1,-1,-1
12358,"ordeno","celo","1/23/2020",1,61,0,-1,-1,-1,-1,-1,-1,-1,-1
12360,"ordeno","inseminacion","1/23/2020",1,98,2,-1,-1,-1,-1,-1,-1,-1,-1
12361,"ordeno","prenez","1/23/2020",1,146,2,-1,-1,-1,-1,-1,-1,-1,-1
12362,"ordeno","inseminacion","1/23/2020",1,66,1,-1,-1,-1,-1,-1,-1,-1,-1
12365,"ordeno","prenez","1/23/2020",1,131,1,-1,-1,-1,-1,-1,-1,-1,-1
12367,"ordeno","prenez","1/23/2020",1,156,1,-1,-1,-1,-1,-1,-1,-1,-1
12368,"ordeno","inseminacion","1/24/2020",1,130,1,-1,-1,-1,-1,-1,-1,-1,-1
12370,"ordeno","parto","1/24/2020",1,108,0,-1,-1,-1,-1,-1,-1,-1,-1
12371,"ordeno","prenez","1/24/2020",1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
12374,"ordeno","prenez","1/25/2020",1,168,2,-1,-1,-1,-1,-1,-1,-1,-1
12375,"ordeno","inseminacion","1/25/2020",1,103,2,-1,-1,-1,-1,-1,-1,-1,-1
12376,"ordeno","prenez","1/25/2020",1,128,1,-1,-1,-1,-1,-1,-1,-1,-1
12377,"ordeno","inseminacion","1/26/2020",1,55,1,-1,-1,-1,-1,-1,-1,-1,-1
12378,"ordeno","inseminacion","1/26/2020",1,80,1,-1,-1,-1,-1,-1,-1,-1,-1
12379,"ordeno","inseminacion","1/26/2020",1,78,2,-1,-1,-1,-1,-1,-1,-1,-1
12380,"ordeno","prenez","1/26/2020",1,88,1,-1,-1,-1,-1,-1,-1,-1,-1
12381,"ordeno","prenez","1/26/2020",1,160,2,-1,-1,-1,-1,-1,-1,-1,-1
12383,"ordeno","inseminacion","1/27/2020",1,49,1,-1,-1,-1,-1,-1,-1,-1,-1
12387,"ordeno","prenez","1/27/2020",1,118,2,-1,-1,-1,-1,-1,-1,-1,-1
12388,"ordeno","inseminacion","1/27/2020",1,158,4,-1,-1,-1,-1,-1,-1,-1,-1
12389,"ordeno","inseminacion","1/27/2020",1,141,1,-1,-1,-1,-1,-1,-1,-1,-1
12390,"ordeno","inseminacion","1/27/2020",1,112,2,-1,-1,-1,-1,-1,-1,-1,-1
12391,"ordeno","prenez","1/28/2020",1,144,1,-1,-1,-1,-1,-1,-1,-1,-1
12392,"ordeno","prenez","1/28/2020",1,170,1,-1,-1,-1,-1,-1,-1,-1,-1
12393,"ordeno","inseminacion","1/28/2020",1,93,2,-1,-1,-1,-1,-1,-1,-1,-1
12395,"ordeno","prenez","1/29/2020",1,121,2,-1,-1,-1,-1,-1,-1,-1,-1
12397,"ordeno","inseminacion","1/29/2020",1,79,2,-1,-1,-1,-1,-1,-1,-1,-1
12398,"ordeno","prenez","1/29/2020",1,151,3,-1,-1,-1,-1,-1,-1,-1,-1
12402,"ordeno","prenez","1/30/2020",1,119,1,-1,-1,-1,-1,-1,-1,-1,-1
12403,"ordeno","inseminacion","1/30/2020",1,59,1,-1,-1,-1,-1,-1,-1,-1,-1
12404,"ordeno","inseminacion","1/30/2020",1,64,1,-1,-1,-1,-1,-1,-1,-1,-1
12405,"ordeno","prenez","1/30/2020",1,145,1,-1,-1,-1,-1,-1,-1,-1,-1
12406,"ordeno","inseminacion","1/31/2020",1,121,2,-1,-1,-1,-1,-1,-1,-1,-1
12407,"ordeno","inseminacion","1/31/2020",1,96,1,-1,-1,-1,-1,-1,-1,-1,-1
12408,"ordeno","inseminacion","1/31/2020",1,112,2,-1,-1,-1,-1,-1,-1,-1,-1
12411,"ordeno","parto","2/1/2020",1,38,0,-1,-1,-1,-1,-1,-1,-1,-1
12412,"ordeno","inseminacion","2/1/2020",1,49,1,-1,-1,-1,-1,-1,-1,-1,-1
12414,"ordeno","prenez","2/1/2020",1,110,1,-1,-1,-1,-1,-1,-1,-1,-1
12415,"ordeno","inseminacion","2/1/2020",1,60,1,-1,-1,-1,-1,-1,-1,-1,-1
12416,"ordeno","prenez","2/1/2020",1,99,1,-1,-1,-1,-1,-1,-1,-1,-1
12418,"ordeno","parto","2/1/2020",1,32,0,-1,-1,-1,-1,-1,-1,-1,-1
12422,"ordeno","inseminacion","2/2/2020",1,122,2,-1,-1,-1,-1,-1,-1,-1,-1
12423,"ordeno","inseminacion","2/2/2020",1,84,1,-1,-1,-1,-1,-1,-1,-1,-1
12425,"ordeno","celo","2/2/2020",1,43,0,-1,-1,-1,-1,-1,-1,-1,-1
12426,"ordeno","inseminacion","2/3/2020",1,71,1,-1,-1,-1,-1,-1,-1,-1,-1
12427,"ordeno","inseminacion","2/3/2020",1,76,1,-1,-1,-1,-1,-1,-1,-1,-1
12428,"ordeno","parto","2/3/2020",1,52,0,-1,-1,-1,-1,-1,-1,-1,-1
12429,"ordeno","parto","2/3/2020",1,71,0,-1,-1,-1,-1,-1,-1,-1,-1
12430,"ordeno","parto","2/3/2020",1,39,0,-1,-1,-1,-1,-1,-1,-1,-1
12432,"ordeno","celo","2/3/2020",1,61,0,-1,-1,-1,-1,-1,-1,-1,-1
12433,"ordeno","prenez","2/3/2020",1,149,2,-1,-1,-1,-1,-1,-1,-1,-1
12434,"ordeno","parto","2/3/2020",1,85,0,-1,-1,-1,-1,-1,-1,-1,-1
12439,"ordeno","parto","2/4/2020",1,68,0,-1,-1,-1,-1,-1,-1,-1,-1
12442,"ordeno","inseminacion","2/4/2020",1,103,3,-1,-1,-1,-1,-1,-1,-1,-1
12443,"ordeno","celo","2/4/2020",1,55,0,-1,-1,-1,-1,-1,-1,-1,-1
12446,"ordeno","parto","2/5/2020",1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
12447,"ordeno","parto","2/5/2020",1,21,0,-1,-1,-1,-1,-1,-1,-1,-1
12448,"ordeno","prenez","2/5/2020",1,144,2,-1,-1,-1,-1,-1,-1,-1,-1
12449,"ordeno","inseminacion","2/5/2020",1,86,1,-1,-1,-1,-1,-1,-1,-1,-1
12455,"ordeno","inseminacion","2/6/2020",1,61,1,-1,-1,-1,-1,-1,-1,-1,-1
12456,"ordeno","celo","2/7/2020",1,40,0,-1,-1,-1,-1,-1,-1,-1,-1
12461,"ordeno","inseminacion","2/7/2020",1,82,2,-1,-1,-1,-1,-1,-1,-1,-1
12464,"ordeno","prenez","2/9/2020",1,107,1,-1,-1,-1,-1,-1,-1,-1,-1
12465,"ordeno","inseminacion","2/9/2020",1,87,2,-1,-1,-1,-1,-1,-1,-1,-1
12467,"ordeno","inseminacion","2/9/2020",1,90,2,-1,-1,-1,-1,-1,-1,-1,-1
12469,"ordeno","parto","2/9/2020",1,25,0,-1,-1,-1,-1,-1,-1,-1,-1
12472,"ordeno","inseminacion","2/10/2020",1,82,1,-1,-1,-1,-1,-1,-1,-1,-1
12474,"ordeno","pd-inseminacion","2/10/2020",1,95,1,-1,-1,-1,-1,-1,-1,-1,-1
12475,"ordeno","inseminacion","2/10/2020",1,75,1,-1,-1,-1,-1,-1,-1,-1,-1
12476,"ordeno","inseminacion","2/10/2020",1,85,1,-1,-1,-1,-1,-1,-1,-1,-1
12477,"ordeno","inseminacion","2/11/2020",1,117,1,-1,-1,-1,-1,-1,-1,-1,-1
12479,"ordeno","inseminacion","2/11/2020",1,72,1,-1,-1,-1,-1,-1,-1,-1,-1
12480,"ordeno","inseminacion","2/11/2020",1,92,1,-1,-1,-1,-1,-1,-1,-1,-1
12483,"ordeno","prenez","2/12/2020",1,126,2,-1,-1,-1,-1,-1,-1,-1,-1
12484,"ordeno","prenez","2/12/2020",1,128,2,-1,-1,-1,-1,-1,-1,-1,-1
12486,"ordeno","inseminacion","2/12/2020",1,65,1,-1,-1,-1,-1,-1,-1,-1,-1
12487,"ordeno","parto","2/12/2020",1,64,0,-1,-1,-1,-1,-1,-1,-1,-1
12489,"ordeno","parto","2/12/2020",1,38,0,-1,-1,-1,-1,-1,-1,-1,-1
12490,"ordeno","parto","2/12/2020",1,19,0,-1,-1,-1,-1,-1,-1,-1,-1
12492,"ordeno","inseminacion","2/13/2020",1,147,4,-1,-1,-1,-1,-1,-1,-1,-1
12493,"ordeno","inseminacion","2/13/2020",1,83,1,-1,-1,-1,-1,-1,-1,-1,-1
12494,"ordeno","inseminacion","2/13/2020",1,76,1,-1,-1,-1,-1,-1,-1,-1,-1
12496,"ordeno","inseminacion","2/13/2020",1,137,2,-1,-1,-1,-1,-1,-1,-1,-1
12497,"ordeno","parto","2/13/2020",1,26,0,-1,-1,-1,-1,-1,-1,-1,-1
12500,"ordeno","prenez","2/14/2020",1,142,2,-1,-1,-1,-1,-1,-1,-1,-1
12502,"ordeno","parto","2/14/2020",1,23,0,-1,-1,-1,-1,-1,-1,-1,-1
12503,"ordeno","inseminacion","2/14/2020",1,99,2,-1,-1,-1,-1,-1,-1,-1,-1
12508,"ordeno","prenez","2/15/2020",1,94,1,-1,-1,-1,-1,-1,-1,-1,-1
12511,"ordeno","parto","2/15/2020",1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
12512,"ordeno","inseminacion","2/15/2020",1,81,1,-1,-1,-1,-1,-1,-1,-1,-1
12514,"ordeno","inseminacion","2/16/2020",1,59,1,-1,-1,-1,-1,-1,-1,-1,-1
12516,"ordeno","inseminacion","2/16/2020",1,113,2,-1,-1,-1,-1,-1,-1,-1,-1
12517,"ordeno","parto","2/16/2020",1,51,0,-1,-1,-1,-1,-1,-1,-1,-1
12519,"ordeno","prenez","2/17/2020",1,116,2,-1,-1,-1,-1,-1,-1,-1,-1
12520,"ordeno","inseminacion","2/17/2020",1,76,2,-1,-1,-1,-1,-1,-1,-1,-1
12522,"ordeno","pd-inseminacion","2/17/2020",1,123,2,-1,-1,-1,-1,-1,-1,-1,-1
12523,"ordeno","inseminacion","2/17/2020",1,71,1,-1,-1,-1,-1,-1,-1,-1,-1
12525,"ordeno","inseminacion","2/17/2020",1,40,1,-1,-1,-1,-1,-1,-1,-1,-1
12526,"ordeno","inseminacion","2/18/2020",1,94,2,-1,-1,-1,-1,-1,-1,-1,-1
12527,"ordeno","celo","2/18/2020",1,135,3,-1,-1,-1,-1,-1,-1,-1,-1
12528,"ordeno","parto","2/18/2020",1,7,0,-1,-1,-1,-1,-1,-1,-1,-1
12529,"ordeno","parto","2/18/2020",1,18,0,-1,-1,-1,-1,-1,-1,-1,-1
12531,"ordeno","prenez","2/19/2020",1,157,1,-1,-1,-1,-1,-1,-1,-1,-1
12535,"ordeno","parto","2/19/2020",1,63,0,-1,-1,-1,-1,-1,-1,-1,-1
12540,"ordeno","prenez","2/19/2020",1,101,1,-1,-1,-1,-1,-1,-1,-1,-1
12542,"ordeno","prenez","2/19/2020",1,127,1,-1,-1,-1,-1,-1,-1,-1,-1
12545,"ordeno","parto","2/20/2020",1,31,0,-1,-1,-1,-1,-1,-1,-1,-1
12547,"ordeno","parto","2/20/2020",1,31,0,-1,-1,-1,-1,-1,-1,-1,-1
12549,"ordeno","parto","2/20/2020",1,73,0,-1,-1,-1,-1,-1,-1,-1,-1
12550,"ordeno","prenez","2/22/2020",1,103,1,-1,-1,-1,-1,-1,-1,-1,-1
12553,"ordeno","inseminacion","2/22/2020",1,59,1,-1,-1,-1,-1,-1,-1,-1,-1
12554,"ordeno","parto","2/23/2020",1,47,0,-1,-1,-1,-1,-1,-1,-1,-1
12555,"ordeno","inseminacion","2/23/2020",1,78,1,-1,-1,-1,-1,-1,-1,-1,-1
12556,"ordeno","parto","2/23/2020",1,54,0,-1,-1,-1,-1,-1,-1,-1,-1
12559,"ordeno","inseminacion","2/23/2020",1,106,2,-1,-1,-1,-1,-1,-1,-1,-1
12560,"ordeno","parto","2/23/2020",1,33,0,-1,-1,-1,-1,-1,-1,-1,-1
12563,"ordeno","inseminacion","2/24/2020",1,70,1,-1,-1,-1,-1,-1,-1,-1,-1
12564,"ordeno","parto","2/24/2020",1,6,0,-1,-1,-1,-1,-1,-1,-1,-1
12565,"ordeno","inseminacion","2/24/2020",1,86,2,-1,-1,-1,-1,-1,-1,-1,-1
12566,"ordeno","parto","2/24/2020",1,11,0,-1,-1,-1,-1,-1,-1,-1,-1
12567,"ordeno","inseminacion","2/24/2020",1,92,1,-1,-1,-1,-1,-1,-1,-1,-1
12568,"ordeno","parto","2/24/2020",1,39,0,-1,-1,-1,-1,-1,-1,-1,-1
12569,"ordeno","prenez","2/25/2020",1,131,1,-1,-1,-1,-1,-1,-1,-1,-1
