vaca,estado,estado_ginecol,patio,fecha_de_naci,lact_n,del,mastitis_lac_1,mastitis_lac_2,mastitis_lac_3,mastitis_lac_4,mastitis_lac_5,mastitis_lac_6,mastitis_lac_7,mastitis_lac_8,mastitis_lac_9
6320,ordeno,prenez,13,6/12/2017,3,246,0,0,2,-1,-1,-1,-1,-1,-1
6327,ordeno,parto,20,6/13/2017,4,53,0,0,1,0,-1,-1,-1,-1,-1
6328,ordeno,inseminacion,18,6/14/2017,3,114,0,0,0,-1,-1,-1,-1,-1,-1
6329,ordeno,prenez,3,9/21/2014,5,419,1,0,0,1,3,-1,-1,-1,-1
6331,ordeno,prenez,26,6/14/2017,3,284,0,0,0,-1,-1,-1,-1,-1,-1
6338,ordeno,inseminacion,19,6/17/2017,3,104,0,0,0,-1,-1,-1,-1,-1,-1
6340,seca,prenez,84,11/9/2014,5,466,0,0,1,0,2,-1,-1,-1,-1
6343,ordeno,prenez,13,6/17/2017,3,276,0,4,0,-1,-1,-1,-1,-1,-1
6348,ordeno,prenez,25,6/18/2017,3,222,0,0,1,-1,-1,-1,-1,-1,-1
6352,ordeno,inseminacion,19,11/14/2014,6,86,0,0,0,0,0,0,-1,-1,-1
6361,ordeno,inseminacion,17,6/19/2017,3,136,0,0,0,-1,-1,-1,-1,-1,-1
6365,seca,prenez,85,6/20/2017,3,268,0,0,0,-1,-1,-1,-1,-1,-1
6370,seca,prenez,85,6/21/2017,3,266,0,0,0,-1,-1,-1,-1,-1,-1
6377,seca,prenez,84,6/23/2017,2,424,0,2,-1,-1,-1,-1,-1,-1,-1
6382,ordeno,pd-inseminacion,25,6/24/2017,3,232,0,0,0,-1,-1,-1,-1,-1,-1
6383,ordeno,prenez,24,6/24/2017,3,260,0,0,0,-1,-1,-1,-1,-1,-1
6387,ordeno,prenez,14,6/25/2017,3,192,0,0,0,-1,-1,-1,-1,-1,-1
6392,ordeno,prenez,24,6/26/2017,3,238,0,0,0,-1,-1,-1,-1,-1,-1
6397,ordeno,prenez,13,6/28/2017,2,363,0,0,-1,-1,-1,-1,-1,-1,-1
6406,ordeno,prenez,24,6/30/2017,3,238,0,0,0,-1,-1,-1,-1,-1,-1
6409,ordeno,inseminacion,14,6/30/2017,3,198,0,0,0,-1,-1,-1,-1,-1,-1
6410,ordeno,prenez,13,6/30/2017,3,228,0,0,1,-1,-1,-1,-1,-1,-1
6412,ordeno,prenez,29,7/1/2017,2,405,1,4,-1,-1,-1,-1,-1,-1,-1
6413,ordeno,prenez,26,7/1/2017,3,298,0,0,0,-1,-1,-1,-1,-1,-1
6415,ordeno,prenez,25,7/1/2017,3,227,0,0,0,-1,-1,-1,-1,-1,-1
6416,ordeno,parto,20,7/1/2017,3,55,0,0,0,-1,-1,-1,-1,-1,-1
6418,ordeno,celo,20,7/2/2017,3,48,1,1,0,-1,-1,-1,-1,-1,-1
6423,seca,prenez,84,7/2/2017,3,278,0,0,0,-1,-1,-1,-1,-1,-1
6432,ordeno,prenez,18,7/3/2017,4,127,1,0,0,0,-1,-1,-1,-1,-1
6433,ordeno,parto,20,7/3/2017,3,38,0,0,1,-1,-1,-1,-1,-1,-1
6438,ordeno,inseminacion,18,7/4/2017,3,125,2,1,0,-1,-1,-1,-1,-1,-1
6451,ordeno,prenez,25,7/5/2017,3,225,0,0,0,-1,-1,-1,-1,-1,-1
6455,ordeno,prenez,15,7/6/2017,3,157,3,0,0,-1,-1,-1,-1,-1,-1
6456,ordeno,prenez,13,7/6/2017,3,236,0,0,0,-1,-1,-1,-1,-1,-1
6458,ordeno,prenez,15,7/6/2017,3,171,0,0,0,-1,-1,-1,-1,-1,-1
6459,ordeno,inseminacion,17,10/30/2014,5,148,0,0,0,0,0,-1,-1,-1,-1
6464,ordeno,prenez,18,7/7/2017,3,118,0,0,0,-1,-1,-1,-1,-1,-1
6471,ordeno,prenez,26,7/8/2017,3,282,0,4,1,-1,-1,-1,-1,-1,-1
6474,ordeno,prenez,23,7/9/2017,3,218,0,1,0,-1,-1,-1,-1,-1,-1
6478,ordeno,inseminacion,17,7/9/2017,3,133,0,0,0,-1,-1,-1,-1,-1,-1
6480,ordeno,prenez,23,7/10/2017,3,219,0,0,0,-1,-1,-1,-1,-1,-1
6483,ordeno,prenez,29,7/10/2017,3,417,0,0,0,-1,-1,-1,-1,-1,-1
6484,ordeno,parto,20,7/10/2017,4,50,0,0,1,0,-1,-1,-1,-1,-1
6489,ordeno,prenez,27,7/12/2017,3,334,0,0,0,-1,-1,-1,-1,-1,-1
6491,seca,prenez,85,7/12/2017,3,270,0,0,0,-1,-1,-1,-1,-1,-1
6497,ordeno,inseminacion,18,7/14/2017,3,125,0,0,0,-1,-1,-1,-1,-1,-1
6499,ordeno,prenez,17,7/15/2017,3,142,1,0,0,-1,-1,-1,-1,-1,-1
6500,seca,prenez,1,7/15/2017,2,653,0,0,-1,-1,-1,-1,-1,-1,-1
6504,seca,prenez,85,7/16/2017,2,422,0,0,-1,-1,-1,-1,-1,-1,-1
6507,ordeno,inseminacion,19,7/16/2017,3,82,0,1,0,-1,-1,-1,-1,-1,-1
6509,ordeno,inseminacion,15,7/16/2017,3,184,1,0,0,-1,-1,-1,-1,-1,-1
6512,seca,prenez,1,7/17/2017,2,312,0,0,-1,-1,-1,-1,-1,-1,-1
6513,seca,prenez,1,7/17/2017,3,371,0,0,0,-1,-1,-1,-1,-1,-1
6521,ordeno,prenez,25,7/18/2017,3,226,0,0,1,-1,-1,-1,-1,-1,-1
6523,ordeno,prenez,14,7/18/2017,3,201,0,0,0,-1,-1,-1,-1,-1,-1
6524,ordeno,prenez,19,12/8/2014,5,104,0,0,3,0,0,-1,-1,-1,-1
6529,ordeno,prenez,13,7/19/2017,2,395,1,2,-1,-1,-1,-1,-1,-1,-1
6530,ordeno,prenez,26,7/19/2017,3,282,1,0,0,-1,-1,-1,-1,-1,-1
6532,ordeno,inseminacion,14,7/20/2017,3,201,1,0,0,-1,-1,-1,-1,-1,-1
6533,ordeno,prenez,15,7/20/2017,3,157,2,0,0,-1,-1,-1,-1,-1,-1
6545,ordeno,prenez,26,7/21/2017,3,292,0,0,1,-1,-1,-1,-1,-1,-1
6546,seca,prenez,85,1/18/2015,6,285,0,0,0,0,0,1,-1,-1,-1
6548,ordeno,prenez,26,7/21/2017,3,285,0,0,0,-1,-1,-1,-1,-1,-1
6551,ordeno,inseminacion,20,2/7/2015,6,53,0,0,0,1,2,0,-1,-1,-1
6555,ordeno,prenez,28,7/22/2017,3,277,0,0,0,-1,-1,-1,-1,-1,-1
6558,ordeno,prenez,25,12/20/2014,5,226,0,0,0,0,0,-1,-1,-1,-1
6560,ordeno,inseminacion,26,12/25/2013,7,284,0,0,0,0,0,1,2,-1,-1
6565,ordeno,prenez,13,7/24/2017,3,353,0,0,0,-1,-1,-1,-1,-1,-1
6566,ordeno,prenez,13,7/25/2017,3,260,0,1,0,-1,-1,-1,-1,-1,-1
6577,ordeno,prenez,24,1/11/2015,6,244,0,0,0,0,0,0,-1,-1,-1
6581,ordeno,inseminacion,17,7/26/2017,3,146,0,0,0,-1,-1,-1,-1,-1,-1
6585,ordeno,prenez,23,7/27/2017,3,207,0,1,0,-1,-1,-1,-1,-1,-1
6594,ordeno,prenez,26,7/29/2017,3,287,0,0,0,-1,-1,-1,-1,-1,-1
6604,ordeno,prenez,29,11/25/2014,4,445,1,3,1,2,-1,-1,-1,-1,-1
6606,ordeno,prenez,23,1/27/2015,6,208,0,0,0,0,0,0,-1,-1,-1
6608,ordeno,prenez,13,7/31/2017,3,314,1,1,2,-1,-1,-1,-1,-1,-1
6609,ordeno,celo,19,12/23/2014,6,79,0,0,0,0,1,0,-1,-1,-1
6611,ordeno,prenez,28,7/31/2017,2,380,1,0,-1,-1,-1,-1,-1,-1,-1
6614,ordeno,prenez,15,12/27/2014,5,155,0,0,0,0,0,-1,-1,-1,-1
6615,seca,prenez,85,2/4/2014,6,318,0,0,0,0,1,0,-1,-1,-1
6620,ordeno,inseminacion,15,8/1/2017,3,173,0,0,0,-1,-1,-1,-1,-1,-1
6622,ordeno,prenez,29,1/12/2015,5,428,0,0,0,2,2,-1,-1,-1,-1
6623,ordeno,prenez,14,8/2/2017,3,186,0,1,1,-1,-1,-1,-1,-1,-1
6625,ordeno,prenez,27,8/2/2017,3,301,0,0,1,-1,-1,-1,-1,-1,-1
6630,ordeno,prenez,14,8/2/2017,3,187,0,0,0,-1,-1,-1,-1,-1,-1
6645,ordeno,parto,20,8/5/2017,4,39,0,0,1,0,-1,-1,-1,-1,-1
6654,ordeno,prenez,15,12/8/2014,6,170,0,2,1,1,1,0,-1,-1,-1
6657,ordeno,prenez,28,8/7/2017,3,220,0,0,0,-1,-1,-1,-1,-1,-1
6658,ordeno,prenez,24,8/7/2017,3,237,0,0,0,-1,-1,-1,-1,-1,-1
6659,ordeno,prenez,17,8/7/2017,3,134,0,0,0,-1,-1,-1,-1,-1,-1
6661,ordeno,parto,20,8/7/2017,4,50,0,0,0,0,-1,-1,-1,-1,-1
6663,ordeno,inseminacion,15,2/8/2015,6,155,0,0,1,3,0,1,-1,-1,-1
6672,ordeno,celo,20,8/9/2017,3,36,5,1,0,-1,-1,-1,-1,-1,-1
6674,ordeno,celo,20,8/9/2017,3,59,1,0,0,-1,-1,-1,-1,-1,-1
6682,ordeno,prenez,13,1/6/2015,5,303,0,1,0,3,2,-1,-1,-1,-1
6684,ordeno,prenez,26,8/9/2017,3,277,0,0,0,-1,-1,-1,-1,-1,-1
6697,ordeno,parto,20,8/12/2017,3,23,0,0,0,-1,-1,-1,-1,-1,-1
6699,ordeno,parto,20,8/12/2017,3,40,0,0,0,-1,-1,-1,-1,-1,-1
6702,ordeno,prenez,27,8/13/2017,2,303,0,0,-1,-1,-1,-1,-1,-1,-1
6703,ordeno,prenez,17,8/13/2017,3,131,0,2,0,-1,-1,-1,-1,-1,-1
6704,ordeno,prenez,17,8/14/2017,3,149,0,1,0,-1,-1,-1,-1,-1,-1
6707,ordeno,prenez,27,8/14/2017,3,303,0,0,0,-1,-1,-1,-1,-1,-1
6708,ordeno,celo,20,8/14/2017,3,47,0,1,0,-1,-1,-1,-1,-1,-1
6711,seca,prenez,85,8/14/2017,3,336,0,0,0,-1,-1,-1,-1,-1,-1
6712,ordeno,prenez,25,8/14/2017,3,223,0,0,1,-1,-1,-1,-1,-1,-1
6714,ordeno,prenez,17,8/15/2017,3,135,0,2,0,-1,-1,-1,-1,-1,-1
6718,ordeno,prenez,15,8/15/2017,3,182,0,0,0,-1,-1,-1,-1,-1,-1
6719,ordeno,prenez,13,8/15/2017,2,378,3,1,-1,-1,-1,-1,-1,-1,-1
6722,ordeno,prenez,13,8/16/2017,3,295,0,0,0,-1,-1,-1,-1,-1,-1
6723,ordeno,prenez,22,8/16/2017,3,122,1,0,0,-1,-1,-1,-1,-1,-1
6729,ordeno,prenez,28,8/17/2017,3,239,0,0,0,-1,-1,-1,-1,-1,-1
6732,ordeno,prenez,26,1/2/2014,7,271,0,0,0,0,1,0,1,-1,-1
6735,ordeno,prenez,27,8/17/2017,3,310,0,0,0,-1,-1,-1,-1,-1,-1
6738,ordeno,parto,21,12/18/2014,6,10,0,0,1,0,0,0,-1,-1,-1
6743,ordeno,prenez,15,8/18/2017,3,170,0,0,2,-1,-1,-1,-1,-1,-1
6745,ordeno,inseminacion,19,8/19/2017,3,147,0,0,0,-1,-1,-1,-1,-1,-1
6747,ordeno,inseminacion,17,8/20/2017,3,152,0,0,0,-1,-1,-1,-1,-1,-1
6748,ordeno,prenez,3,8/20/2017,3,161,1,1,4,-1,-1,-1,-1,-1,-1
6751,ordeno,celo,20,8/20/2017,3,30,0,0,0,-1,-1,-1,-1,-1,-1
6771,ordeno,prenez,13,8/24/2017,3,270,0,0,0,-1,-1,-1,-1,-1,-1
6774,ordeno,prenez,14,3/8/2015,5,192,0,0,4,5,0,-1,-1,-1,-1
6785,ordeno,pd-inseminacion,19,8/26/2017,3,83,0,1,0,-1,-1,-1,-1,-1,-1
6789,ordeno,prenez,26,8/27/2017,3,297,0,0,0,-1,-1,-1,-1,-1,-1
6794,ordeno,prenez,13,8/28/2017,3,319,0,0,0,-1,-1,-1,-1,-1,-1
6797,ordeno,prenez,13,8/30/2017,2,414,0,0,-1,-1,-1,-1,-1,-1,-1
6798,ordeno,prenez,13,8/31/2017,3,239,1,0,1,-1,-1,-1,-1,-1,-1
6802,ordeno,celo,19,9/1/2017,3,85,0,0,0,-1,-1,-1,-1,-1,-1
6809,ordeno,prenez,15,9/1/2017,3,156,1,0,0,-1,-1,-1,-1,-1,-1
6810,ordeno,prenez,19,9/1/2017,3,96,1,0,0,-1,-1,-1,-1,-1,-1
6814,ordeno,celo,29,9/2/2017,3,129,1,0,0,-1,-1,-1,-1,-1,-1
6816,ordeno,prenez,13,9/2/2017,3,258,0,0,0,-1,-1,-1,-1,-1,-1
6821,ordeno,prenez,15,3/26/2015,5,179,1,0,0,0,0,-1,-1,-1,-1
6822,ordeno,prenez,27,5/19/2015,5,324,0,0,0,0,0,-1,-1,-1,-1
6828,ordeno,inseminacion,17,9/3/2017,3,153,0,1,0,-1,-1,-1,-1,-1,-1
6831,ordeno,prenez,3,9/3/2017,3,274,0,0,1,-1,-1,-1,-1,-1,-1
6836,ordeno,prenez,3,9/4/2017,3,282,2,0,1,-1,-1,-1,-1,-1,-1
6847,ordeno,prenez,27,9/5/2017,3,343,0,1,0,-1,-1,-1,-1,-1,-1
6851,ordeno,pd-inseminacion,24,9/5/2017,2,260,0,0,-1,-1,-1,-1,-1,-1,-1
6853,ordeno,prenez,13,9/5/2017,2,323,0,0,-1,-1,-1,-1,-1,-1,-1
6855,ordeno,celo,26,9/6/2017,2,285,0,0,-1,-1,-1,-1,-1,-1,-1
6856,ordeno,inseminacion,27,9/6/2017,2,318,0,0,-1,-1,-1,-1,-1,-1,-1
6860,ordeno,prenez,24,7/3/2015,5,243,0,0,0,1,0,-1,-1,-1,-1
6861,ordeno,prenez,13,9/6/2017,2,418,0,1,-1,-1,-1,-1,-1,-1,-1
6867,ordeno,prenez,24,9/7/2017,3,260,0,0,0,-1,-1,-1,-1,-1,-1
6871,ordeno,prenez,18,8/10/2015,5,121,0,1,0,0,0,-1,-1,-1,-1
6877,seca,prenez,85,9/8/2017,2,431,1,1,-1,-1,-1,-1,-1,-1,-1
6881,ordeno,prenez,24,9/9/2017,3,244,0,0,0,-1,-1,-1,-1,-1,-1
6885,ordeno,prenez,25,8/17/2015,5,232,0,0,0,2,1,-1,-1,-1,-1
6887,ordeno,prenez,26,9/9/2017,3,297,0,0,0,-1,-1,-1,-1,-1,-1
6910,ordeno,prenez,15,9/26/2015,5,162,0,0,1,1,0,-1,-1,-1,-1
6911,ordeno,prenez,17,9/12/2017,3,152,0,0,0,-1,-1,-1,-1,-1,-1
6913,ordeno,inseminacion,17,7/11/2015,5,137,1,1,0,2,0,-1,-1,-1,-1
6916,ordeno,prenez,13,9/10/2015,3,438,2,0,0,-1,-1,-1,-1,-1,-1
6917,ordeno,prenez,14,9/13/2017,3,197,0,0,0,-1,-1,-1,-1,-1,-1
6925,ordeno,inseminacion,15,8/25/2015,5,164,0,0,0,0,0,-1,-1,-1,-1
6930,ordeno,prenez,15,9/15/2017,3,180,0,0,0,-1,-1,-1,-1,-1,-1
6935,ordeno,prenez,17,9/16/2017,3,135,0,0,0,-1,-1,-1,-1,-1,-1
6936,ordeno,prenez,13,8/31/2015,5,254,0,0,0,0,0,-1,-1,-1,-1
6940,ordeno,inseminacion,19,8/27/2015,5,76,0,0,0,0,0,-1,-1,-1,-1
6941,ordeno,prenez,17,5/28/2014,6,154,0,0,0,1,1,0,-1,-1,-1
6944,ordeno,inseminacion,17,9/17/2015,5,131,0,0,0,0,0,-1,-1,-1,-1
6953,seca,prenez,84,8/19/2015,5,291,0,0,0,0,0,-1,-1,-1,-1
6956,ordeno,prenez,13,11/18/2014,4,328,0,0,1,1,-1,-1,-1,-1,-1
6958,ordeno,prenez,29,9/20/2017,3,640,0,0,0,-1,-1,-1,-1,-1,-1
6962,ordeno,prenez,29,9/10/2015,5,259,0,0,0,0,2,-1,-1,-1,-1
6966,ordeno,prenez,15,9/23/2017,3,173,0,0,0,-1,-1,-1,-1,-1,-1
6974,ordeno,prenez,28,10/7/2014,5,642,1,0,7,7,1,-1,-1,-1,-1
6976,ordeno,prenez,25,8/16/2015,5,224,0,0,5,0,0,-1,-1,-1,-1
6977,ordeno,prenez,28,9/3/2015,4,356,0,0,4,1,-1,-1,-1,-1,-1
6982,ordeno,prenez,25,9/25/2017,3,225,0,1,0,-1,-1,-1,-1,-1,-1
6987,ordeno,prenez,15,10/8/2015,5,178,0,2,1,2,0,-1,-1,-1,-1
6989,ordeno,prenez,13,8/10/2015,5,341,0,0,1,0,1,-1,-1,-1,-1
6991,ordeno,inseminacion,17,10/3/2015,5,153,0,0,0,0,0,-1,-1,-1,-1
6996,ordeno,prenez,29,10/10/2015,5,229,0,0,0,1,1,-1,-1,-1,-1
6997,ordeno,inseminacion,24,9/27/2017,3,240,0,0,0,-1,-1,-1,-1,-1,-1
6998,ordeno,prenez,24,10/17/2015,5,246,0,0,0,0,0,-1,-1,-1,-1
7001,ordeno,prenez,14,10/12/2015,5,189,0,0,0,0,0,-1,-1,-1,-1
7003,ordeno,parto,20,9/26/2015,5,26,0,0,1,0,0,-1,-1,-1,-1
7008,ordeno,prenez,26,9/28/2017,3,286,0,0,0,-1,-1,-1,-1,-1,-1
7010,seca,prenez,85,9/28/2017,2,367,0,0,-1,-1,-1,-1,-1,-1,-1
7014,ordeno,celo,17,9/29/2017,3,135,1,1,0,-1,-1,-1,-1,-1,-1
7015,ordeno,prenez,28,8/28/2015,4,380,1,0,0,0,-1,-1,-1,-1,-1
7017,ordeno,inseminacion,19,10/10/2015,4,89,0,0,0,0,-1,-1,-1,-1,-1
7019,ordeno,prenez,13,9/29/2017,2,457,0,0,-1,-1,-1,-1,-1,-1,-1
7021,seca,prenez,1,9/29/2017,3,276,0,0,0,-1,-1,-1,-1,-1,-1
7022,ordeno,prenez,27,10/22/2015,5,305,1,0,0,0,0,-1,-1,-1,-1
7023,ordeno,parto,19,9/30/2017,3,75,0,0,0,-1,-1,-1,-1,-1,-1
7024,ordeno,inseminacion,17,10/19/2015,5,129,3,0,0,1,0,-1,-1,-1,-1
7026,ordeno,prenez,22,10/17/2015,5,153,0,0,1,2,0,-1,-1,-1,-1
7031,ordeno,prenez,13,10/1/2017,3,230,0,0,0,-1,-1,-1,-1,-1,-1
7035,ordeno,prenez,26,10/12/2015,5,295,0,1,1,0,0,-1,-1,-1,-1
7036,ordeno,prenez,20,6/17/2014,6,187,1,0,0,0,1,0,-1,-1,-1
7038,ordeno,inseminacion,15,9/21/2015,5,184,0,0,0,0,0,-1,-1,-1,-1
7046,ordeno,prenez,15,9/16/2015,5,175,0,0,0,0,0,-1,-1,-1,-1
7048,ordeno,prenez,24,10/3/2017,3,238,0,0,1,-1,-1,-1,-1,-1,-1
7051,ordeno,prenez,17,10/22/2015,5,152,0,0,1,0,0,-1,-1,-1,-1
7053,ordeno,prenez,13,10/3/2017,2,420,0,1,-1,-1,-1,-1,-1,-1,-1
7056,ordeno,prenez,24,10/4/2017,3,252,0,0,0,-1,-1,-1,-1,-1,-1
7057,ordeno,prenez,23,10/4/2017,3,209,0,0,0,-1,-1,-1,-1,-1,-1
7058,seca,prenez,85,10/4/2017,2,457,0,0,-1,-1,-1,-1,-1,-1,-1
7059,ordeno,prenez,23,10/4/2017,3,215,0,0,0,-1,-1,-1,-1,-1,-1
7060,ordeno,inseminacion,25,10/4/2017,2,223,0,0,-1,-1,-1,-1,-1,-1,-1
7064,ordeno,prenez,26,10/4/2017,3,289,0,0,0,-1,-1,-1,-1,-1,-1
7066,ordeno,prenez,26,10/5/2017,3,278,0,0,1,-1,-1,-1,-1,-1,-1
7068,ordeno,inseminacion,26,10/5/2017,2,288,2,0,-1,-1,-1,-1,-1,-1,-1
7071,ordeno,prenez,14,8/7/2015,5,194,0,0,0,0,1,-1,-1,-1,-1
7074,ordeno,prenez,29,9/11/2015,5,401,0,0,0,0,0,-1,-1,-1,-1
7076,seca,prenez,84,10/18/2015,4,292,0,0,0,0,-1,-1,-1,-1,-1
7088,ordeno,prenez,24,10/7/2017,3,263,0,1,0,-1,-1,-1,-1,-1,-1
7094,ordeno,prenez,13,10/7/2017,3,251,0,2,2,-1,-1,-1,-1,-1,-1
7097,ordeno,parto,21,10/8/2017,3,15,0,0,0,-1,-1,-1,-1,-1,-1
7099,seca,prenez,85,10/20/2015,5,271,0,0,2,0,0,-1,-1,-1,-1
7100,ordeno,inseminacion,17,10/5/2015,5,136,0,0,0,0,1,-1,-1,-1,-1
7101,ordeno,prenez,26,10/8/2017,3,277,0,0,0,-1,-1,-1,-1,-1,-1
7104,ordeno,prenez,29,10/9/2017,3,245,2,1,1,-1,-1,-1,-1,-1,-1
7105,ordeno,prenez,25,10/9/2017,3,230,0,0,0,-1,-1,-1,-1,-1,-1
7107,seca,prenez,84,4/8/2014,5,347,0,0,0,2,1,-1,-1,-1,-1
7108,ordeno,para_no_inseminar,28,10/9/2017,2,486,0,2,-1,-1,-1,-1,-1,-1,-1
7110,ordeno,prenez,15,10/6/2015,5,181,1,0,0,0,0,-1,-1,-1,-1
7112,ordeno,prenez,15,8/24/2015,5,171,0,0,1,0,0,-1,-1,-1,-1
7116,ordeno,inseminacion,26,10/21/2015,5,269,0,0,0,0,0,-1,-1,-1,-1
7121,ordeno,prenez,25,10/11/2017,3,225,0,0,0,-1,-1,-1,-1,-1,-1
7129,seca,prenez,84,8/1/2015,4,529,0,0,1,0,-1,-1,-1,-1,-1
7131,ordeno,prenez,17,10/12/2017,3,133,0,0,1,-1,-1,-1,-1,-1,-1
7132,ordeno,inseminacion,29,10/12/2017,3,267,0,0,0,-1,-1,-1,-1,-1,-1
7134,ordeno,prenez,3,10/12/2017,3,205,0,2,1,-1,-1,-1,-1,-1,-1
7139,ordeno,inseminacion,17,10/10/2016,4,138,0,0,0,0,-1,-1,-1,-1,-1
7140,ordeno,inseminacion,19,10/22/2016,4,81,0,0,0,0,-1,-1,-1,-1,-1
7141,ordeno,prenez,15,10/15/2016,4,161,0,0,0,0,-1,-1,-1,-1,-1
7144,ordeno,inseminacion,24,12/8/2016,4,237,0,0,0,0,-1,-1,-1,-1,-1
7147,ordeno,prenez,15,12/26/2016,4,172,0,0,0,0,-1,-1,-1,-1,-1
7151,ordeno,prenez,17,12/22/2016,4,153,2,0,0,0,-1,-1,-1,-1,-1
7155,ordeno,prenez,28,10/14/2017,2,355,0,0,-1,-1,-1,-1,-1,-1,-1
7156,ordeno,prenez,26,1/11/2017,3,267,0,0,0,-1,-1,-1,-1,-1,-1
7158,ordeno,prenez,25,10/15/2017,3,231,0,0,1,-1,-1,-1,-1,-1,-1
7159,ordeno,prenez,28,12/16/2016,3,289,1,0,0,-1,-1,-1,-1,-1,-1
7160,ordeno,inseminacion,19,10/15/2017,3,66,0,1,0,-1,-1,-1,-1,-1,-1
7164,ordeno,prenez,13,10/16/2017,2,379,0,1,-1,-1,-1,-1,-1,-1,-1
7166,ordeno,prenez,15,10/16/2017,3,163,0,0,0,-1,-1,-1,-1,-1,-1
7167,ordeno,prenez,24,3/3/2017,3,253,0,0,1,-1,-1,-1,-1,-1,-1
7168,ordeno,prenez,14,10/16/2017,3,187,1,1,0,-1,-1,-1,-1,-1,-1
7172,ordeno,prenez,25,2/26/2017,3,223,0,3,2,-1,-1,-1,-1,-1,-1
7173,ordeno,inseminacion,20,1/26/2017,4,51,0,0,0,0,-1,-1,-1,-1,-1
7174,ordeno,inseminacion,19,2/2/2017,4,103,0,0,0,0,-1,-1,-1,-1,-1
7176,ordeno,prenez,25,10/17/2017,3,220,0,1,0,-1,-1,-1,-1,-1,-1
7179,ordeno,prenez,25,10/18/2017,3,234,0,0,0,-1,-1,-1,-1,-1,-1
7181,ordeno,prenez,23,10/18/2017,3,217,1,0,0,-1,-1,-1,-1,-1,-1
7187,ordeno,inseminacion,15,10/20/2017,3,174,0,0,0,-1,-1,-1,-1,-1,-1
7190,ordeno,parto,20,10/20/2017,3,48,0,0,0,-1,-1,-1,-1,-1,-1
7191,ordeno,prenez,13,10/21/2017,2,304,0,0,-1,-1,-1,-1,-1,-1,-1
7194,ordeno,prenez,27,10/21/2017,2,327,0,0,-1,-1,-1,-1,-1,-1,-1
7196,ordeno,inseminacion,18,10/21/2017,3,117,0,0,0,-1,-1,-1,-1,-1,-1
7198,ordeno,inseminacion,19,10/22/2017,3,103,0,0,0,-1,-1,-1,-1,-1,-1
7199,ordeno,prenez,13,10/22/2017,2,479,1,0,-1,-1,-1,-1,-1,-1,-1
7201,ordeno,prenez,23,10/22/2017,3,213,0,0,1,-1,-1,-1,-1,-1,-1
7204,ordeno,aborto,19,10/23/2017,2,305,1,1,-1,-1,-1,-1,-1,-1,-1
7205,ordeno,inseminacion,19,10/23/2017,3,85,0,1,0,-1,-1,-1,-1,-1,-1
7206,ordeno,prenez,15,10/23/2017,3,162,0,1,0,-1,-1,-1,-1,-1,-1
7212,ordeno,parto,20,10/23/2017,3,31,0,0,0,-1,-1,-1,-1,-1,-1
7214,ordeno,prenez,26,10/24/2017,3,299,1,0,2,-1,-1,-1,-1,-1,-1
7216,ordeno,inseminacion,29,10/24/2017,3,262,0,0,0,-1,-1,-1,-1,-1,-1
7217,ordeno,aborto,24,10/24/2017,3,249,0,0,0,-1,-1,-1,-1,-1,-1
7223,ordeno,parto,20,10/24/2017,3,50,0,1,0,-1,-1,-1,-1,-1,-1
7224,ordeno,parto,20,10/24/2017,3,55,0,0,0,-1,-1,-1,-1,-1,-1
7225,ordeno,prenez,17,10/24/2017,3,147,0,0,0,-1,-1,-1,-1,-1,-1
7226,ordeno,inseminacion,19,10/24/2017,3,79,0,0,0,-1,-1,-1,-1,-1,-1
7232,ordeno,prenez,13,10/25/2017,3,277,0,0,1,-1,-1,-1,-1,-1,-1
7235,ordeno,prenez,15,10/25/2017,3,181,0,0,2,-1,-1,-1,-1,-1,-1
7245,ordeno,prenez,15,10/27/2017,3,161,0,0,0,-1,-1,-1,-1,-1,-1
7251,ordeno,inseminacion,14,10/27/2017,2,203,0,0,-1,-1,-1,-1,-1,-1,-1
7252,ordeno,prenez,29,10/27/2017,2,396,0,0,-1,-1,-1,-1,-1,-1,-1
7253,ordeno,prenez,23,10/27/2017,3,218,0,0,0,-1,-1,-1,-1,-1,-1
7255,ordeno,prenez,26,10/27/2017,3,278,0,0,1,-1,-1,-1,-1,-1,-1
7258,ordeno,prenez,26,10/28/2017,3,273,0,0,0,-1,-1,-1,-1,-1,-1
7262,ordeno,prenez,27,10/28/2017,3,300,0,0,0,-1,-1,-1,-1,-1,-1
7265,ordeno,inseminacion,19,10/28/2017,3,71,0,1,0,-1,-1,-1,-1,-1,-1
7266,ordeno,prenez,25,10/28/2017,3,223,0,0,0,-1,-1,-1,-1,-1,-1
7267,ordeno,prenez,25,10/28/2017,3,220,0,0,0,-1,-1,-1,-1,-1,-1
7271,ordeno,prenez,13,10/29/2017,3,229,1,0,0,-1,-1,-1,-1,-1,-1
7275,ordeno,pd-inseminacion,15,10/29/2017,3,183,0,0,0,-1,-1,-1,-1,-1,-1
7277,ordeno,prenez,14,10/29/2017,3,187,2,2,0,-1,-1,-1,-1,-1,-1
7278,ordeno,prenez,29,10/29/2017,3,228,0,0,0,-1,-1,-1,-1,-1,-1
7280,ordeno,prenez,24,10/29/2017,3,264,0,0,0,-1,-1,-1,-1,-1,-1
7281,ordeno,prenez,26,10/29/2017,2,272,1,0,-1,-1,-1,-1,-1,-1,-1
