index,cow,Status,gynecological_status,patio,given_birthdate,lactation,milk_days,number_mastitis_lactation_1,number_mastitis_lactation_2,number_mastitis_lactation_3,number_mastitis_lactation_4,number_mastitis_lactation_5,number_mastitis_lactation_6,number_mastitis_lactation_7,number_mastitis_lactation_8,number_mastitis_lactation_9
3664,12215,milking,insemination,6,1/5/2020,1,71,0,0,0,0,0,0,0,0,0
3665,12216,milking,pregnacy,10,1/6/2020,1,140,0,0,0,0,0,0,0,0,0
3666,12219,milking,pregnacy,11,1/6/2020,1,164,0,0,0,0,0,0,0,0,0
3667,12220,milking,pregnacy,7,1/6/2020,1,93,0,0,0,0,0,0,0,0,0
3668,12221,milking,pregnacy,10,1/6/2020,1,134,0,0,0,0,0,0,0,0,0
3669,12222,milking,pregnacy,8,1/6/2020,1,114,0,0,0,0,0,0,0,0,0
3670,12223,milking,pregnacy,10,1/6/2020,1,140,0,0,0,0,0,0,0,0,0
3671,12224,milking,pregnacy,10,1/6/2020,1,154,0,0,0,0,0,0,0,0,0
3672,12225,milking,pregnacy,10,1/6/2020,1,126,0,0,0,0,0,0,0,0,0
3673,12228,milking,insemination,9,1/6/2020,1,117,0,0,0,0,0,0,0,0,0
3674,12229,milking,insemination,7,1/6/2020,1,74,0,0,0,0,0,0,0,0,0
3675,12231,milking,insemination,8,1/7/2020,1,102,0,0,0,0,0,0,0,0,0
3676,12233,milking,pregnacy,9,1/7/2020,1,124,0,0,0,0,0,0,0,0,0
3677,12234,milking,insemination,7,1/7/2020,1,86,0,0,0,0,0,0,0,0,0
3678,12235,milking,pregnacy,10,1/7/2020,1,156,0,0,0,0,0,0,0,0,0
3679,12236,milking,pregnacy,10,1/7/2020,1,129,0,0,0,0,0,0,0,0,0
3680,12237,milking,pregnacy,9,1/7/2020,1,121,0,0,0,0,0,0,0,0,0
3681,12238,milking,pregnacy,10,1/7/2020,1,142,1,0,0,0,0,0,0,0,0
3682,12239,milking,pregnacy,10,1/8/2020,1,134,0,0,0,0,0,0,0,0,0
3683,12240,milking,pregnacy,8,1/8/2020,1,101,0,0,0,0,0,0,0,0,0
3684,12242,milking,insemination,8,1/8/2020,1,103,0,0,0,0,0,0,0,0,0
3685,12244,milking,heat,5,1/8/2020,1,44,0,0,0,0,0,0,0,0,0
3686,12246,milking,insemination,10,1/8/2020,1,130,0,0,0,0,0,0,0,0,0
3687,12247,milking,pregnacy,11,1/8/2020,1,164,0,0,0,0,0,0,0,0,0
3688,12248,milking,pregnacy,10,1/9/2020,1,139,0,0,0,0,0,0,0,0,0
3689,12249,milking,insemination,7,1/9/2020,1,90,0,0,0,0,0,0,0,0,0
3690,12250,milking,pregnacy,11,1/9/2020,1,160,1,0,0,0,0,0,0,0,0
3691,12251,milking,insemination,6,1/9/2020,1,62,0,0,0,0,0,0,0,0,0
3692,12253,milking,insemination,8,1/10/2020,1,96,0,0,0,0,0,0,0,0,0
3693,12254,milking,pregnacy,11,1/10/2020,1,163,0,0,0,0,0,0,0,0,0
3694,12255,milking,pregnacy,11,1/10/2020,1,166,0,0,0,0,0,0,0,0,0
3695,12256,milking,pregnacy,10,1/10/2020,1,140,0,0,0,0,0,0,0,0,0
3696,12257,milking,insemination,6,1/10/2020,1,59,0,0,0,0,0,0,0,0,0
3697,12258,milking,pregnacy,11,1/10/2020,1,168,0,0,0,0,0,0,0,0,0
3698,12260,milking,labor,2,1/10/2020,1,11,0,0,0,0,0,0,0,0,0
3699,12261,milking,pregnacy,10,1/11/2020,1,145,0,0,0,0,0,0,0,0,0
3700,12263,milking,insemination,7,1/11/2020,1,74,0,0,0,0,0,0,0,0,0
3701,12264,milking,pregnacy,11,1/11/2020,1,165,0,0,0,0,0,0,0,0,0
3702,12265,milking,labor,5,1/11/2020,1,32,0,0,0,0,0,0,0,0,0
3703,12266,milking,pregnacy,10,1/11/2020,1,148,0,0,0,0,0,0,0,0,0
3704,12267,milking,insemination,7,1/11/2020,1,74,0,0,0,0,0,0,0,0,0
3705,12270,milking,pregnacy,10,1/12/2020,1,153,0,0,0,0,0,0,0,0,0
3706,12274,milking,insemination,7,1/12/2020,1,81,0,0,0,0,0,0,0,0,0
3707,12276,milking,heat,30,1/12/2020,1,51,0,0,0,0,0,0,0,0,0
3708,12277,milking,insemination,6,1/12/2020,1,65,0,0,0,0,0,0,0,0,0
3709,12278,milking,labor,5,1/12/2020,1,50,0,0,0,0,0,0,0,0,0
3710,12279,milking,pregnacy,9,1/12/2020,1,121,0,0,0,0,0,0,0,0,0
3711,12281,milking,heat,5,1/12/2020,1,36,0,0,0,0,0,0,0,0,0
3712,12282,milking,pregnacy,8,1/12/2020,1,94,0,0,0,0,0,0,0,0,0
3713,12283,milking,insemination,7,1/12/2020,1,78,0,0,0,0,0,0,0,0,0
3714,12284,milking,insemination,10,1/12/2020,1,143,0,0,0,0,0,0,0,0,0
3715,12285,milking,insemination,6,1/12/2020,1,58,0,0,0,0,0,0,0,0,0
3716,12286,milking,insemination,8,1/13/2020,1,96,0,0,0,0,0,0,0,0,0
3717,12287,milking,insemination,8,1/13/2020,1,99,0,0,0,0,0,0,0,0,0
3718,12290,milking,pregnacy,10,1/14/2020,1,154,0,0,0,0,0,0,0,0,0
3719,12291,milking,labor,6,1/14/2020,1,61,0,0,0,0,0,0,0,0,0
3720,12292,milking,insemination,6,1/14/2020,1,72,0,0,0,0,0,0,0,0,0
3721,12294,milking,insemination,6,1/14/2020,1,67,0,0,0,0,0,0,0,0,0
3722,12296,milking,insemination,10,1/14/2020,1,139,0,0,0,0,0,0,0,0,0
3723,12297,milking,pregnacy,8,1/14/2020,1,110,0,0,0,0,0,0,0,0,0
3724,12298,milking,labor,6,1/14/2020,1,71,0,0,0,0,0,0,0,0,0
3725,12299,milking,insemination,7,1/14/2020,1,83,0,0,0,0,0,0,0,0,0
3726,12302,milking,no_inseminate,8,1/15/2020,1,106,0,0,0,0,0,0,0,0,0
3727,12304,milking,insemination,8,1/15/2020,1,104,0,0,0,0,0,0,0,0,0
3728,12305,milking,labor,4,1/15/2020,1,29,0,0,0,0,0,0,0,0,0
3729,12306,milking,insemination,8,1/15/2020,1,109,0,0,0,0,0,0,0,0,0
3730,12307,milking,pregnacy,10,1/16/2020,1,138,0,0,0,0,0,0,0,0,0
3731,12308,milking,pregnacy,9,1/16/2020,1,119,0,0,0,0,0,0,0,0,0
3732,12310,milking,insemination,10,1/16/2020,1,135,0,0,0,0,0,0,0,0,0
3733,12311,milking,insemination,6,1/16/2020,1,64,0,0,0,0,0,0,0,0,0
3734,12315,milking,pregnacy,9,1/17/2020,1,124,0,0,0,0,0,0,0,0,0
3735,12316,milking,insemination,6,1/17/2020,1,59,0,0,0,0,0,0,0,0,0
3736,12317,milking,labor,5,1/17/2020,1,55,0,0,0,0,0,0,0,0,0
3737,12320,milking,pregnacy,8,1/17/2020,1,108,0,0,0,0,0,0,0,0,0
3738,12322,milking,insemination,10,1/18/2020,1,133,0,0,0,0,0,0,0,0,0
3739,12323,milking,pregnacy,11,1/18/2020,1,165,0,0,0,0,0,0,0,0,0
3740,12324,milking,labor,6,1/18/2020,1,61,0,0,0,0,0,0,0,0,0
3741,12327,milking,insemination,8,1/19/2020,1,102,0,0,0,0,0,0,0,0,0
3742,12328,milking,labor,5,1/19/2020,1,35,0,0,0,0,0,0,0,0,0
3743,12329,milking,insemination,8,1/19/2020,1,100,0,0,0,0,0,0,0,0,0
3744,12333,milking,heat,7,1/20/2020,1,80,0,0,0,0,0,0,0,0,0
3745,12334,milking,pregnacy,10,1/20/2020,1,128,0,0,0,0,0,0,0,0,0
3746,12335,milking,pregnacy,10,1/20/2020,1,145,0,0,0,0,0,0,0,0,0
3747,12336,milking,pregnacy,8,1/20/2020,1,110,0,0,0,0,0,0,0,0,0
3748,12337,milking,insemination,8,1/20/2020,1,106,0,0,0,0,0,0,0,0,0
3749,12338,milking,insemination,8,1/20/2020,1,99,0,0,0,0,0,0,0,0,0
3750,12339,milking,insemination,10,1/20/2020,1,148,0,0,0,0,0,0,0,0,0
3751,12341,milking,insemination,6,1/20/2020,1,58,0,0,0,0,0,0,0,0,0
3752,12343,milking,insemination,8,1/21/2020,1,102,0,0,0,0,0,0,0,0,0
3753,12344,milking,labor,5,1/21/2020,1,41,0,0,0,0,0,0,0,0,0
3754,12346,milking,labor,4,1/21/2020,1,21,0,0,0,0,0,0,0,0,0
3755,12347,milking,pregnacy,7,1/21/2020,1,93,0,0,0,0,0,0,0,0,0
3756,12349,milking,insemination,5,1/22/2020,1,55,0,0,0,0,0,0,0,0,0
3757,12350,milking,pregnacy,11,1/22/2020,1,168,0,0,0,0,0,0,0,0,0
3758,12351,milking,insemination,7,1/22/2020,1,83,0,0,0,0,0,0,0,0,0
3759,12352,milking,labor,5,1/22/2020,1,47,0,0,0,0,0,0,0,0,0
3760,12354,milking,insemination,7,1/22/2020,1,92,0,0,0,0,0,0,0,0,0
3761,12355,milking,insemination,10,1/22/2020,1,138,0,0,0,0,0,0,0,0,0
3762,12358,milking,heat,6,1/23/2020,1,56,0,0,0,0,0,0,0,0,0
3763,12360,milking,insemination,7,1/23/2020,1,93,0,0,0,0,0,0,0,0,0
3764,12361,milking,pregnacy,10,1/23/2020,1,141,0,0,0,0,0,0,0,0,0
3765,12362,milking,insemination,6,1/23/2020,1,61,0,0,0,0,0,0,0,0,0
3766,12365,milking,pregnacy,10,1/23/2020,1,126,0,0,0,0,0,0,0,0,0
3767,12367,milking,pregnacy,10,1/23/2020,1,151,0,0,0,0,0,0,0,0,0
3768,12368,milking,insemination,9,1/24/2020,1,125,0,0,0,0,0,0,0,0,0
3769,12370,milking,labor,8,1/24/2020,1,103,0,0,0,0,0,0,0,0,0
3770,12371,milking,pregnacy,8,1/24/2020,1,0,0,0,0,0,0,0,0,0,0
3771,12374,milking,pregnacy,11,1/25/2020,1,163,0,0,0,0,0,0,0,0,0
3772,12375,milking,insemination,8,1/25/2020,1,98,0,0,0,0,0,0,0,0,0
3773,12376,milking,pregnacy,9,1/25/2020,1,123,0,0,0,0,0,0,0,0,0
3774,12377,milking,labor,5,1/26/2020,1,50,0,0,0,0,0,0,0,0,0
3775,12378,milking,insemination,7,1/26/2020,1,75,0,0,0,0,0,0,0,0,0
3776,12379,milking,insemination,6,1/26/2020,1,73,0,0,0,0,0,0,0,0,0
3777,12380,milking,insemination,7,1/26/2020,1,83,0,0,0,0,0,0,0,0,0
3778,12381,milking,pregnacy,10,1/26/2020,1,155,0,0,0,0,0,0,0,0,0
3779,12383,milking,labor,5,1/27/2020,1,44,0,0,0,0,0,0,0,0,0
3780,12387,milking,pregnacy,8,1/27/2020,1,113,0,0,0,0,0,0,0,0,0
3781,12388,milking,insemination,10,1/27/2020,1,153,0,0,0,0,0,0,0,0,0
3782,12389,milking,insemination,10,1/27/2020,1,136,0,0,0,0,0,0,0,0,0
3783,12390,milking,insemination,8,1/27/2020,1,107,0,0,0,0,0,0,0,0,0
3784,12391,milking,pregnacy,10,1/28/2020,1,139,0,0,0,0,0,0,0,0,0
3785,12392,milking,pregnacy,11,1/28/2020,1,165,0,0,0,0,0,0,0,0,0
3786,12393,milking,insemination,7,1/28/2020,1,88,0,0,0,0,0,0,0,0,0
3787,12395,milking,insemination,9,1/29/2020,1,116,0,0,0,0,0,0,0,0,0
3788,12397,milking,insemination,7,1/29/2020,1,74,0,0,0,0,0,0,0,0,0
3789,12398,milking,pregnacy,10,1/29/2020,1,146,0,0,0,0,0,0,0,0,0
3790,12399,milking,pregnacy,30,1/29/2020,1,132,0,0,0,0,0,0,0,0,0
3791,12402,milking,pregnacy,8,1/30/2020,1,114,0,0,0,0,0,0,0,0,0
3792,12403,milking,insemination,5,1/30/2020,1,54,0,0,0,0,0,0,0,0,0
3793,12404,milking,insemination,6,1/30/2020,1,59,0,0,0,0,0,0,0,0,0
3794,12405,milking,pregnacy,10,1/30/2020,1,140,0,0,0,0,0,0,0,0,0
3795,12406,milking,insemination,9,1/31/2020,1,116,0,0,0,0,0,0,0,0,0
3796,12407,milking,insemination,7,1/31/2020,1,91,0,0,0,0,0,0,0,0,0
3797,12408,milking,insemination,8,1/31/2020,1,107,0,0,0,0,0,0,0,0,0
3798,12411,milking,labor,5,2/1/2020,1,33,0,0,0,0,0,0,0,0,0
3799,12412,milking,insemination,5,2/1/2020,1,44,0,0,0,0,0,0,0,0,0
3800,12414,milking,pregnacy,8,2/1/2020,1,105,0,0,0,0,0,0,0,0,0
3801,12415,milking,insemination,5,2/1/2020,1,55,0,0,0,0,0,0,0,0,0
3802,12416,milking,pregnacy,8,2/1/2020,1,94,0,0,0,0,0,0,0,0,0
3803,12418,milking,labor,4,2/1/2020,1,27,0,0,0,0,0,0,0,0,0
3804,12422,milking,insemination,9,2/2/2020,1,117,0,0,0,0,0,0,0,0,0
3805,12423,milking,insemination,7,2/2/2020,1,79,0,0,0,0,0,0,0,0,0
3806,12425,milking,heat,5,2/2/2020,1,38,0,0,0,0,0,0,0,0,0
3807,12426,milking,insemination,6,2/3/2020,1,66,0,0,0,0,0,0,0,0,0
3808,12427,milking,labor,6,2/3/2020,1,71,0,0,0,0,0,0,0,0,0
3809,12428,milking,labor,5,2/3/2020,1,47,0,0,0,0,0,0,0,0,0
3810,12429,milking,labor,6,2/3/2020,1,66,0,0,0,0,0,0,0,0,0
3811,12430,milking,labor,5,2/3/2020,1,34,0,0,0,0,0,0,0,0,0
3812,12432,milking,heat,6,2/3/2020,1,56,0,0,0,0,0,0,0,0,0
3813,12433,milking,pregnacy,10,2/3/2020,1,144,0,0,0,0,0,0,0,0,0
3814,12434,milking,labor,7,2/3/2020,1,80,0,0,0,0,0,0,0,0,0
3815,12439,milking,labor,6,2/4/2020,1,63,0,0,0,0,0,0,0,0,0
3816,12442,milking,insemination,8,2/4/2020,1,98,0,0,0,0,0,0,0,0,0
3817,12443,milking,heat,5,2/4/2020,1,50,0,0,0,0,0,0,0,0,0
3818,12447,milking,labor,2,2/5/2020,1,16,0,0,0,0,0,0,0,0,0
3819,12448,milking,pregnacy,10,2/5/2020,1,139,0,0,0,0,0,0,0,0,0
3820,12449,milking,insemination,7,2/5/2020,1,81,0,0,0,0,0,0,0,0,0
3821,12455,milking,insemination,6,2/6/2020,1,56,0,0,0,0,0,0,0,0,0
3822,12456,milking,heat,5,2/7/2020,1,35,0,0,0,0,0,0,0,0,0
3823,12461,milking,insemination,7,2/7/2020,1,77,0,0,0,0,0,0,0,0,0
3824,12464,milking,pregnacy,8,2/9/2020,1,102,0,0,0,0,0,0,0,0,0
3825,12465,milking,insemination,7,2/9/2020,1,82,0,0,0,0,0,0,0,0,0
3826,12467,milking,insemination,7,2/9/2020,1,85,0,0,0,0,0,0,0,0,0
3827,12469,milking,labor,2,2/9/2020,1,20,0,0,0,0,0,0,0,0,0
3828,12472,milking,labor,7,2/10/2020,1,77,1,0,0,0,0,0,0,0,0
3829,12474,milking,insemination,7,2/10/2020,1,90,0,0,0,0,0,0,0,0,0
3830,12475,milking,insemination,6,2/10/2020,1,70,0,0,0,0,0,0,0,0,0
3831,12476,milking,insemination,7,2/10/2020,1,80,0,0,0,0,0,0,0,0,0
3832,12477,milking,insemination,8,2/11/2020,1,112,0,0,0,0,0,0,0,0,0
3833,12479,milking,insemination,6,2/11/2020,1,67,0,0,0,0,0,0,0,0,0
3834,12480,milking,insemination,7,2/11/2020,1,87,0,0,0,0,0,0,0,0,0
3835,12483,milking,pregnacy,3,2/12/2020,1,121,1,0,0,0,0,0,0,0,0
3836,12484,milking,pregnacy,9,2/12/2020,1,123,0,0,0,0,0,0,0,0,0
3837,12486,milking,insemination,6,2/12/2020,1,60,0,0,0,0,0,0,0,0,0
3838,12487,milking,labor,6,2/12/2020,1,59,0,0,0,0,0,0,0,0,0
3839,12489,milking,labor,5,2/12/2020,1,33,0,0,0,0,0,0,0,0,0
3840,12490,milking,labor,2,2/12/2020,1,14,0,0,0,0,0,0,0,0,0
3841,12492,milking,insemination,10,2/13/2020,1,142,0,0,0,0,0,0,0,0,0
3842,12493,milking,insemination,7,2/13/2020,1,78,0,0,0,0,0,0,0,0,0
3843,12494,milking,labor,6,2/13/2020,1,71,0,0,0,0,0,0,0,0,0
3844,12496,milking,insemination,10,2/13/2020,1,132,0,0,0,0,0,0,0,0,0
3845,12497,milking,labor,4,2/13/2020,1,21,0,0,0,0,0,0,0,0,0
3846,12500,milking,pregnacy,10,2/14/2020,1,137,0,0,0,0,0,0,0,0,0
3847,12502,milking,labor,2,2/14/2020,1,18,0,0,0,0,0,0,0,0,0
3848,12503,milking,insemination,8,2/14/2020,1,94,0,0,0,0,0,0,0,0,0
3849,12508,milking,insemination,7,2/15/2020,1,89,0,0,0,0,0,0,0,0,0
3850,12512,milking,insemination,7,2/15/2020,1,76,0,0,0,0,0,0,0,0,0
3851,12514,milking,labor,5,2/16/2020,1,54,0,0,0,0,0,0,0,0,0
3852,12516,milking,insemination,8,2/16/2020,1,108,0,0,0,0,0,0,0,0,0
3853,12517,milking,labor,5,2/16/2020,1,46,0,0,0,0,0,0,0,0,0
3854,12519,milking,insemination,8,2/17/2020,1,111,0,0,0,0,0,0,0,0,0
3855,12520,milking,insemination,6,2/17/2020,1,71,0,0,0,0,0,0,0,0,0
3856,12522,milking,insemination,9,2/17/2020,1,118,0,0,0,0,0,0,0,0,0
3857,12523,milking,insemination,6,2/17/2020,1,66,0,0,0,0,0,0,0,0,0
3858,12524,milking,labor,2,2/17/2020,1,6,0,0,0,0,0,0,0,0,0
3859,12525,milking,labor,5,2/17/2020,1,35,0,0,0,0,0,0,0,0,0
3860,12526,milking,insemination,7,2/18/2020,1,89,0,0,0,0,0,0,0,0,0
3861,12527,milking,heat,10,2/18/2020,1,130,0,0,0,0,0,0,0,0,0
3862,12528,milking,labor,2,2/18/2020,1,2,0,0,0,0,0,0,0,0,0
3863,12529,milking,labor,2,2/18/2020,1,13,0,0,0,0,0,0,0,0,0
3864,12531,milking,pregnacy,10,2/19/2020,1,152,0,0,0,0,0,0,0,0,0
3865,12535,milking,labor,6,2/19/2020,1,58,0,0,0,0,0,0,0,0,0
3866,12540,milking,pregnacy,8,2/19/2020,1,96,0,0,0,0,0,0,0,0,0
3867,12542,milking,pregnacy,9,2/19/2020,1,122,0,0,0,0,0,0,0,0,0
3868,12545,milking,labor,4,2/20/2020,1,26,0,0,0,0,0,0,0,0,0
3869,12547,milking,labor,4,2/20/2020,1,26,0,0,0,0,0,0,0,0,0
3870,12549,milking,labor,6,2/20/2020,1,68,0,0,0,0,0,0,0,0,0
3871,12550,milking,pregnacy,7,2/22/2020,1,98,1,0,0,0,0,0,0,0,0
3872,12553,milking,labor,5,2/22/2020,1,54,0,0,0,0,0,0,0,0,0
3873,12554,milking,labor,5,2/23/2020,1,42,0,0,0,0,0,0,0,0,0
3874,12555,milking,insemination,6,2/23/2020,1,73,0,0,0,0,0,0,0,0,0
3875,12556,milking,labor,5,2/23/2020,1,49,0,0,0,0,0,0,0,0,0
3876,12559,milking,insemination,8,2/23/2020,1,101,0,0,0,0,0,0,0,0,0
3877,12560,milking,labor,4,2/23/2020,1,28,0,0,0,0,0,0,0,0,0
3878,12563,milking,insemination,6,2/24/2020,1,65,0,0,0,0,0,0,0,0,0
3879,12564,milking,labor,2,2/24/2020,1,1,0,0,0,0,0,0,0,0,0
3880,12565,milking,insemination,7,2/24/2020,1,81,0,0,0,0,0,0,0,0,0
3881,12566,milking,labor,2,2/24/2020,1,6,0,0,0,0,0,0,0,0,0
3882,12567,milking,insemination,7,2/24/2020,1,87,0,0,0,0,0,0,0,0,0
3883,12568,milking,labor,5,2/24/2020,1,34,0,0,0,0,0,0,0,0,0
3884,12569,milking,pregnacy,10,2/25/2020,1,126,0,0,0,0,0,0,0,0,0
3885,12570,milking,insemination,7,2/25/2020,1,80,0,0,0,0,0,0,0,0,0
3886,12572,milking,labor,4,2/25/2020,1,27,0,0,0,0,0,0,0,0,0
3887,12573,milking,pregnacy,9,2/25/2020,1,125,1,0,0,0,0,0,0,0,0
3888,12575,milking,pregnacy,8,2/26/2020,1,109,0,0,0,0,0,0,0,0,0
3889,12576,milking,insemination,7,2/26/2020,1,85,0,0,0,0,0,0,0,0,0
3890,12578,milking,labor,5,2/26/2020,1,32,0,0,0,0,0,0,0,0,0
3891,12579,milking,pregnacy,8,2/26/2020,1,113,0,0,0,0,0,0,0,0,0
3892,12583,milking,labor,4,2/26/2020,1,31,0,0,0,0,0,0,0,0,0
3893,12588,milking,labor,4,2/27/2020,1,29,0,0,0,0,0,0,0,0,0
3894,12589,milking,insemination,7,2/27/2020,1,90,0,0,0,0,0,0,0,0,0
3895,12590,milking,labor,2,2/27/2020,1,12,0,0,0,0,0,0,0,0,0
3896,12593,milking,labor,7,2/28/2020,1,76,0,0,0,0,0,0,0,0,0
3897,12594,milking,labor,7,2/28/2020,1,77,0,0,0,0,0,0,0,0,0
3898,12596,milking,pregnacy,10,3/1/2020,1,139,0,0,0,0,0,0,0,0,0
3899,12598,milking,pregnacy,9,3/1/2020,1,122,0,0,0,0,0,0,0,0,0
3900,12600,milking,labor,2,3/1/2020,1,20,0,0,0,0,0,0,0,0,0
3901,12601,milking,labor,2,3/1/2020,1,1,0,0,0,0,0,0,0,0,0
3902,12604,milking,heat,6,3/2/2020,1,58,0,0,0,0,0,0,0,0,0
3903,12605,milking,labor,4,3/2/2020,1,29,0,0,0,0,0,0,0,0,0
3904,12606,milking,heat,4,3/3/2020,1,29,0,0,0,0,0,0,0,0,0
3905,12607,milking,pregnacy,8,3/3/2020,1,106,0,0,0,0,0,0,0,0,0
3906,12608,milking,pregnacy,8,3/3/2020,1,101,0,0,0,0,0,0,0,0,0
3907,12611,milking,insemination,6,3/3/2020,1,72,0,0,0,0,0,0,0,0,0
3908,12614,milking,insemination,6,3/4/2020,1,61,0,0,0,0,0,0,0,0,0
3909,12616,milking,labor,2,3/4/2020,1,0,0,0,0,0,0,0,0,0,0
3910,12617,milking,heat,5,3/4/2020,1,32,0,0,0,0,0,0,0,0,0
3911,12618,milking,labor,5,3/4/2020,1,51,0,0,0,0,0,0,0,0,0
3912,12620,milking,labor,5,3/5/2020,1,43,0,0,0,0,0,0,0,0,0
3913,12623,milking,labor,4,3/5/2020,1,27,0,0,0,0,0,0,0,0,0
3914,12624,milking,heat,5,3/5/2020,1,51,0,0,0,0,0,0,0,0,0
3915,12625,milking,heat,6,3/5/2020,1,58,0,0,0,0,0,0,0,0,0
3916,12627,milking,insemination,7,3/5/2020,1,91,0,0,0,0,0,0,0,0,0
3917,12628,milking,insemination,5,3/5/2020,1,51,0,0,0,0,0,0,0,0,0
3918,12629,milking,insemination,8,3/5/2020,1,94,0,0,0,0,0,0,0,0,0
3919,12630,milking,insemination,30,3/6/2020,1,73,0,0,0,0,0,0,0,0,0
3920,12631,milking,insemination,8,3/6/2020,1,95,0,0,0,0,0,0,0,0,0
3921,12633,milking,pregnacy,9,3/6/2020,1,117,0,0,0,0,0,0,0,0,0
3922,12634,milking,labor,5,3/6/2020,1,49,0,0,0,0,0,0,0,0,0
3923,12636,milking,pregnacy,8,3/6/2020,1,102,0,0,0,0,0,0,0,0,0
3924,12640,milking,insemination,7,3/7/2020,1,92,0,0,0,0,0,0,0,0,0
3925,12641,milking,labor,2,3/7/2020,1,4,0,0,0,0,0,0,0,0,0
3926,12643,milking,labor,2,3/7/2020,1,6,0,0,0,0,0,0,0,0,0
3927,12644,milking,labor,4,3/7/2020,1,31,0,0,0,0,0,0,0,0,0
3928,12645,milking,labor,6,3/8/2020,1,59,0,0,0,0,0,0,0,0,0
3929,12646,milking,heat,5,3/8/2020,1,51,0,0,0,0,0,0,0,0,0
3930,12647,milking,insemination,7,3/8/2020,1,78,0,0,0,0,0,0,0,0,0
3931,12648,milking,insemination,7,3/8/2020,1,87,0,0,0,0,0,0,0,0,0
3932,12649,milking,insemination,7,3/8/2020,1,84,0,0,0,0,0,0,0,0,0
3933,12650,milking,labor,2,3/8/2020,1,15,0,0,0,0,0,0,0,0,0
3934,12653,milking,insemination,6,3/9/2020,1,62,0,0,0,0,0,0,0,0,0
3935,12654,milking,insemination,6,3/9/2020,1,59,0,0,0,0,0,0,0,0,0
3936,12658,milking,pregnacy,10,3/10/2020,1,133,0,0,0,0,0,0,0,0,0
3937,12659,milking,insemination,7,3/10/2020,1,79,0,0,0,0,0,0,0,0,0
3938,12660,milking,labor,4,3/10/2020,1,24,0,0,0,0,0,0,0,0,0
3939,12661,milking,insemination,6,3/10/2020,1,67,0,0,0,0,0,0,0,0,0
3940,12662,milking,labor,2,3/10/2020,1,20,0,0,0,0,0,0,0,0,0
3941,12665,milking,insemination,7,3/10/2020,1,83,0,0,0,0,0,0,0,0,0
3942,12666,milking,labor,4,3/10/2020,1,28,0,0,0,0,0,0,0,0,0
3943,12667,milking,labor,2,3/11/2020,1,17,0,0,0,0,0,0,0,0,0
3944,12668,milking,insemination,6,3/11/2020,1,66,0,0,0,0,0,0,0,0,0
3945,12669,milking,heat,5,3/11/2020,1,55,0,0,0,0,0,0,0,0,0
3946,12671,milking,insemination,6,3/11/2020,1,62,0,0,0,0,0,0,0,0,0
3947,12673,milking,labor,6,3/11/2020,1,59,0,0,0,0,0,0,0,0,0
3948,12674,milking,insemination,7,3/11/2020,1,75,0,0,0,0,0,0,0,0,0
3949,12675,milking,pregnacy,8,3/11/2020,1,104,0,0,0,0,0,0,0,0,0
3950,12678,milking,labor,4,3/12/2020,1,25,0,0,0,0,0,0,0,0,0
3951,12679,milking,insemination,7,3/12/2020,1,92,0,0,0,0,0,0,0,0,0
3952,12680,milking,labor,2,3/12/2020,1,0,0,0,0,0,0,0,0,0,0
3953,12681,milking,labor,4,3/13/2020,1,21,0,0,0,0,0,0,0,0,0
3954,12684,milking,pregnacy,8,3/13/2020,1,106,0,0,0,0,0,0,0,0,0
3955,12686,milking,insemination,7,3/14/2020,1,83,0,0,0,0,0,0,0,0,0
3956,12688,milking,pregnacy,8,3/14/2020,1,102,0,0,0,0,0,0,0,0,0
3957,12689,milking,labor,2,3/14/2020,1,16,0,0,0,0,0,0,0,0,0
3958,12690,milking,insemination,7,3/14/2020,1,93,0,0,0,0,0,0,0,0,0
3959,12691,milking,labor,4,3/14/2020,1,29,0,0,0,0,0,0,0,0,0
3960,12693,milking,insemination,5,3/14/2020,1,53,0,0,0,0,0,0,0,0,0
3961,12694,milking,labor,2,3/14/2020,1,11,0,0,0,0,0,0,0,0,0
3962,12695,milking,labor,2,3/14/2020,1,13,0,0,0,0,0,0,0,0,0
3963,12696,milking,labor,6,3/14/2020,1,67,0,0,0,0,0,0,0,0,0
3964,12699,milking,labor,2,3/15/2020,1,8,0,0,0,0,0,0,0,0,0
3965,12700,milking,heat,6,3/15/2020,1,61,0,0,0,0,0,0,0,0,0
3966,12702,milking,insemination,7,3/16/2020,1,83,0,0,0,0,0,0,0,0,0
3967,12703,milking,labor,5,3/16/2020,1,54,0,0,0,0,0,0,0,0,0
3968,12704,milking,insemination,6,3/16/2020,1,60,0,0,0,0,0,0,0,0,0
3969,12705,milking,insemination,5,3/16/2020,1,54,0,0,0,0,0,0,0,0,0
3970,12707,milking,insemination,6,3/16/2020,1,62,0,0,0,0,0,0,0,0,0
3971,12710,milking,labor,2,3/17/2020,1,6,0,0,0,0,0,0,0,0,0
3972,12713,milking,heat,5,3/18/2020,1,55,0,0,0,0,0,0,0,0,0
3973,12714,milking,labor,5,3/18/2020,1,51,0,0,0,0,0,0,0,0,0
3974,12715,milking,insemination,6,3/18/2020,1,67,0,0,0,0,0,0,0,0,0
3975,12718,milking,labor,2,3/18/2020,1,17,0,0,0,0,0,0,0,0,0
3976,12720,milking,labor,6,3/19/2020,1,60,0,0,0,0,0,0,0,0,0
